temp_id,Citation in Wright,MS URI where first encountered,Page in Wright where first encountered,Added by,,Optional Brief description,Optional Full Citation,Optional Comments to Gen. Editors,cbss_uri,,,,
smblBibl276,"Cureton (London, 1858) ",https://bl.syriac.uk/ms/1569#msPart2,https://archive.org/details/catalogueofsyria01brituoft/page/74/mode/2up,Rachel Edney,,edition and translation of Gospels,,,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_on_syriac_studies/search/cureton%20gospel/titleCreatorYear/items/TSYERWWW/item-list,Complete,,,
smblBibl277,"Le Quien, Oriens Christ., t. ii., col. 1503",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl278,"Opera (Paris, 1839), t. ii. p. 22",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On Deuteronomy,,,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl279,"Migne, Patrol. Gr., t. xxxi., col. 197",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On Deuteronomy,,p. 423 for On Baptism,https://www.zotero.org/groups/4861694/items/F4TI2SMS,Complete,,,
smblBibl280,"Opera, t. ii. p. 158",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On Baptism,,p. 1 for the first homily for Lent; p. 116 for On Anger and Wrath; p. 182 for the first homily on faith; p. 867 for the second homily on faith,https://www.zotero.org/groups/4861694/items/LFRWXUWL,Complete,,,
smblBibl281,"Migne, t. xxxi., col. 563",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On the study of the writings of the (Greek) Philosophers,,col. 163 for the first homily for Lent; col. 353 for On Anger and Wrath; col. 463 for the first homily on faith; col. 1487 for the second homily on faith,https://www.zotero.org/groups/4861694/items/F4TI2SMS,Complete,,,
smblBibl282,"Paris edition (of Basil of Caesarea, On the Holy Spirit)",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,,,p. 133 A for Homily on Psalm I,https://www.zotero.org/groups/4861694/items/XJXVEEQW,Complete,Still put in an ID--cite t. 1.,,
smblBibl283,"Opera, t. iii., p. 1",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On the Holy Spirit,,,https://www.zotero.org/groups/4861694/items/XJXVEEQW,Complete,,,
smblBibl284,"Migne, t. xxxii., col. 67",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea On the Holy Spirit,,,https://www.zotero.org/groups/4861694/items/HTSH8Q3F,Complete,,,
smblBibl285,"Opera, t. i., p. 127",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea Homily on Psalm I,,,https://www.zotero.org/groups/4861694/items/YKYQLYXE,Complete,,,
smblBibl286,"Migne, t. xxix., col. 209",https://bl.syriac.uk/ms/1189,https://archive.org/details/catalogueofsyria02brituoft/page/420/mode/2up,Rachel Edney,,Basil of Caesarea Homily on Psalm I,,,https://www.zotero.org/groups/4861694/items/QF88JZEX,Complete,,,
smblBibl287,"Migne, Patrol. Gr., t. xlviii., col. 701",https://bl.syriac.uk/ms/300,https://archive.org/details/catalogueofsyria02brituoft/page/478,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/C789DXWF,Complete,,,
smblBibl288,"Opera, t. iii., p. 99, epist. ii",https://bl.syriac.uk/ms/848,https://archive.org/details/catalogueofsyria02brituoft/page/779/mode/1up?view=theater,Abdel-Massih Gharib,,,,couldn't specify which reference it was ,https://www.zotero.org/groups/4861694/items/XJXVEEQW,Complete,,,
smblBibl289,"Gallandii Bibl. Vett. Patrum, t. viii., p. 36",https://bl.syriac.uk/ms/848,https://archive.org/details/catalogueofsyria02brituoft/page/778/mode/1up?view=theater,Abdel-Massih Gharib,,,Xpath: /TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem/msItem/note/bibl/ref,"cited on lines 212, 223, 236, 242 and 251 in xml",https://www.zotero.org/groups/4861694/items/7ICJNBTP,Complete,,,
smblBibl290,"Opera, ed. Aubert, t. i., p. 590",https://bl.syriac.uk/ms/848,https://archive.org/details/catalogueofsyria02brituoft/page/779/mode/1up?view=theater,Abdel-Massih Gharib,,,,couldn't specify which reference it was ,https://www.zotero.org/groups/4861694/items/547L84LR,Complete,,,
smblBibl291,"Forshall and Rosen's Catalogue, no. XLII, p. 64,",https://bl.syriac.uk/ms/77,https://archive.org/details/catalogueofsyria01brituoft/page/108,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/BZP7KYYA,Complete,,,
smblBibl292,"Opera, ed. Aubert, t. v.",https://bl.syriac.uk/ms/778,https://archive.org/details/catalogueofsyria02brituoft/page/668/mode/1up,Peter Miller,,Works of Cyril of Alexandria,,"smblBibl272 is a note for t. 1; I have added this option in case we want separate references for the different volumes. If not, this can be combined with smblBibl272",https://www.zotero.org/groups/4861694/items/WY43NWTZ,Complete,Part 2 of Volume 5 is cited separately here because it appears to be separate physical volume.,,
smblBibl293,"Migne, Patrol. Gr., t. xliii., col. 393",https://bl.syriac.uk/ms/77,https://archive.org/details/catalogueofsyria01brituoft/page/108,Maria Thomas,,,,,https://www.zotero.org/groups/4861694/items/4FZNAXPJ,Complete,,,
smblBibl294,"Expositiones in Psalmos, Opera, ed. 1698, t. i., p. 1009 etc",https://bl.syriac.uk/ms/301,https://archive.org/details/catalogueofsyria02brituoft/page/404/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/U8FR2M97,Complete,,,
smblBibl295,"Migne, Patrologiae Cursus Completus, Series Graeca, t. xxvii., col. 59 etc",https://bl.syriac.uk/ms/301,https://archive.org/details/catalogueofsyria02brituoft/page/404/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/AUUH2KX9,Complete,,,
smblBibl296,"Migne, PG, t. lxvi",https://bl.syriac.uk/ms/1500#msPart1,https://archive.org/details/catalogueofsyria02brituoft/page/483/mode/1up,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/UTRA36T3,Complete,,,
smblBibl297,"Opera, t. ii. p. 359, etc.",https://bl.syriac.uk/ms/306,https://archive.org/details/catalogueofsyria02brituoft/page/412/mode/2up,Rachel Edney,,"Ephrem, On Nineveh and Jonah",,,https://www.zotero.org/groups/4861694/items/DVVF6SHH,Complete,,,
smblBibl298,"Bibl. Orient., t. i. p. 140, no. 3",https://bl.syriac.uk/ms/306,https://archive.org/details/catalogueofsyria02brituoft/page/412/mode/2up,Rachel Edney,,"Ephrem, On Nineveh and Jonah",,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl299,"Opera, t. iii. p. 654 etc",https://bl.syriac.uk/ms/306,https://archive.org/details/catalogueofsyria02brituoft/page/412/mode/2up,Rachel Edney,,"Ephrem, Two paraenetic discourses",,,https://www.zotero.org/groups/4861694/items/2ZV378X5,Complete,"I believe this is correct, taking Sermon 18 to be one of the ""paraenetic discourses"" Wright mentions.'",,
smblBibl300,"Bibl. Orient., t. i. p. 147, no. 19",https://bl.syriac.uk/ms/306,https://archive.org/details/catalogueofsyria02brituoft/page/412/mode/2up,Rachel Edney,,"Ephrem, Two paraenetic discourses",,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,"Sermon 19, which follows.",,
smblBibl301,"Bickell, Literarischer Handweiser, 88, 1870",https://bl.syriac.uk/ms/499,https://archive.org/details/catalogueofsyria01brituoft/page/204/mode/1up,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/ALFRJE3F,Complete,,,
smblBibl302,"Overbeck, S. Ephraemi Syri etc. Opera Selecta",https://bl.syriac.uk/ms/308,https://archive.org/details/catalogueofsyria02brituoft/page/408/mode/2up,Rachel Edney,,discourses of Ephrem against false doctrines addressed to Hypatius,,also https://bl.syriac.uk/ms/420,https://www.zotero.org/groups/4861694/items/P8WPZV2Z,Complete,,,
smblBibl303,"Migne, Patrologia Graeca, t. lxv.",https://bl.syriac.uk/ms/799,https://archive.org/details/catalogueofsyria02brituoft/page/481/mode/1up?view=theater,Daniel Edwards,,It does not appear that volume 45 is in the comprehensive bibliography,,,https://www.zotero.org/groups/4861694/items/E9VYTJCN,Complete,,,
smblBibl304,"Assemani, Bibl. Orient., t. i., pp. 86, 92, and 118",https://bl.syriac.uk/ms/308,https://archive.org/details/catalogueofsyria02brituoft/page/408/mode/2up,Rachel Edney,,"Ephrem 160 discourses on the Church, the Mysteries of the Lord, Virginity, and against Heresies",,also https://bl.syriac.uk/ms/36,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl305,"Opera, t. iii. p. 615",https://bl.syriac.uk/ms/308,https://archive.org/details/catalogueofsyria02brituoft/page/408/mode/2up,Rachel Edney,,"Ephrem 160 discourses on the Church, the Mysteries of the Lord, Virginity, and against Heresies",,,https://www.zotero.org/groups/4861694/items/2ZV378X5,Complete,"I think this may be the volume Wright is citing because he uses the Assemani edition of Ephrem elsewhere. But the number he gives does not line up with the text here (p. 615 in this volume is Sermo VII)--I think that's because the fragment he is cataloging is numbered differently, but I'm not sure because I cannot compare the Syriac text to verify.",,
smblBibl306,"Opera, t. ii. p. 439, D",https://bl.syriac.uk/ms/308,https://archive.org/details/catalogueofsyria02brituoft/page/408/mode/2up,Rachel Edney,,"Ephrem 160 discourses on the Church, the Mysteries of the Lord, Virginity, and against Heresies",,,https://www.zotero.org/groups/4861694/items/DVVF6SHH,Complete,,,
smblBibl307,"Assemani, Bibl, Or., t. i., p. 308, no. 5",https://bl.syriac.uk/ms/308#msPart2,https://archive.org/details/catalogueofsyria02brituoft/page/508/mode/2up,Rachel Edney,,"Jacob of Serug, ""on our Lord and Jacob""",,also https://bl.syriac.uk/ms/36; https://bl.syriac.uk/ms/427,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl308,"Du Cange, Glossar. Graec.",https://bl.syriac.uk/ms/611,https://archive.org/details/catalogueofsyria01brituoft/page/376/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/EINSA6XU,Complete,on p. 763,,
smblBibl309,"Acta Sanctt. for Paril, t. iii, pp. 117",https://bl.syriac.uk/ms/646,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/FNAGYAR2,Complete,,,
smblBibl310,"Opera, t. viii., p. 666",https://bl.syriac.uk/ms/1502,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Rachel Edney,,"John Chrysostom, On the ten virgins",,,https://www.zotero.org/groups/4861694/items/L6NMGDN9,Complete,,,
smblBibl311,"Assemani, Bibl. Or., t. i. p. 313, no. 44, serm. iii",https://bl.syriac.uk/ms/1502,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Rachel Edney,,"Jacob of Serugh, On the dead",,also https://bl.syriac.uk/ms/588; https://bl.syriac.uk/ms/1508,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,"This is the correct citation, but the page of Wright linked to in the spreadsheet appears to be incorrect. Should be this one: https://archive.org/details/catalogueofsyria02brituoft/page/858/mode/2up.",,
smblBibl312,"Assemani, p. 316, no. 89",https://bl.syriac.uk/ms/1502,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Rachel Edney,,Bibl. Or. t. i?,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl313,"Assemani, p. 313, no. 44, serm. v",https://bl.syriac.uk/ms/1502,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Rachel Edney,,Bibl. Or. t. i?,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl314,"Assemani, p. 315, no. 69, serm. iii",https://bl.syriac.uk/ms/1502,https://archive.org/details/catalogueofsyria03brituoft/page/1119/mode/1up,Rachel Edney,,Bibl. Or. t. i?,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl315,"Thomas a Novaria, Thesaurus Arabico-Syro-Latinus, Rome, 1636",https://bl.syriac.uk/ms/1142,https://archive.org/details/catalogueofsyria03brituoft/page/1174/mode/1up,Giulia Seclì,Tommaso Obicini or Tommaso da Novara,The Syriac and Arabic Lexicon of Elias of Nisibis,,https://archive.org/details/bub_gb_bKhVefTNHp8C/page/n633/mode/2up,https://www.zotero.org/groups/4861694/items/ZZCBEWI4,Complete,,,
smblBibl316,"Payne Smith's Catalogue of the Syriac MSS. in the Bodleian Library (Oxford, 1864), nos. 1 and 2",https://bl.syriac.uk/ms/1153,https://archive.org/details/catalogueofsyria01brituoft/page/1/mode/1up,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/EKJQ2NBB,Complete,,,
smblBibl317,"Assemani, Manuscriptorum Codd. Bibl. Apost. Vat. Catalogus (Rom. 1756-58), t. ii. p. 14, no. vii.",https://bl.syriac.uk/ms/1153,https://archive.org/details/catalogueofsyria01brituoft/page/1/mode/1up,Giulia Seclì,,,,Probably this? https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_on_syriac_studies/collections/P4VVZ7P6/search/assemani/titleCreatorYear/items/TAPFFV34/item-list;cited also here https://archive.org/details/catalogueofsyria03brituoft/page/1191/mode/1up,https://www.zotero.org/groups/4861694/items/TAPFFV34,Complete,The citation matches this Zotero entry in CBSS. The Google Books URL is: https://www.google.com/books/edition/Bibliothecae_apostolicae_vaticanae_codic/VFBavhaLSzMC. I'm not editing directly since it's not in SMBL.,,
smblBibl318,"Catalogue of the European and Asiatic Manuscripts in the Library of the late Dr. Adam Clarke, by J.B.B. Clarke (Lond. 1835), p. 203, no. 249",https://bl.syriac.uk/ms/1153,https://archive.org/details/catalogueofsyria01brituoft/page/2/mode/1up,Giulia Seclì,,,"J.B.B. Clarke, Catalogue of the European and Asiatic Manuscripts in the Library of the late Dr. Adam Clarke, London 1835)",https://archive.org/details/gri_33125014983007,https://www.zotero.org/groups/4861694/items/VVMAUZCT,Complete,,,
smblBibl319,"Catalogue of his MSS., p. 217, no. 309",https://bl.syriac.uk/ms/1154,https://archive.org/details/catalogueofsyria03brituoft/page/1191/mode/1up,Giulia Seclì,,,"J.B.B. Clarke, Catalogue of the European and Asiatic Manuscripts in the Library of the late Dr. Adam Clarke, London 1835)",https://archive.org/details/gri_33125014983007,https://www.zotero.org/groups/4861694/items/VVMAUZCT,Complete,,,
smblBibl320,"Payne Smith's Catalogue of Syriac MSS. in the Bodleian Library, col. 431, no. 3",https://bl.syriac.uk/ms/601#msPart2,https://archive.org/details/catalogueofsyria01brituoft/page/380/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/EKJQ2NBB,Complete,,,
smblBibl321,"Assemani, Bibl. Or., t. ii., pp. 386, 468",https://bl.syriac.uk/ms/601#msPart2,https://archive.org/details/catalogueofsyria01brituoft/page/380/mode/2up,Rachel Edney,,,,also https://bl.syriac.uk/ms/588; https://bl.syriac.uk/ms/1508; https://bl.syriac.uk/ms/36,https://www.zotero.org/groups/4861694/items/WMADLJWW,Complete,,,
smblBibl322,"Migne, PG, t. lxviii",https://bl.syriac.uk/ms/934,https://archive.org/details/catalogueofsyria02brituoft/page/488,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/DBWR6AIJ,Complete,,,
smblBibl323,"Le Quien, Oriens. Christ., t. ii. col. 1395",https://bl.syriac.uk/ms/588,https://archive.org/details/catalogueofsyria01brituoft/page/380/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl324,"Acta SS. Martyrum, pars. 2",https://bl.syriac.uk/ms/796,https://archive.org/details/catalogueofsyria02brituoft/page/512/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/LEN8XGJI,Complete,"Sergey already has a citation in CBSS, but it does not distinguish separate volumes: https://www.zotero.org/groups/4861694/items/DCDLLQUC. I've made a new citation for vol. 2 for this entry, but I'm not sure how to resolve with the citation already in CBSS.",,
smblBibl325,"Opera, t. i., p. 257.",https://bl.syriac.uk/ms/615,https://archive.org/details/catalogueofsyria02brituoft/page/828/mode/2up,Erfan PapariDianat,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,,,
smblBibl326,"Opera, t. i., p. 697",https://bl.syriac.uk/ms/615,https://archive.org/details/catalogueofsyria02brituoft/page/828/mode/2up,Erfan PapariDianat,,,,,https://www.zotero.org/groups/4861694/items/Z86V6FFW,Complete,"Should be correct--the page number Wright gives is in the middle of the oration on baptism, but my guess is that the text he's cataloguing is a fragment.",,
smblBibl327,"Oracula Sibyllina, ed. Friedlieb, book viii., vv. 287—296",https://bl.syriac.uk/ms/538,https://archive.org/details/catalogueofsyria02brituoft/page/608,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/R69AJK55,Complete,,,
smblBibl328,"Assemani, Codex Liturgicus",https://bl.syriac.uk/ms/757,https://archive.org/details/catalogueofsyria01brituoft/page/226/mode/1up,Carlo Emilio Biuzzi,,,,,https://www.zotero.org/groups/4861694/items/5PLLLFI3,Complete,,,
smblBibl329,"Le Quien, Or., Christ., t. ii., col. 1162",https://bl.syriac.uk/ms/1143,https://archive.org/details/catalogueofsyria01brituoft/page/213/mode/1up,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl330,"Le Quien, Or. Christ., t. ii., col. 1404",https://bl.syriac.uk/ms/1155,https://archive.org/details/catalogueofsyria01brituoft/page/216/mode/1up,Giulia Seclì,,,,,https://www.zotero.org/groups/4861694/items/ZR527MHS,Complete,,,
smblBibl331,"Opera, t. i., p. 935",https://bl.syriac.uk/ms/315,https://archive.org/details/catalogueofsyria02brituoft/page/816/mode/2up,Rachel Edney,,"John Chrysostom, fifth homily on Lazarus",,,https://www.zotero.org/groups/4861694/items/WPG6PZEK,Complete,,,
smblBibl332,"Monumenta Sacra et Profana opera Collegi Doctorum Bibl. Ambros., tom. i.",https://bl.syriac.uk/ms/107,https://archive.org/details/catalogueofsyria01brituoft/page/28/mode/1up?view=theater,Daniel Edwards,,,,,https://www.zotero.org/groups/4861694/items/YGWRTQAZ,Complete,"MS URI is incorrect here. The Wright page is fine. Also, FYI: This is volume 5, but there are only 4 volumes (1, 2, 3, 5--no volume 4).",,
smblBibl333,"Assemani, Bibl. Or. t. ii., p. 349",https://bl.syriac.uk/ms/315,https://archive.org/details/catalogueofsyria02brituoft/page/816/mode/2up,Rachel Edney,,John IV,,,https://www.zotero.org/groups/4861694/items/WMADLJWW,Complete,,,
smblBibl334,"Opera, t. i., p. 1008",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,"John Chrysostom, Against the Gentiles, Jews, and False Doctrines",,,https://www.zotero.org/groups/4861694/items/WPG6PZEK,Complete,,,
smblBibl335,"Opera, ed. Aubert, t. v., pars 1, p. 779",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,"Cyril of Alexandria, Scholia de Incarnatione Unigeniti",,,https://www.zotero.org/groups/4861694/items/JSVEJ2XR,Complete,,,
smblBibl336,"Opera, t. ii., p. 93, ep. cii",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,Gregory Nazianzen to Cledonius,,,https://www.zotero.org/groups/4861694/items/TF2WV9M2,Complete,"The two volumes of this edition are in Zotero with two OCLC numbers at present because the first was published in 1778 and the second in 1840. I intend to follow up on the editors for each volume--this is the Benedictine edition of his works, so multiple people seem to have been involved.",,
smblBibl337,"Opera, ed. 1755, t. i., p. 593, ep. iv",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,Letter of Dionysius the Areopagite to Gaius,,,https://www.zotero.org/groups/4861694/items/6CR57FW7,Complete,,,
smblBibl338,"Lagarde, Anal. Syr., p. 75",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,,,also https://bl.syriac.uk/ms/52,https://zotero.org/groups/392292/items/252BIMUV,Complete,,,
smblBibl339,"Lagarde's Greek text of Titus Bostrenus (Berlin, 1859), p. 118",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/32E3B3SE,Complete,,,
smblBibl340,"Mai, Scriptt. Vett. Nova Collectio, t. vii., p. 165",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/ELIIBXKV,Complete,,,
smblBibl341,"Overbeck, S. Ephraemi Syri etc. Opera Selecta, p. 22",https://bl.syriac.uk/ms/1508,https://archive.org/details/catalogueofsyria02brituoft/page/724/mode/2up,Rachel Edney,,,,,https://zotero.org/groups/392292/items/S54P8E99,Complete,,,
smblBibl342,"Dillmann, Das christliche Adambuch des Morgenlandes, p. 9",,,,,,,,https://www.zotero.org/groups/4861694/items/YP325NDX,Complete,No link to Wright or BL. But this is the source.,,
smblBibl343,"Dr. Ceriani, Monumenta Sacra et Profana opera Collegii Doctorum Bibl. Ambros., t. v. fasc. i., pp. 1-40",https://bl.syriac.uk/ms/735,https://archive.org/details/catalogueofsyria01brituoft/page/28/mode/1up,Andrew Tucker,,,,,https://www.zotero.org/groups/4861694/items/YGWRTQAZ,Complete,,,
smblBibl344,"Opera, t. x., pp. 361-484",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria02brituoft/page/472/mode/2up,Rachel Edney,,"Commentary of John Chrysostom on the first Epistle of S. Paul to the Corinthians, homm. xxxiv.-xliv.",,,https://www.zotero.org/groups/4861694/items/9P4GSW4G,Complete,,,
smblBibl345,"Migne, Patrol. Gr., t. lxi., col. 285",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria02brituoft/page/472/mode/2up,Rachel Edney,,,,,https://zotero.org/groups/392292/items/MKI5CNRL,Complete,,,
smblBibl346,"Assemani, Bibl. Or., t. ii., Dissert. de Monoph. art. ix.",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria02brituoft/page/472/mode/2up,Rachel Edney,,convent of Gubbā Barrāyā,,,https://www.zotero.org/groups/4861694/items/WMADLJWW,Complete,,,
smblBibl347,"Valesius, pp. 36—38",https://bl.syriac.uk/ms/358,https://archive.org/details/catalogueofsyria02brituoft/page/736/mode/1up,Sofia Puchkova,,Eusebius of Caesarea's edition,,,https://www.zotero.org/groups/4861694/items/IQAMMXAZ,Complete,"Multiple editions of this, starting in 1659, but the pagination for this edition is the one that lines up.",,
smblBibl348,"Heinichen (Leipzig, 1868)",https://bl.syriac.uk/ms/358,https://archive.org/details/catalogueofsyria02brituoft/page/736/mode/1up,Sofia Puchkova,,Eusebius of Caesarea's edition,,,https://www.zotero.org/groups/4861694/items/VDVRC9VI,Complete,,,
smblBibl349,"N. Antonelli (Rome, 1756)",https://bl.syriac.uk/ms/359,https://archive.org/details/catalogueofsyria02brituoft/page/401,Sofia Puchkova,,edition of Armenian translation of Aphrahat,,,https://www.zotero.org/groups/4861694/items/T8FN73LM,Complete,,,
smblBibl350,"Gallandii Bibliotheca Veterum Patrum, t. v.",https://bl.syriac.uk/ms/359,https://archive.org/details/catalogueofsyria02brituoft/page/401,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/XN4ISCJB,Complete,,,
smblBibl351,Noeldeke's review in the Gott. gel. Anzeigen for 1869 p. 1521,https://bl.syriac.uk/ms/359,https://archive.org/details/catalogueofsyria02brituoft/page/401,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/C8H6L6IR,Complete,,,
smblBibl352,"Arm., sermo unicus, ed. Rom., p. 403",https://bl.syriac.uk/ms/359,https://archive.org/details/catalogueofsyria02brituoft/page/401,Sofia Puchkova,,edition of Aphrahat's sermons,,,https://www.zotero.org/groups/4861694/items/T8FN73LM,Complete,,,
smblBibl354,"Renandot, Hist. Patr. Alexander. Jacobit",https://bl.syriac.uk/ms/534,https://archive.org/details/catalogueofsyria01brituoft/page/133/mode/1up,Sofia Puchkova,,,,,https://www.zotero.org/groups/4861694/items/6PIG34XQ,Complete,"Should be Renaudot, not Renandot.",,
smblBibl356,"Acta Sanctt. for March, t. ii., p. 436",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria03brituoft/page/1090/mode/2up,Rachel Edney,,life of Abraham Ḳīdūnāyā,,,https://www.zotero.org/groups/4861694/items/BMNZXQ9N,Complete,,,
smblBibl357,"Opera, ed. Schulze, t. iii., p. 1119",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria03brituoft/page/1090/mode/2up,Rachel Edney,,life of Julian Saba,,,https://www.zotero.org/groups/4861694/items/ACYQHYUF,Complete,"Wright cites pars ii, which is linked here. The publication information, however, is only printed in pars i.",,
smblBibl358,"Acta Sanctt. for October, t. viii., p. 353",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria03brituoft/page/1090/mode/2up,Rachel Edney,,life of Julian Saba,,,https://www.zotero.org/groups/4861694/items/EFT9BDVR,Complete,,,
smblBibl359,"Acta Sanctt. for July, t. vi., p. 394, paragraph 12",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria03brituoft/page/1090/mode/2up,Rachel Edney,,the history of the youths of Ephesus,,,https://www.zotero.org/groups/4861694/items/FC85TJKU,Complete,,,
smblBibl360,"Assemani, Bibl. Or. t. iii., pars i., p. 19",https://bl.syriac.uk/ms/36,https://archive.org/details/catalogueofsyria03brituoft/page/1090/mode/2up,Rachel Edney,,,,also https://bl.syriac.uk/ms/383,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl361,"Fabricii, Bibl. Gr., ed. Harles, t. xi., p. 119",https://bl.syriac.uk/ms/383,https://archive.org/details/catalogueofsyria02brituoft/page/568/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/QMQBYFVT,Complete,,,
smblBibl362,"Assemani, Bibl. Or., t. i., p. 449, lib. ii., serm. 1",https://bl.syriac.uk/ms/383,https://archive.org/details/catalogueofsyria02brituoft/page/570/mode/2up,Rachel Edney,,,,also https://bl.syriac.uk/ms/1453; https://bl.syriac.uk/ms/52; https://bl.syriac.uk/ms/559; https://bl.syriac.uk/ms/50,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl363,"Assemani, p. 449, lib. ii., serm. 2",https://bl.syriac.uk/ms/383,https://archive.org/details/catalogueofsyria02brituoft/page/570/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
smblBibl364,"Assemani's serm. 3, 4, 5, 6 and 7",https://bl.syriac.uk/ms/383,https://archive.org/details/catalogueofsyria02brituoft/page/570/mode/2up,Rachel Edney,,,,,https://www.zotero.org/groups/4861694/items/SW7CSNLD,Complete,,,
