docId,msLevelUri,msItemId,distinctPath,parentName,textOfBiblNode,biblPtrUri,biblNodeAsString,msItemContents
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/302.xml,http://syriaca.org/manuscript/302,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/listBibl/bibl[2],listBibl,"Cardinal Mai, Letters with Latin translation, Nova Patrum Bibliotheca, tom. vi.",,"<bibl >Cardinal Mai, Letters with Latin translation, Nova Patrum Bibliotheca, tom. vi.</bibl>",Athanasius of Alexandria. The Festal Letters of Athanasius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/302.xml,http://syriaca.org/manuscript/302,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/listBibl/bibl[3],listBibl,"Migne, Patrol. Cursus Complet., Ser. Greaca, t. ii. col. 1339, etc.",,"<bibl >Migne, Patrol. Cursus Complet., Ser. Greaca, t. ii. col. 1339, etc.</bibl>",Athanasius of Alexandria. The Festal Letters of Athanasius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/302.xml,http://syriaca.org/manuscript/302,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/listBibl/bibl[4],listBibl,"Dr. Larsow, Letters (German trans.), Leipzig, 1852.",,"<bibl >Dr. Larsow, Letters (German trans.), Leipzig, 1852.</bibl>",Athanasius of Alexandria. The Festal Letters of Athanasius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/302.xml,http://syriaca.org/manuscript/302,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/listBibl/bibl[5],listBibl,"Dr. Burgess, Letters (English trans.), in Dr. Pusey's Library of the Fathers of the Holy Catholic Church, 1854.",,"<bibl >Dr. Burgess, Letters (English trans.), in Dr. Pusey's Library of the Fathers of the Holy Catholic Church, 1854.</bibl>",Athanasius of Alexandria. The Festal Letters of Athanasius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[1],note,"Chrysostom, Synopsis Scripturae Sacrae; Opera, t. vi., p. 382",,"<bibl >Chrysostom, Synopsis Scripturae Sacrae; Opera, t. vi., p. 382</bibl>","Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[2],note,"Migne, Patrol. Gr., t. lvi. col. 325",,"<bibl >Migne, Patrol. Gr., t. lvi. col. 325</bibl>","Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl[1],note,Hexapla of Origen,http://syriaca.org/work/147,<bibl >Hexapla of Origen<ptr target='http://syriaca.org/work/147'></ptr></bibl>,"Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl[2],note,Aquila,http://syriaca.org/work/148,<bibl >Aquila<ptr target='http://syriaca.org/work/148'></ptr></bibl>,"Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl[3],note,Symmachus,http://syriaca.org/work/149,<bibl >Symmachus<ptr target='http://syriaca.org/work/149'></ptr></bibl>,"Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl[4],note,Theodotion,http://syriaca.org/work/150,<bibl >Theodotion<ptr target='http://syriaca.org/work/150'></ptr></bibl>,"Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/4.xml,http://syriaca.org/manuscript/4,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[2]/bibl[5],note,the Samaritan codex,,<bibl >the Samaritan codex</bibl>,"Exodus, translated from the Septuagint"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1073.xml,http://syriaca.org/manuscript/1073,a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl,note,"Badger’s Nestorians, vol. ii. P. 17, note",,"<bibl >Badger’s Nestorians, vol. ii. P. 17, note</bibl>",The Funeral Service for all ranks.
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl,note,"Add. 12,173 , 1, a",http://syriaca.org/manuscript/69,"<bibl >Add. 12,173<ptr target='http://syriaca.org/manuscript/69'></ptr>,<citedRange unit=''>1, a</citedRange></bibl>","Palladius, Hieronymus. Lives and anecdotes of the Egyptian Fathers"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl[1],note,"Assemani, Bibl. Orient., t. i., p. 141, no. 8",,"<bibl >Assemani, Bibl. Orient., t. i., p. 141, no. 8</bibl>","Ephraim. The Testament of Ephraim , in an abridged form"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl[2],note,"Ephraemi Opera, Gr. Lat., t. ii., p. 396",,"<bibl >Ephraemi Opera, Gr. Lat., t. ii., p. 396</bibl>","Ephraim. The Testament of Ephraim , in an abridged form"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl[3],note,"Overbeck, S. Ephraemi Syri etc. Opera Selecta, p. xvi",,"<bibl >Overbeck, S. Ephraemi Syri etc. Opera Selecta, p. xvi</bibl>","Ephraim. The Testament of Ephraim , in an abridged form"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl[4],note,"p. 403 D, ܐܪ̈ܝܢܘ ܘܡܢܝ̈ܢܝܐ —p. 404 B, ܕܢ̣ܪܡܘܢ ܦܘܠܓ̈ܐ",,"<bibl >p. 403 D,<foreign xml:lang='syr'>ܐܪ̈ܝܢܘ ܘܡܢܝ̈ܢܝܐ</foreign>—p. 404 B,<foreign xml:lang='syr'>ܕܢ̣ܪܡܘܢ ܦܘܠܓ̈ܐ</foreign></bibl>","Ephraim. The Testament of Ephraim , in an abridged form"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl[5],note,"p. 404 D, ܠܣܐܢ̈ܝܟ ܓܝܪ ܡܪܝܐ ܣ̇ܢܝܬ —p. 405 E, ܕܠܘ ܓܠܐ ܗܘ",,"<bibl >p. 404 D,<foreign xml:lang='syr'>ܠܣܐܢ̈ܝܟ ܓܝܪ ܡܪܝܐ ܣ̇ܢܝܬ</foreign>—p. 405 E,<foreign xml:lang='syr'>ܕܠܘ ܓܠܐ ܗܘ</foreign></bibl>","Ephraim. The Testament of Ephraim , in an abridged form"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[1]/note/bibl,note,"Add 14,575 , no. 4",http://syriaca.org/manuscript/311,"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>4</citedRange></bibl>",Isaiah of Scete. Part a
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[2]/note/bibl,note,"Add 14,575 , no. 5",http://syriaca.org/manuscript/311,"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>5</citedRange></bibl>",Isaiah of Scete. Part b
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b7,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[3]/note/bibl,note,"Add 14,575 , no. 21",http://syriaca.org/manuscript/311,"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no. 21</bibl>",Isaiah of Scete. Part c
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b8,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[4]/note/bibl,note,"Add 14,575 , no. 24",http://syriaca.org/manuscript/311,"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no. 24</bibl>",Isaiah of Scete. Part d
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b9,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/msItem[5]/note/bibl,note,"Add 14,575 , nos. 13 and 25",http://syriaca.org/manuscript/311,"<bibl >Add 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, nos. 13 and 25</bibl>",Isaiah of Scete. Various excerpts
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[1]/note/bibl,note,"Add. 12,167 , fol. 77 b",http://syriaca.org/manuscript/49,"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>, fol.<citedRange unit='locus'>77 b</citedRange></bibl>",Macarius the Great. Part a
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[2]/note/bibl,note,"Add. 12,175 , fol. 222 a",http://syriaca.org/manuscript/74,"<bibl >Add. 12,175<ptr target='http://syriaca.org/manuscript/74'></ptr>, fol.<citedRange unit='locus'>222 a</citedRange></bibl>",Macarius the Great. Part b
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[3]/note/bibl,note,"Add. 12,175 , fol. 222 b",http://syriaca.org/manuscript/74,"<bibl >Add. 12,175<ptr target='http://syriaca.org/manuscript/74'></ptr>, fol.<citedRange unit='locus'>222 b</citedRange></bibl>",Macarius the Great. Part c
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[4]/note/bibl,note,"Add. 12,167 , fol. 80 a",http://syriaca.org/manuscript/49,"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>, fol.<citedRange unit='locus'>80 a</citedRange></bibl>",Macarius the Great. Part d
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b14,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[5]/note/bibl[1],note,"Add. 12,167 , fol. 64 a",http://syriaca.org/manuscript/49,"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>, fol.<citedRange unit='locus'>64 a</citedRange></bibl>",Macarius the Great. Part e
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b14,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[5]/note/bibl[2],note,"Add. 12,175 , fol. 221 a",http://syriaca.org/manuscript/74,"<bibl >Add. 12,175<ptr target='http://syriaca.org/manuscript/74'></ptr>, fol.<citedRange unit='locus'>221 a</citedRange></bibl>",Macarius the Great. Part e
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b16,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/msItem[7]/note/bibl,note,"Add. 12,167 , fol. 66 a",http://syriaca.org/manuscript/49,"<bibl >Add. 12,167<ptr target='http://syriaca.org/manuscript/49'></ptr>, fol.<citedRange unit='locus'>66 a</citedRange></bibl>",Macarius the Great. Part g
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b17,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[1]/note/bibl,note,"Add. 14,578 , no. 2",http://syriaca.org/manuscript/314,"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>2</citedRange></bibl>",Evagrius. The Doctrine of Evagrius
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b18,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[2]/note/bibl,note,"Add. 14,578 , no. 5",http://syriaca.org/manuscript/314,"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>5</citedRange></bibl>",Evagrius. Part b
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b19,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[3]/note/bibl,note,"Add. 14,578 , no. 13",http://syriaca.org/manuscript/314,"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>13</citedRange></bibl>",Evagrius. Part c
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b20,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[4]/note/bibl,note,"Add. 14,578 , no. 41",http://syriaca.org/manuscript/314,"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>41</citedRange></bibl>",Evagrius. Part d
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b21,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[6]/msItem[5]/note/bibl,note,"Add. 14,578 , no. 42",http://syriaca.org/manuscript/314,"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>42</citedRange></bibl>",Evagrius. Part e
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b22,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[7]/msItem[1]/note/bibl,note,"Add. 14,580 , no. 2, i",http://syriaca.org/manuscript/316,"<bibl >Add. 14,580<ptr target='http://syriaca.org/manuscript/316'></ptr>, no.<citedRange >2, i</citedRange></bibl>","John the monk. That we should show our love for the Messiah by actions, and not by words"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,b23,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[7]/msItem[2]/note/bibl,note,"Add. 14,580 , no. 2, h",http://syriaca.org/manuscript/316,"<bibl >Add. 14,580<ptr target='http://syriaca.org/manuscript/316'></ptr>, no.<citedRange >2, h</citedRange></bibl>",John the monk. the second section
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a9,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[9]/note/bibl,note,"Add. 17,179 , no. 5, a",http://syriaca.org/manuscript/831,"<bibl >Add. 17,179<ptr target='http://syriaca.org/manuscript/831'></ptr>, no.<citedRange unit=''>5, a</citedRange></bibl>",Isaac of Antioch. Metrical discourse of Isaac of Antioch
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[11]/note/bibl[1],note,"Assemani, Bibl. Orient., t. i., p. 137, no. 4",,"<bibl >Assemani, Bibl. Orient., t. i., p. 137, no. 4</bibl>",Ephraim. Funeral discourse by Ephraim
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[11]/note/bibl[2],note,"Opera, t. iii., p. 242",,"<bibl >Opera, t. iii., p. 242</bibl>",Ephraim. Funeral discourse by Ephraim
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[13]/note/bibl,note,"Add. 14,587 , fol. 136 a",http://syriaca.org/manuscript/323,"<bibl >Add. 14,587<ptr target='http://syriaca.org/manuscript/323'></ptr>, fol.<citedRange unit='locus'>136 a</citedRange></bibl>",Gregory the monk. Extract from Gregory the monk
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a14,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[14]/note[1]/bibl,note,"Add. 14,732 , fol. 132 b",http://syriaca.org/manuscript/640,"<bibl >Add. 14,732<ptr target='http://syriaca.org/manuscript/640'></ptr>, fol.<citedRange unit='locus'>132 b</citedRange></bibl>","Palladius. The life of Serapion , the wonders that he wrought in Egypt , as well as at Rome and Athens , and his death at the convent of Pachomius in the desert"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/318.xml,http://syriaca.org/manuscript/318,a15,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[15]/note/bibl,note,"Assemani, Bibl. Or., t.i., p. 313, no. 44, serm. ii",,"<bibl >Assemani, Bibl. Or., t.i., p. 313, no. 44, serm. ii</bibl>",Jacob of Batnae. A metrical discourse of Jacob of Batnae on the Dead
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1119.xml,http://syriaca.org/manuscript/1119,b1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/note/bibl,note,"Opera, t. i., p. 697 C",,"<bibl >Opera, t. i., p. 697 C</bibl>",Gregory Nazianzen. On Baptism
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1119.xml,http://syriaca.org/manuscript/1119,b2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/note/bibl,note,"Opera, t. i., p. 11",,"<bibl >Opera, t. i., p. 11</bibl>",Gregory Nazianzen. Apology
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1119.xml,http://syriaca.org/manuscript/1119,a2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl,note,"Opera, t. i., p. 922, Contra Apollinarium liber primus",,"<bibl >Opera, t. i., p. 922, Contra Apollinarium liber primus</bibl>","Athanasius. A discourse of Athanasius , concerning the Trinity and the Incarnation, against the Apollinarists"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1119.xml,http://syriaca.org/manuscript/1119,a3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl,note,"Add. 14,604 , no. 12, a",http://syriaca.org/manuscript/1508,"<bibl >Add. 14,604<ptr target='http://syriaca.org/manuscript/1508'></ptr>, no.<citedRange unit=''>12, a</citedRange></bibl>","Julius of Rome. A discourse of Julius of Rome , on the Faith or on the Incarnation of God the Word"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/1119.xml,http://syriaca.org/manuscript/1119,a4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/note/bibl,note,"Opera, t. ii., p. 867",,"<bibl >Opera, t. ii., p. 867</bibl>","Basil. A discourse of Basil , against those who imagine that there are three Gods"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note/bibl[1],note,"Add. 12,155, no. xxvii.",,"<bibl >Add. 12,155, no. xxvii.</bibl>",A Collection of Ecclesiastical Canons and Creeds
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1a1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/note/bibl[2],note,"Add. 14,527",,"<bibl >Add. 14,527</bibl>",A Collection of Ecclesiastical Canons and Creeds
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1b3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[3]/note[2]/bibl[1],note,"de Lagarde, Reliquiae juris ecclesiast. antiquiss., pp. ܣ — ܡܕ",,"<bibl >de Lagarde, Reliquiae juris ecclesiast. antiquiss., pp.<foreign xml:lang='syr'>ܣ — ܡܕ</foreign></bibl>",Canons of the Apostles
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1b3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[3]/note[2]/bibl[2],note,"Labbe, Sacrosancta Concilia, ed. Coleti, t. i., coll. 26, seqq.",,"<bibl >Labbe, Sacrosancta Concilia, ed. Coleti, t. i., coll. 26, seqq.</bibl>",Canons of the Apostles
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1b4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/note/bibl,note,"Labbe, t. i., coll. 153, seqq.",,"<bibl >Labbe, t. i., coll. 153, seqq.</bibl>","Hippolytus. Orders of the Apostles , given through Hippolytus"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[1]/note/bibl[1],note,"Constitt. Apostt., lib. viii., cap. xxviii.",,"<bibl >Constitt. Apostt., lib. viii., cap. xxviii.</bibl>",Of Simon the Cananite
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c2,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[1]/note/bibl[2],note,"de Lagarde, Reliquiae, p. ܟܕ , line 4",,"<bibl >de Lagarde, Reliquiae, p.<foreign xml:lang='syr'>ܟܕ</foreign>, line 4</bibl>",Of Simon the Cananite
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[2]/note/bibl[1],note,"Constitt. Apostt., lib. viii., capp. xxx. and xxxi.",,"<bibl >Constitt. Apostt., lib. viii., capp. xxx. and xxxi.</bibl>",Of S. Matthew
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[2]/note/bibl[2],note,"de Lagarde, p. ܟܗ , line 2",,"<bibl >de Lagarde, p.<foreign xml:lang='syr'>ܟܗ</foreign>, line 2</bibl>",Of S. Matthew
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c4,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[3]/note/bibl,note,"de Lagarde, p. ܟܗ , line 17",,"<bibl >de Lagarde, p.<foreign xml:lang='syr'>ܟܗ</foreign>, line 17</bibl>",Of S. Paul
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[4]/note/bibl[1],note,"Constitt. Apostt., lib. viii., cap. xxxiii.",,"<bibl >Constitt. Apostt., lib. viii., cap. xxxiii.</bibl>",Of S. Paul and S. Peter
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c5,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[4]/note/bibl[2],note,"de Lagarde, p. ܟܗ , line 23",,"<bibl >de Lagarde, p.<foreign xml:lang='syr'>ܟܗ</foreign>, line 23</bibl>",Of S. Paul and S. Peter
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[5]/note/bibl[1],note,"Constitt. Apostt., lib. viii., cap. xxxiv.",,"<bibl >Constitt. Apostt., lib. viii., cap. xxxiv.</bibl>",Of S. Paul
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c6,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[5]/note/bibl[2],note,"de Lagarde, p. ܟܘ , line 22",,"<bibl >de Lagarde, p.<foreign xml:lang='syr'>ܟܘ</foreign>, line 22</bibl>",Of S. Paul
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c7,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[6]/note/bibl[1],note,"Constitt. Apostt., lib. viii., capp. xiii. and xliii.",,"<bibl >Constitt. Apostt., lib. viii., capp. xiii. and xliii.</bibl>","Of S. Paul , or, according to others, of S. James"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c7,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[6]/note/bibl[2],note,"de Lagarde, p. ܟܚ , line 1",,"<bibl >de Lagarde, p.<foreign xml:lang='syr'>ܟܚ</foreign>, line 1</bibl>","Of S. Paul , or, according to others, of S. James"
file:///home/arren/Documents/GitHub/britishLibrary-data/data/tei/249.xml,http://syriaca.org/manuscript/249,p1c8,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[7]/note/bibl[1],note,"Constitt. Apostt., lib. viii., cap. xliv.",,"<bibl >Constitt. Apostt., lib. viii., cap. xliv.</bibl>",Of the same
