ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author-element-text-node,syriaca_headword_possibility1,syriaca_headword_current,author_uri_current,title_text_node,parent_item,author_uri_possibility1,author_uri_possibility2,author_uri_corrected,author_uri_consolidated,author_uri_corrected,author_role_current,author_role_corrected,msItem_xml-id,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,locus_start
/data/tei/29.xml,http://syriaca.org/manuscript/29,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/msItem[14]/author[2],2,Empress Theodora,Empress Theodora,"Theodosius , patriarch of Alexandria",#N/A,,"Copious extracts from the discourse of Theodosius of Alexandria, addressed to the empress Theodora","""Extracts and selections from the writings of various fathers. Many of these are abridged, so as to give merely the sense of the author"". Foll. -",http://syriaca.org/person/784,,,http://syriaca.org/person/784,,,,b14,ܥܠ ܗ̇ܝ ܕܒܬܠܬܐ ܙ̈ܢܝܐ ܒܝܬܝ ܠܗ ܡܫܝܚܐ ܐܠܗܢ ܠܚ̈ܫܐ ܐܢܫ̈ܝܐ ܕܝܠܢ̇. ܥܡ ܦܓܪܐ ܡܢܦܫܐ ܗ̇ܘ ܕܝܠܗ܀ ܕܩܕܝܫܐ ܐܬܘܕܘܣܝܘܣ ܦܦܐ ܕܐܠ܏ܟܣ̣. ܡܢ ܡܐܡܪܐ ܕܠܘܬ ܬܐܘܕܘܪܐ ܡ̇ܠܟܬܐ̇. ܗ̇ܘ ܕܡܛܠ ܗ̇ܢܘܢ ܕܐܡܪܝܢ ܕܠܐ ܝ̇ܕܥ ܗܘܐ ܡܫܝܚܐ ܠܝܘܡܐ ܗ̇ܘ ܐܚܪܝܐ.,,,,ready to ingest,Justin Arnwine,,2:976-989,DCCCLX,Add MS 12154,141b
/data/tei/313.xml,http://syriaca.org/manuscript/313,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[10]/author[3],3,Ephaim,Ephaim,Ephrem,#N/A,13,"Brief extracts from Xystus of Rome , Basil , Ephraim , Jacob of Batnae , Cyril , and John Chrysostom .","""Selections and extracts from various authors"". Foll. 2b-",http://syriaca.org/person/13,,,,,,,b10,,,,,multiple authors,Joseph DAlfonso,multiple authors,2:784-788,DCCXCIII,Add MS 14577,58a
/data/tei/100.xml,http://syriaca.org/manuscript/100,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/msContents/msItem/author,1,Ephraim,Ephraim,Ephrem,#N/A,,Hymns of Ephraim,,http://syriaca.org/person/13,,,http://syriaca.org/person/13,,,,p2a1,,,,,ready to ingest,Joseph DAlfonso,,I:14,XXI,Add MS 14438 foll. 50-52,50a
/data/tei/1029.xml,http://syriaca.org/manuscript/1029,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"Prayers for the nocturns of Easter Sunday, ascribed to Ephraim",,,,,http://syriaca.org/person/13,,,,p1a2,ܛܟܣܐ ܕܒܥ̈ܘܬܐ ܕܠܠܝܐ ܕܚܕܒܫܒܐ ܕܩܝܡܬܐ. ܕܡܪܝ ܐܦܪܝܡ ܡܲܠܦܢܐ,,,,ready to ingest,Joseph DAlfonso,,10:24,DCXXXV,Add MS 17242 foll. 1-104,99a
/data/tei/1048.xml,http://syriaca.org/manuscript/1048,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/author[3],3,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"Supplicatory hymns, ascribed to Rabulas of Edessa , Maruthas of Tagrit , and Ephraim .",,,,,,,,,a2,ܬܟ̈ܫܦܬܐ ܕܟܠܗܘܢ ܛܟ̈ܣܐ ܕܡܪܝ ܪܒܘܠܐ ܐܦ܏ܝܣ ܕܐܘܪܗܝ ܕܡܪܝ ܡܪܘܬܐ ܐܦ܏ܝܣ ܕܬܐܓܪܝܬ ܘܕܡܪܝ ܐܦܪܝܡ.,,,ܫܠ̣ܡ ܬܟ̈ܫܦܬܐ ܓܘܢܐܝܬ.,multiple authors,Joseph DAlfonso,multiple authors,1:355-356,CCCCXLII,Add MS 17254,
/data/tei/1082.xml,http://syriaca.org/manuscript/1082,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Two metrical discourses of Ephraim,,,,,http://syriaca.org/person/13,,,,p1a1,,,,,ready to ingest,Joseph DAlfonso,,16:25,DCCCXXXIII,Add MS 17266 foll. 1-50,1b
/data/tei/1082.xml,http://syriaca.org/manuscript/1082,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,On the female Sinner,"Ephraim. ""Two metrical discourses of Ephraim"". Foll. 1b-15",,,,http://syriaca.org/person/13,,,,p1b1,ܡܐܡܪܐ ܕܩܕܝܫܐ ܡܪܝ ܐܦܪܝܡ: ܕܥܠ ܗ̇ܝ ܚܲܛܝܬܐ.,ܫܡ̣ܥܘ ܘܐܬܠܒܒܘ ܚ̈ܒܝܒܝ̣ ܕܟܡܐ ܡ̇ܪܚܡ̣ܢ ܐܠܗܐ. ܠܚܲܛܝܬܐ ܫܒ̣ܩ ܠܗ̇ ܚܘ̈ܒܝܗ̇܆ ܐܦ ܣܡܟ̣ܗ̇ ܕܡܚܝ̣ܠܐ ܗܘܬ...,,,ready to ingest,Joseph DAlfonso,,16:25,DCCCXXXIII,Add MS 17266 foll. 1-50,1b
/data/tei/1082.xml,http://syriaca.org/manuscript/1082,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,On Abraham and his types,"Ephraim. ""Two metrical discourses of Ephraim"". Foll. 1b-15",,,,http://syriaca.org/person/13,,,,p1b2,ܥܠ ܐܒܪܗܡ ܘܛܘܦܣ̈ܘܗܝ,ܐܘّ ܠܬܗܪܐ ܕܠܐ ܡ̇ܬܡܠܠ. ܕܐ̇ܚܙܝܬ ܐܚ̈ܝ ܘܐܬ݀ܕܡܪܬ. ܕܦܓ̣ܥ ܒܝ ܚܕ ܐܬܠܝܛܐ. ܕܒܢܣ̈ܝܘܢܐ ܐܬܢܨ̇ܚ. ܐܒܪܗܡ ܓܒܪܐ ܟܐܢܐ. ܕܬܗ̣ܪ ܒܗ ܪܘܡܐ ܘܥܘܡܩܐ. ܏ܘܫ.,,,ready to ingest,Joseph DAlfonso,,16:25,DCCCXXXIII,Add MS 17266 foll. 1-50,9a
/data/tei/1093.xml,http://syriaca.org/manuscript/1093,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[4]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Prayers of Ephraim,,,,,http://syriaca.org/person/13,,,,p1a4,ܬܘܒ ܒܥ̈ܘܬܐ ܕܩܕܝܫܐ ܡܪܝ ܐܦܪܝܡ ܡܲܠܦܢܐ,,,,ready to ingest,Joseph DAlfonso,,I:382,CCCCXCIII,Add MS 17269 foll. 1-38,36b
/data/tei/1108.xml,http://syriaca.org/manuscript/1108,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/author[2],2,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"A collection of Prosphorici for the principal festivals, etc.",,,,,http://syriaca.org/person/13,,,,a2,ܒܝܕ ܣܘܝܥܐ ܘܥܘܕܪܢܐ ܕܬܠܝܬܝܘܬܐ ܩܕܝܫܬܐ ܟܬܒ̇ܝܢܢ ܦܪܘܣܦܪܝܩܘ ܐܘܟܝܬ ܫܘ̈ܒܚܐ ܕܝܠܗ ܕܩܕܝܫܐ ܣܐܘܝܪܐ,,,,ready to ingest,Joseph DAlfonso,,1:347-349,CCCCXXXI,Add MS 17273,109b
/data/tei/1125.xml,http://syriaca.org/manuscript/1125,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[8]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,A discourse of Ephraim on those who keep vigils,,,,,http://syriaca.org/person/13,,,,p1a8,ܡܐܡܪܐ ܕܥܠ ܫܗ̇ܪ̈ܐ,ܒܦܚ̈ܐ ܢܫܪ̈ܐ ܡܬܬܨܝܕܝܢ. ܘܒܓܘ ܫܢ̣ܬܐ ܫܗܪ̈ܐ. ܏ܘܫ.,,,ready to ingest,Joseph DAlfonso,,II:803-806,DCCCI,"Add MS 18817, fol. 1-136",130b
/data/tei/1144.xml,http://syriaca.org/manuscript/1144,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"The Cave of Treasures, a compendious history of the world from the Creation to the Advent of our Lord",,,,,http://syriaca.org/person/13,,,,a1,ܡܥܲܪܲܬ݂ ܓܲܙ̈ܐ ܥܲܠ ܚܲܝܠܹܗ ܕܡܵܪܢ ܝ̣ܫܘܿܥ ܡܫܝ̣ܚܵܐ ܡܫܲܪܹܝܢܢ ܠܡܸܟ݂ܬܲܒ݂ ܟܬ݂ܵܒ݂ܐ ܕܥܲܠ ܝܘܼܒܵܠ ܫܲܪ̈ܒ݂ܵܬ݂ܐ. ܐܘܵ ܟܹ݁ܝܬ݂ ܕܲܡܥܲܪܬ݂ ܓܲܙ̈ܐ܀ ܕܲܥܒ݂ܝܼܕ ܠܩܲܕܝ̣ܫܐ ܡܪܝ ܐܲܦܪܹܝܡ,,,,ready to ingest,Joseph DAlfonso,,3:1064-1069,DCCCCXXII,Add MS 25875,3b
/data/tei/192.xml,http://syriaca.org/manuscript/192,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Prayers (ܒ̈ܥܘܬܐ) ascribed to Ephraim,"""For Priests and Deacons including eight services ( ܬܫܡ̣ܫܬܐ ), each according to a different tone ( ܐܝܟܘܣ or ܐܝܟܣ ), and appropriate lessons (ܩܪ̈ܝܢܐ) from the Old and New Testaments."". Foll. 1b-",,,,http://syriaca.org/person/13,,,,c2,,,,,ready to ingest,Joseph DAlfonso,,1:394-395,DXV,Add MS 14502,7b
/data/tei/192.xml,http://syriaca.org/manuscript/192,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[5]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Prayers (ܒ̈ܥܘܬܐ) ascribed to Ephraim,"""For Priests and Deacons including eight services ( ܬܫܡ̣ܫܬܐ ), each according to a different tone ( ܐܝܟܘܣ or ܐܝܟܣ ), and appropriate lessons (ܩܪ̈ܝܢܐ) from the Old and New Testaments."". Foll. 1b-",,,,http://syriaca.org/person/13,,,,c5,,,,,ready to ingest,Joseph DAlfonso,,1:394-395,DXV,Add MS 14502,16b
/data/tei/196.xml,http://syriaca.org/manuscript/196,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[3]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,The blessed Virgin Mary,"""A collection of Hymns ( ܡܕܪ̈ܫܐ ) and Canticles ( ܣܘ̈ܓܝܬܐ ), one of which is ascribed to Jacob of Batnae ( fol. 39 a ), whilst the rest are either anonymous or assigned to Ephraim ."". Foll. 1a-96b",,,,http://syriaca.org/person/13,,,,p1b3,,,,,ready to ingest,Joseph DAlfonso,,I:368,CCCCLXIII,"Add MS 14506 foll. 1-96, upper text",6a
/data/tei/196.xml,http://syriaca.org/manuscript/196,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[5]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,The holy Martyrs and Confessors,"""A collection of Hymns ( ܡܕܪ̈ܫܐ ) and Canticles ( ܣܘ̈ܓܝܬܐ ), one of which is ascribed to Jacob of Batnae ( fol. 39 a ), whilst the rest are either anonymous or assigned to Ephraim ."". Foll. 1a-96b",,,,http://syriaca.org/person/13,,,,p1b5,ܡ̈ܘܕܝܢܐ,,,,ready to ingest,Joseph DAlfonso,,I:368,CCCCLXIII,"Add MS 14506 foll. 1-96, upper text",18a
/data/tei/196.xml,http://syriaca.org/manuscript/196,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[10]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,The forty Martyrs,"""A collection of Hymns ( ܡܕܪ̈ܫܐ ) and Canticles ( ܣܘ̈ܓܝܬܐ ), one of which is ascribed to Jacob of Batnae ( fol. 39 a ), whilst the rest are either anonymous or assigned to Ephraim ."". Foll. 1a-96b",,,,http://syriaca.org/person/13,,,,p1b10,,,,,ready to ingest,Joseph DAlfonso,,I:368,CCCCLXIII,"Add MS 14506 foll. 1-96, upper text",87a
/data/tei/196.xml,http://syriaca.org/manuscript/196,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msContents/msItem/msItem[4]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Hymns of Ephraim on the Nativity of our Lord,"""Part of a large collection of hymns, canticles, etc. ( ܡܕܪ̈ܫܐ, ܣܘ̈ܓܝܬܐ, ܩ̈ܠܐ , ܒܥ̈ܘܬܐ , ܒ̈ܬܐ ܕܚܫܐ , and ܩ̈ܢܘܢܐ ), for the circle of the whole year"". Foll. 119a-235b",,,,http://syriaca.org/person/13,,,,p6b4,ܡ̈ܕܪܫܐ ܕܥܠ ܝܠܕܗ ܕܡܪܢ ܕܒܒܣܪ. ܕܩܕܝܫܐ ܡܪܝ ܐܦܪܝܡ,,,,ready to ingest,Joseph DAlfonso,,I:247-249,CCCX,Add MS 14506 foll. 119-235,128b
/data/tei/196.xml,http://syriaca.org/manuscript/196,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msContents/msItem/msItem[9]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Hymns of Ephraim on the Epiphany,"""Part of a large collection of hymns, canticles, etc. ( ܡܕܪ̈ܫܐ, ܣܘ̈ܓܝܬܐ, ܩ̈ܠܐ , ܒܥ̈ܘܬܐ , ܒ̈ܬܐ ܕܚܫܐ , and ܩ̈ܢܘܢܐ ), for the circle of the whole year"". Foll. 119a-235b",,,,http://syriaca.org/person/13,,,,p6b9,ܡ̈ܕܪܫܐ ܕܝܠܗ ܟܕ ܕܝܠܗ ܕܩܕܝܫܐ ܡܪܝ ܐܦܪܝܡ ܕܥܐܕܐ ܕܕܢܚܐ,,,,ready to ingest,Joseph DAlfonso,,I:247-249,CCCX,Add MS 14506 foll. 119-235,168b
/data/tei/205.xml,http://syriaca.org/manuscript/205,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author[1],1,Ephraim,Ephraim,Ephrem,#N/A,,"A collection of Choral Services, consisting of ܡ̈ܥܢܝܬܐ, ܡܕܪ̈ܫܐ, ܣܘ̈ܓܝܬܐ, ܒܥ̈ܘܬܐ , etc., for the festivals of the whole year",,http://syriaca.org/person/13,,,http://syriaca.org/person/13,,,,a1,ܦܢܩܝܬܐ ܕܟܠܗ ܚܘܕܪܐ ܕܫܢܬܐ,,,,ready to ingest,Joseph DAlfonso,,1:249-250,CCCXI,Add MS 14511,1
/data/tei/205.xml,http://syriaca.org/manuscript/205,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[3]/author,1,Ephraim,Ephraim,Ephrem,#N/A,,The Nativity of our Lord,"Ephraim, Jacob of Batnae. ""A collection of Choral Services, consisting of ܡ̈ܥܢܝܬܐ, ܡܕܪ̈ܫܐ, ܣܘ̈ܓܝܬܐ, ܒܥ̈ܘܬܐ , etc., for the festivals of the whole year"". Foll. 1-145",http://syriaca.org/person/13,,,http://syriaca.org/person/13,,,,b3,ܡܕܪ̈ܫܐ of Ephraim ܣܘܓܝܬܐ,,,,ready to ingest,Joseph DAlfonso,,1:249-250,CCCXI,Add MS 14511,4b
/data/tei/206.xml,http://syriaca.org/manuscript/206,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"The Nativity of our Lord,","""Choral Services for the principal festivals of the whole year, consisting of ܩ̈ܠܐ, ܡܕܪ̈ܫܐ, ܒ̈ܥܘܬܐ , etc., ascribed to Ephraim and Jacob ."". Foll. 1a-144",,,,http://syriaca.org/person/13,,,,p1b1,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,I:250-251,CCCXII,Add MS 14512,1a
/data/tei/206.xml,http://syriaca.org/manuscript/206,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[4]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Part of the Epiphany|Part of the Epiphany,"""The Epiphany"". Foll. 12b-44",,,,http://syriaca.org/person/13,,,,p1c1,ܡܕܪ̈ܫܐ of Ephraim,,,,ready to ingest,Joseph DAlfonso,,I:250-251,CCCXII,Add MS 14512,23a
/data/tei/206.xml,http://syriaca.org/manuscript/206,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[7]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Part of Lent|Part of Lent,"""Lent"". Foll. 60b-142",,,,http://syriaca.org/person/13,,,,p1c6,ܡܕܪ̈ܫܐ ܕܨܘܡܐ,,,,ready to ingest,Joseph DAlfonso,,I:250-251,CCCXII,Add MS 14512,122a
/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author[1],1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,The first volume of a collection of Choral Services and Homilies for the principal festivals of the whole year,,,,,http://syriaca.org/person/13,,,,a1,ܦܠܓܘܬܐ ܩܕܡܝܬܐ ܕܚܘܕܪܐ ܕܟܠܗ̇ ܫܢܬܐ,,,,ready to ingest,Joseph DAlfonso,,1:240-243,CCCVI,Add MS 14515,
/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,,"""The Annunciation of the blessed Virgin of Ephraim"". Foll. 6a-",,,,http://syriaca.org/person/13,,,,c3,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:240-243,CCCVI,Add MS 14515,8a
/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[3]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,,"""The Nativity of our Lord"". Foll. 13b-",,,,http://syriaca.org/person/13,,,,c7,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:240-243,CCCVI,Add MS 14515,18a
/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[6]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,,"""The Epiphany"". Foll. 56b-",,,,http://syriaca.org/person/13,,,,c14,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:240-243,CCCVI,Add MS 14515,60b
/data/tei/209.xml,http://syriaca.org/manuscript/209,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[11]/msItem[3]/author[1],1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,the prayers being ascribed to Ephraim and Jacob,"""Lent"". Foll. -",,,,http://syriaca.org/person/13,,,,c23,ܩ̈ܠܐ ܘܒ̈ܥܘܬܐ ܕܥܠ ܬܝܒܘܬܐ,,,,ready to ingest,Joseph DAlfonso,,1:240-243,CCCVI,Add MS 14515,101a
/data/tei/210.xml,http://syriaca.org/manuscript/210,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/msItem[2]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Hymns of Ephraim,"""The Annunciation of the blessed Virgin"". Foll. 4a-",,,,http://syriaca.org/person/13,,,,d2,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:244-246,CCCVIII,Add MS 14516,5a
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[1]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"ܡܕܪ̈ܫܐ of Ephraim , 15 in number","""The Nativity of our Lord"". Foll. 4b-",,,,http://syriaca.org/person/13,,,,c1,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,4b
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[3]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"ܡܕܪ̈ܫܐ of Ephraim , 16 in number","""The Epiphany"". Foll. 28-",,,,http://syriaca.org/person/13,,,,c7,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,28b
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[3]/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"ܡܥ̈ܢܝܬܐ , 10 in number","""The Epiphany"". Foll. 28-",,,,http://syriaca.org/person/13,,,,c8,ܡܥ̈ܢܝܬܐ,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,36a
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[6]/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Three prayers of Ephraim,"""Lent"". Foll. 57-",,,,http://syriaca.org/person/13,,,,c17,,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,59a
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[7]/msItem[2]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Two prayers of Ephraim,"""Palm Sunday"". Foll. 60-",,,,http://syriaca.org/person/13,,,,c19,,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,71a
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[8]/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,Prayers,"""Passion (or Holy) Week"". Foll. 72b-",,,,http://syriaca.org/person/13,,,,,,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,
/data/tei/214.xml,http://syriaca.org/manuscript/214,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/msItem[9]/msItem[3]/author[1],1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"ܡܕܪ̈ܫܐ of Ephraim and Jacob 12 in number, several of which are alphabetical","""Service for the Burial of the Dead"". Foll. 90b-",,,,http://syriaca.org/person/13,,,,c23,ܡܕܪ̈ܫܐ,,,,ready to ingest,Joseph DAlfonso,,1:363-365,CCCCLI,Add MS 14520,128a
/data/tei/22.xml,http://syriaca.org/manuscript/22,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/author[1],1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,The second part of a Choral Service-book for the circle of the whole year.,,,,,http://syriaca.org/person/13,,,,a1,ܥܠ ܚ̇ܝ̣ܠܐ ܘܣܘܝ̇ܥܐ ܕܬܠܝܬܝܘܬܐ ܩܕܝܫܬܐ ܡ̇ܫܪܝܢܢ ܕܢܟ̣ܬܘܒ ܛܟ̣ܣܐ ܕܨܘܡܐ ܩܕܝܫܐ ܕܐܪ̈ܒܥܝܢ.,,,,ready to ingest,Joseph DAlfonso,,1:261-264,CCCXX,Add MS 12147,1
/data/tei/263.xml,http://syriaca.org/manuscript/263,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[13]/author,1,Ephraim,Ephraim,Ephrem,#N/A,,,"""The authorities cited"". Foll. -",http://syriaca.org/person/13,,,http://syriaca.org/person/13,,,,c13,ܡܢ ܡܐܡܪܐ ܕܡܟܣܢܘܬܐ,,,,ready to ingest,Joseph DAlfonso,,2:742-744,DCCLXXI,Add MS 14536,6a
/data/tei/263.xml,http://syriaca.org/manuscript/263,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[2]/msItem[18]/author,1,Ephraim,Ephraim,Ephrem,#N/A,,,"""The authorities cited"". Foll. -",http://syriaca.org/person/13,,,http://syriaca.org/person/13,,,,,ܡܢ ܡܐܡܪܐ ܕܚ̈ܡܫܐ ܕܥܠ ܗܝܡܢܘܬܐ,,,,ready to ingest,Joseph DAlfonso,,2:742-744,DCCLXXI,Add MS 14536,8a
/data/tei/317.xml,http://syriaca.org/manuscript/317,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,"The first discourse of Ephraim , addressed to Hypatius","""Selections from the writings of several Fathers"". Foll. -",,,,http://syriaca.org/person/13,,,,b1,,,,ܫܠܡܬ ܐܓܪܬܐ ܕܗܘܦܛܣ,ready to ingest,Joseph DAlfonso,,2:655-657,DCCXXXIV,Add MS 14581,
/data/tei/324.xml,http://syriaca.org/manuscript/324,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/author,1,Ephraim,Ephraim,#N/A,Ephrem,http://syriaca.org/person/13,A metrical discourse of Ephraim,,,,,http://syriaca.org/person/13,,,,a1,ܡܐܡܪܐ ܕܡܪܬܝܢܘܬܐ ܕܣܝܡ ܠܩܕܝܫܐ ܡܪܝ ܐܦܪܝܡ ܡ̇ܠܦܢܐ,ܠܘ ܕܩܛܝܪܐ ܗܘ ܝܘܠܦܢܐ̣. ܕܨܒܝܢܐ ܗܝ ܡܠ̣ܬ ܚ̈ܝܐ,,,ready to ingest,Joseph DAlfonso,,II:806-807,DCCCIII,Add MS 14588,26b
