localId,fileName,uri,shelfmark,form,materialAttribute,materialTextNode,physicalDescription,updatedForm,updatedMaterialAttribute,updatedMaterialTextNode,status,assignee,notes
379,/data/tei/50.xml,http://syriaca.org/manuscript/50,Add MS 12168,codex,perg,,"Vellum, about 12 in. by 8 5/8, consisting of 255 leaves, one of which (fol. 10) is much torn. The quires, signed with letters, were originally 27 in number, but the whole of ܐ is now lost, as well as the first leaf of ܓ . Each page is divided into two columns, of from 32 to 47 lines.",,,,checked,Claire,
380,/data/tei/740.xml,http://syriaca.org/manuscript/740,Add MS 17111,codex,perg,,"Vellum, about 7 1/2 in. by 6, consisting of 89 leaves, some of which are slightly stained and torn, especially foll. 1 , 10 , and 11 . The quires, ten in number, are signed with letters. One or two leaves are wanting at the end. There are from 13 to 23 lines in each page.",,,,checked,Claire,
381,/data/tei/24.xml,http://syriaca.org/manuscript/24,Add MS 12149,codex,mixed,,"Vellum, about 16 1/2 in. by 12 1/4, consisting of 84 leaves, many of which are much stained and torn. In all external respects this volume is precisely similar to Add. 12,147 . It must, therefore, have originally contained about 40 quires (fol. 61 is signed ܠܕ ); but the greater part of it has been gradually lost and destroyed. Foll. 33 and 34 are supplementary paper leaves, exactly similar to those described in Add. 12,147 . Fol. 63 has also been repaired with paper.",,,,checked,Claire,
382,/data/tei/1157.xml,http://syriaca.org/manuscript/1157,Sloane 3597,codex,chart,,"Paper, about 8 7/8 in. by 6 1/4, consisting of 171 leaves. The quires have no signatures. There are from 17 to 23 lines in each page. In the first and larger half of the volume (foll. 3—104), each page is divided into two columns; in the other, not.",,,,checked,Claire,
383,/data/tei/89.xml,http://syriaca.org/manuscript/89,Add MS 14433,codex,perg,,"Vellum, about 8 1/4 in. by 6 1/2 , consisting of 207 leaves, many of which arc much stained and a few slightly torn. The quires, 26 in number, are signed with letters, viz. Syriac at the foot of the first page of each quire, and Greek at the top (e.g. foll. 177, Δ , ܟܓ ; 113, ΙΒ , ܝܗ ; 105, ΙΓ , ܝܕ ; 97, ΙΔ , ܝܓ ; 89, ΙΕ , ܝܒ ; 49, Κ , ܙ ). Each page has from 13 to 15 lines.",,,,checked,Claire,
384,/data/tei/18.xml,http://syriaca.org/manuscript/18,Add MS 12143,codex,chart,Paper,"Paper, about l0 3/8 in. by 6 7/8, consisting of 467 leaves, the first three or four of which are much torn. This manuscript is composed of 40 quires (mostly of 12 leaves), numbered with letters. Each page has from 26 to 36 lines. It is written in the ordinary, cursive character; is dated A. Gr. 1540, A.D. 1229",,,,checked,Claire,
385,/data/tei/279.xml,http://syriaca.org/manuscript/279,Add MS 14548,codex,perg,Vellum,"Vellum, about 10 1/8 in. by 7 ¼, consisting of 187 leaves, the first two of which are much stained and torn. The quires, signed with letters, are much stained and slightly torn. The quires, signed with letters, are 19 in number, the last having only 3 leaves. Each page has from 23 to 33 lines.",,,,checked,Claire,
386,/data/tei/421.xml,http://syriaca.org/manuscript/421,Add MS 14653,codex,perg,,"Vellum, about 6 5/8 in. by 4 3/4, consisting of 93 leaves, some of which are slightly stained and torn, especially the first and last. The quires, signed with letters, were originally 13 in number, but of these the first, tenth, and eleventh are entirely lost, and four leaves are missing after fol. 54. There are from 17 to 29 lines in each page. This volume is written in a regular, Nestorian hand, of the ixth or xth cent .",,,,checked,Claire,
387,/data/tei/570.xml,http://syriaca.org/manuscript/570,Add MS 14704,codex,perg,,"Paper, about 10 3/8 in. by 7, consisting of 71 leaves. The quires, signed with letters, are 7 in number. Each page (with the exception of foll. 48 a and 65—71) is divided into two columns, of from 17 to 21 lines.",,chart,,checked,Claire,
388,/data/tei/176.xml,http://syriaca.org/manuscript/176,Add MS 14486,,,,,,,,checked,Claire,
389,/data/tei/176.xml,http://syriaca.org/manuscript/1447,Add MS 14486 upper text,codex,perg,,"Vellum, 9 5/8 in. by 6 3/4, consisting of 81 leaves, some of which are slightly stained and injured along the outer margin. The quires, 9 in number (the last having only two leaves), are signed with letters. A leaf is wanting after fol. 40. Each page is divided into two columns, of from 28 to 32 lines. Foll. 1, 3, and 8 of this manuscript are palimpsest.",,,,checked,Claire,
390,/data/tei/176.xml,http://syriaca.org/manuscript/1448,"Add MS 14486, foll. 1, 3, 8 lower text",codex,perg,,"Foll. 1, 3 and 8 of this manuscript are palimpsest, but the lower text on all three has been so carefully erased that scarcely a word is legible.",,,,checked,Claire,
391,/data/tei/87.xml,http://syriaca.org/manuscript/87,Add MS 14431,codex,perg,Vellum,"Vellum, 8 3/8 in. by 5, consisting of 158 leaves, some of which are, slightly stained and torn. The quires, 16 in number, seem originally to have been left unsigned; at a much later period they have been signed with letters, in some cases incorrectly. Leaves are wanting after foll. 3 and 109. Each page has from 20 to 25 lines. This volume is written in a line, regular Estrangela, not later than A. Gr. 856, A.D. 545; but fol. 147 is more modern. Greek vowels have been added here and there by a later hand(ܻܰܽ, ܻܽ,ܻܺܽ, ܻܳܽ, , , )",,,,checked,Claire,
392,/data/tei/762.xml,http://syriaca.org/manuscript/762,Add MS 17133,codex,perg,,"Vellum, about 8 3/8 in. by 6, consisting of 188 leaves, a few of which are slightly damaged, especially foll. 8 , 15 , and 182 . The quires, signed with letters, were originally 29 in number, but several are wanting at the beginning, and one at the end of the volume. Leaves are also missing after foll. 7 and 94 . The number of lines in each page varies from 15 to 22.",,,,checked,Claire,
393,/data/tei/323.xml,http://syriaca.org/manuscript/323,Add MS 14587,codex,perg,Vellum,"Vellum, about 9 7/8 in. by 6 3/4, consisting of 137 leaves, many of which are much stained and torn, especially foll. 5, 7, 8, 17, 35, 44, 45, 54, 55, 58—93 (soaked in oil), 136 and 137. The quires, signed with letters, were originally 19 in number, but of these ܘ and ܙ are lost, and several others are very imper¬fect. Leaves are wanting at the beginning, as well as after foll. 8, 16, 23, 55, 57, 58, 78, 80, 82 and 83. Each page is divided into two columns, of from 29 to 41 lines.",,,,checked,Claire,
394,/data/tei/364.xml,http://syriaca.org/manuscript/364,Add MS 14624,codex,perg,,"Vellum, about 9 1/2 in. by 6 5/8, consisting of 56 leaves, some of which are much stained and torn, especially foll. 1 , 2 , 8 , and 56 . The quires, signed with letters, are 7 in number, but the first is imperfect, a leaf being lost at the beginning and another after fol. 6 . Each page is divided into two columns, of from 25 to 31 lines.",,,,checked,Claire,
395,/data/tei/186.xml,http://syriaca.org/manuscript/186,Add MS 14496,,,,,,,,checked,Claire,
396,/data/tei/186.xml,http://syriaca.org/manuscript/1430,"Add. MS 14,496, upper text",codex,perg,Vellum,"Vellum, about 9 in. by 6 1/8, consisting of 93 leaves, many of which are much stained and torn, especially foll. 1, 6, 13, 14, 22—24, 27, 28, 50, 56, 58, 65, 66, 74, 82, 86—88 and 90—93. The quires, probably 19 or 20 in number, are signed with letters. Leaves are wanting at the beginning and end, as well as in various other places. There are from 26 to 36 lines in each page. Nearly the whole of this volume is palimpsest, the scribe having made use of parts of at least three older manuscripts (see Add. 14,496, lower text 1 , Add. 14,496, lower text 2 , and Add. 14,496, lower text 3 ).",,,,checked,Claire,
397,/data/tei/186.xml,http://syriaca.org/manuscript/1431,"Add. MS 14,496, lower text 1",codex,perg,Vellum,"Vellum leaves, about 9 in. by 6 1/8, written in two columns. These leaves are palimpsest (see Add. 14,496, upper text ).",unspecified,,,checked,Claire,discussed w will
398,/data/tei/186.xml,http://syriaca.org/manuscript/1432,"Add. MS 14,496, lower text 2",codex,perg,Vellum,"Vellum leaves, about 9 in. by 6 1/8. These leaves are palimpsest (see Add. 14,496, upper text ).",unspecified,,,checked,Claire,^
399,/data/tei/186.xml,http://syriaca.org/manuscript/1433,"Add. MS 14,496, lower text 3",codex,perg,Vellum,"Vellum leaves, about 9 in. by 6 1/8, written in two columns. These leaves are palimpsest (see Add. 14,496, upper text ).",unspecified,,,checked,Claire,^
400,/data/tei/871.xml,http://syriaca.org/manuscript/871,Add MS 17209,codex,perg,,"Vellum, about 10 3/8 in. by 7 1/4, consisting of 51 leaves. The quires were originally 17 in number, but the first 12 have been lost. The remaining five are signed with arithmetical figures, the ten being placed to the left, instead of, as usual, to the right $=13, $=14, $=15, $=16, $=17). There are from 25 to 37 lines in each page.",,,,checked,Claire,
401,/data/tei/1027.xml,http://syriaca.org/manuscript/1027,Add MS 17240,codex,chart,,"Paper, about 7 in. by 5 1/8, consisting of 258 leaves, a few of which are slightly stained and torn, especially foll. 1, 8—10, and 252. The quires arc 33 in number. From the first to the twenty-sixth, they are marked with Arabic words at the upper corner of the first page (e.g. foll. 19, 27, etc.); the remaining seven are marked with both Arabic words and Syriac letters (from 1 to 7), but have also later Coptic signatures in ciphers (from 27, % to 33, %). Leaves are wanting at the beginning and end, as well as after foll. 4 and 110. There are 14 or 15 lines in each page.",,,,checked,Claire,
402,/data/tei/202.xml,http://syriaca.org/manuscript/202,Add MS 14508,codex,perg,,"Vellum, about 8 5/8 in. by 6 1/2, consisting of 155 leaves, some of which are much stained and torn, especially foll. 4—6, 39, 137, 138, 141,143, 144, and 153—155. The quires, signed with letters, were probably about 30 in number; but ܐ,ܒ , ܓ, and (ܟܒ) ܟܓ are lost, and several others are very imperfect. Leaves are wanting after foll. 1, 2, 3, 5, 122, 138, 139, 140, 141, 142, 150, 152, 153, and 154. There are from 19 to 23 lines in each page.",,,,checked,Claire,
403,/data/tei/179.xml,http://syriaca.org/manuscript/179,Add MS 14489,codex,perg,,"Vellum, about 10 7/8in. by 8 1/4, consisting of 187 leaves, the first of which is slightly stained and torn. The quires, 21 in number, arc signed with Syriac letters at the foot of the first page, and Greek letters at the top. A leaf is wanting after fol. 135. Each page is divided into two columns, of from 18 to 24 lines",,,,checked,Claire,
404,/data/tei/1141.xml,http://syriaca.org/manuscript/1141,Add MS 23596,codex,chart,,"Paper, about 12 3/8 in. by 8 1/4, consisting of 422 leaves. The quires, signed with letters as far as ܠܐ , fol. 308 b, are 42 in number. There are from 23 to 35 lines in each page.",,,,checked,Claire,
405,/data/tei/1029.xml,http://syriaca.org/manuscript/1029,Add MS 17242,,,,,,,,checked,Claire,
406,/data/tei/1029.xml,http://syriaca.org/manuscript/1030,Add MS 17242 foll. 1-104,codex,chart,,"Paper, about 8 3/8 in. by 7, consisting of 104 leaves, many of which are much stained and torn, especially foll. 1—28 and 38. The quires, signed with letters, seem to have been 11 in number. Leaves are wanting at the end, as well as after foll. 26 and 100. There are from 16 to 20 lines in each page.",,,,checked,Claire,
407,/data/tei/1029.xml,http://syriaca.org/manuscript/1031,Add MS 17242 foll. 105—127,codex,chart,,"Paper, about 8 1/8 in. by 6 5/8, consisting of 23 leaves (Add. 17,242, foll. 105—127), many of which are much stained and torn. Leaves are wanting at the beginning and end, as well as after foll. 106 , 114 , and 122 . The number of lines in each page varies from 16 to 21.",,,,checked,Claire,
408,/data/tei/751.xml,http://syriaca.org/manuscript/751,Add MS 17122,codex,perg,Vellum,"Vellum, about 8 3/4 in. by 5 1/2, consisting of 129 leaves, some of which are slightly stained and torn, especially foll. 1, 9, 30, 69, 70,128, and 129. The quires were 15 in number, but ܙ and ܚ are missing. Originally they were signed with both letters and arithme¬tical figures (see fol. 99 a, ܝܓ ), but they are now marked with letters only. There, are from 23 to 27 lines in each page.",,,,checked,Claire,
409,/data/tei/290.xml,http://syriaca.org/manuscript/290,Add MS 14559,codex,perg,Vellum,"Vellum, about 10 3/8 in. by 6 3/4, consisting of 107 leaves, of which a few are slightly stained and torn, especially foil. 8 and 107. The quires, signed with letters, are at present 11 in number. A leaf is wanting after fol. 18, and several quires after fol. 98. Each page is divided into two columns, of from 28 to 33 lines.",,,,checked,Claire,
410,/data/tei/643.xml,http://syriaca.org/manuscript/643,Add MS 14733,codex,chart,Paper,"Paper, about 8 1/8 in. by 5 1/2, consisting of 94 leaves, some of which are much stained and torn, especially foll. 71 and 79—94. The quires, signed with letters, are 11 in number. Leaves are wanting after foll. 79, 81, 90, and at the end of the volume. There are from 17 to 24 lines in each page.",,,,checked,Claire,
411,/data/tei/11.xml,http://syriaca.org/manuscript/11,Add MS 12139,leaf,perg,,"Vellum, 11 in. by 8 3/8, consisting of 139 leaves. The quires, signed with letters, are 13 in number. There are from 22 to 32 lines in each page.",codex,,,checked,Claire,
412,/data/tei/585.xml,http://syriaca.org/manuscript/585,Add MS 14713,codex,chart,,"Paper, about 6 7/8 in. by 5, consisting of 167 leaves, some of which are much stained and torn, especially foll. 1—9, 101, and 164 —167. The quires, signed with letters, seem to have been 18 in number. Leaves are wanting both at the beginning and end, and there are lacunae after foll. 3, 11, and 163. Each page has from 19 to 24 lines.",,,,checked,Claire,
413,/data/tei/300.xml,http://syriaca.org/manuscript/300,Add MS 14567,codex,perg,Vellum,"Vellum, about 10 1/2 in. by 6 5/8, consisting of 201 leaves, some of which are slightly stained and soiled. The quires, 20 in number, are signed with both letters and arithmetical figures (e.g. fol. 20, ܓ; fol. 40, ܗ; fol. 120, ܝܓ; fol. 192, ܘ). A later hand has renumbered them with letters only. Each page is divided into two columns, of from 26 to 30 lines.",,,,checked,Claire,
414,/data/tei/1099.xml,http://syriaca.org/manuscript/1099,Add MS 17271,codex,chart,Paper,"Paper, about 7 in. by 5, consisting of 129 leaves, a few of which are more or less stained and torn, especially foll. 1, 77, 78, 86, 87, 108, 109, and 116—118. The quires, signed with letters, were about 15 in number. Leaves are now missing after foll. 59, 67, 108, 116, 118, 128, and 129. There are from 17 to 24 lines in each page. This manuscript is written in a neat, regular character, apparently by two persons (foll. 1—31, and foll. 32—129), and belongs to the xiith or xiiith cent. Greek and Syriac vowels are occasionally added.",,,,checked,Claire,
415,/data/tei/623.xml,http://syriaca.org/manuscript/623,Add MS 14728,,,,,,,,checked,Claire,
416,/data/tei/623.xml,http://syriaca.org/manuscript/624,"Add MS 14728, foll. 1-75",codex,chart,,"Paper, about 6 7/8 in. by 5, consisting of 75 leaves, some of which are much soiled and torn, especially foll. 1—7 and 75. The quires, signed with letters, are 7 in number. Leaves are wanting at the beginning, and after foll. 1, 4, 5, and 71. Each page has from 16 to 26 lines.",,,,checked,Claire,
417,/data/tei/623.xml,http://syriaca.org/manuscript/625,"Add MS 14728, foll. 76-137",codex,chart,,"Paper, about 6 3/4 in. by 5 1/8, consisting of 62 leaves (Add. 14,728, foll. 76—137), the last two of which are much torn. The quires, signed with letters, are six in number. There are from 17 to 26 lines in each page.",,,,checked,Claire,
418,/data/tei/623.xml,http://syriaca.org/manuscript/626,"Add MS 14728, foll. 138—207",codex,chart,,"Paper, about 6 5/8 in. by 5, consisting of 70 leaves ( Add. 14,728, foll. 138—207 ). The quires, signed with letters, are 7 in number. There are from 15 to 20 lines in each page.",,,,checked,Claire,
419,/data/tei/623.xml,http://syriaca.org/manuscript/627,"Add MS 14728, foll. 208-238",codex,chart,,"Paper, about 6 1/2 in. by 5, consisting of 31 leaves (Add. 14,728, foll. 208—238), many of which are slightly stained and torn. The quires, signed with letters, are three in number. There are from 20 to 30 lines in each page.",,,,checked,Claire,
420,/data/tei/623.xml,http://syriaca.org/manuscript/628,"Add MS 14728, foll. 239-268",codex,chart,,"Paper, about 6 1/2 in. by 5, consisting of 30 leaves (Add. 14,728, foll. 239—268), some of which are much stained and torn, especially foll. 266—268. The quires, now three in number, are signed with letters, from ܕ to ܘ . There are from 18 to 28 lines in each page.",,,,checked,Claire,
421,/data/tei/804.xml,http://syriaca.org/manuscript/804,Add MS 17161,codex,perg,Vellum,"Vellum, about 12 3/8 in. by 9 3/4, consisting of 43 leaves, some of which are much stained and torn, especially foll. 1—7, 16, 17, and 28. The quires, signed with letters, were originally at least 15 in number ($ܝܕ, fol. 35 a); but several are altogether wanting, and of those that remain, only one is complete. There are lacunae after foll. 1, 3, 4, 6, 7, 15, 16, and 34. Each page is divided into 3 columns, of from 40 to 44 lines.",,,,checked,Claire,
422,/data/tei/139.xml,http://syriaca.org/manuscript/139,Add MS 14462,codex,mixed,Vellum|Paper,"Vellum, about 8 7/8 in. by 5 1/2, consisting of 106 leaves, some of which arc slightly stained and torn, especially foll. 1, 8, 73—75, 105, and 106. The quires, 12 in number, are signed with letters. A leaf is wanting at the beginning. Each page has from 21 to 27 lines. This manuscript is written by two hands (foll. 1—68 a, and fol. 68 b—106), in a fine, regular Estrangela of the vithcent., with the exception of fol. 8, which is a comparatively modern paper leaf.",,,,checked,Claire,
423,/data/tei/287.xml,http://syriaca.org/manuscript/287,Add MS 14556,codex,perg,Vellum,"Vellum, about 9 5/8 in. by 6 1/2, consisting of 138 leaves, some of which are much stained, defaced, and torn, especially foll. 1—3, 15, 18, 21, 137 and l38. The quires were originally 17 in number, but the first 3 are now lost, and the 9th is imperfect, two leaves being wanting after fol. 54. They are signed with both letters and arithmetical figures; e.g. fol. 51, ܛ; fol. 90, ܝܓ; fol. 110, ܝܗ. Each page is divided into two columns, of from 31 to 36 lines.",,,,checked,Claire,
424,/data/tei/526.xml,http://syriaca.org/manuscript/526,Add MS 14674,,,,,,,,checked,Claire,
425,/data/tei/526.xml,http://syriaca.org/manuscript/527,Add MS 14674 foll. 1-78,codex,chart,Paper,"Paper, about 6 7/8 in. by 5, consisting of 78 leaves, some of which are slightly stained and torn, especially foll. 52, 60, and 73—78. It is imperfect both at the beginning and end, and there are lacunae after foll. 51, 60, 68, and 72. The quires are signed with letters. The number of lines in each page varies from 16 to 18. The writing is a good, regular, Nestorian Estrangela of about the xiith cent., with numerous Syriac vowels and other marks.",,,,checked,Claire,
426,/data/tei/526.xml,http://syriaca.org/manuscript/528,Add MS 14674 foll. 79-126,codex,chart,Paper,"Paper, about 7 in. by 5 1/8, consisting of 48 leaves (Add. 14,674, foll. 79—126). It is imperfect both at the beginning and end, and a leaf is wanting after fol. 118. The quires are signed with letters. The number of lines in each page varies from 12 to 16. This manuscript is written in a good Malkite hand of the xiith cent.",,,,checked,Claire,
427,/data/tei/166.xml,http://syriaca.org/manuscript/166,Add MS 14481,codex,perg,Vellum,"Vellum, about 6 7/8 in. by 4 1/4, consisting of 91 leaves, some of which are, much stained and torn, especially foll. 1, 12, 20, 21, 23, 26, 27, 34—36, 44, and 91. How the quires were signed, does not appear. Leaves are wanting at the beginning, and after foll. 6, 7, 12, 14, 15, 16, 31, 35, 36, 44, and 74. Each page has from 25 to 29 lines. This volume is written in a small, neat Estrangela of the vithor viithcent. Greek vowels have, been added in a few places by a later hand.",,,,checked,Claire,
428,/data/tei/568.xml,http://syriaca.org/manuscript/568,Add MS 14702,codex,chart,Paper,"Paper, about 10 1/8 in. by 6 3/4, consisting of 53 leaves. The quires, signed with letters, are six in number. There are from 12 to 21 lines in each page.",,,,checked,Claire,
429,/data/tei/1033.xml,http://syriaca.org/manuscript/1033,Add MS 17244,codex,chart,,"Paper, about 9 7/8 in. by 7 1/4, consisting of 138 leaves, many of which are much stained and torn, especially foll. 1—4, 13— 21, and 119—138. The quires, signed with letters, were probably 18 or 19 in number, but only ܝܕ ـــ ܘ are now complete. Leaves are wanting at the beginning and end, as well as after foll. 2, 14, 18, 20, 126, 127, 128, and 132. There are 15 lines in each page.",,,,checked,Claire,
430,/data/tei/673.xml,http://syriaca.org/manuscript/673,Add MS 14737,,,,,,,,checked,Claire,
431,/data/tei/673.xml,http://syriaca.org/manuscript/674,"Add MS 14737, foll. 1-10",codex,chart,,"Ten paper leaves, about 7 in. by 5 1/8, some of which are slightly torn. There are nine lines in each page.",unspecified,,,checked,Claire,
432,/data/tei/673.xml,http://syriaca.org/manuscript/675,"Add MS 14737, foll. 11-17",codex,chart,,"Seven paper leaves, about 7 1/8 in. by 5 1/8, all more or less torn (Add. 14,737, foll. 11—17). There are 16 lines in each page.",unspecified,,,checked,Claire,
433,/data/tei/673.xml,http://syriaca.org/manuscript/676,"Add MS 14737, foll. 18-34",codex,chart,,"Seventeen paper leaves, about 6 7/8 in. by 5 1/8, all of which are much stained and some slightly torn. There are 10 lines in each page.",unspecified,,,checked,Claire,
434,/data/tei/673.xml,http://syriaca.org/manuscript/677,"Add MS 14737, foll. 35-49",codex,chart,,"Fifteen paper leaves, about 7 1/8 in. by 5 1/4, all much torn. There are from 9 to 12 lines in each page.",unspecified,,,checked,Claire,
435,/data/tei/673.xml,http://syriaca.org/manuscript/678,"Add MS 14737, fol. 50",leaf,chart,,"A paper leaf, much torn.",,,,checked,Claire,
436,/data/tei/673.xml,http://syriaca.org/manuscript/679,"Add MS 14737, foll. 51, 52",leaf,chart,,"Two paper leaves, much stained and torn.",unspecified,,,checked,Claire,
437,/data/tei/673.xml,http://syriaca.org/manuscript/680,"Add MS 14737, foll. 53, 54",leaf,chart,,"Two paper leaves, about 7 in. by 5 1/8.",unspecified,,,checked,Claire,
438,/data/tei/673.xml,http://syriaca.org/manuscript/681,Add MS 14737 foll. 55-58,codex,chart,,"Four paper leaves, about 5 3/8 in. by 4 1/4, all much torn.",unspecified,,,checked,Claire,
439,/data/tei/673.xml,http://syriaca.org/manuscript/682,Add MS 14737 foll. 59—64,codex,chart,,"Six paper leaves, about 6 7/8 in. by 4 7/8, all more or less stained and torn, with from 15 to 18 lines in each page.",unspecified,,,checked,Claire,
440,/data/tei/673.xml,http://syriaca.org/manuscript/683,Add MS 14737 foll. 65—70,codex,chart,,"Six paper leaves, about 6 1/2 in. by 4 7/8, the last two of which are much stained and torn. There are 17 lines in each page.",unspecified,,,checked,Claire,
441,/data/tei/673.xml,http://syriaca.org/manuscript/684,"Add MS 14737 foll. 71, 72",leaf,chart,,"Two paper leaves, about 6 1/2 in. by 5, with from 15 to 17 lines in each page.",unspecified,,,checked,Claire,
442,/data/tei/673.xml,http://syriaca.org/manuscript/685,Add MS 14737 foll. 73—76,codex,chart,,"Four paper leaves, about 6 3/4 in. by 4 3/4, all much stained and torn, with 16 or 17 lines in each page.",unspecified,,,checked,Claire,
443,/data/tei/673.xml,http://syriaca.org/manuscript/686,Add MS 14737 foll. 77—84,codex,chart,,"Eight paper leaves, about 6 5/8 in. by 4 7/8, all more or less stained and torn.",unspecified,,,checked,Claire,
444,/data/tei/673.xml,http://syriaca.org/manuscript/687,"Add MS 11737 foll. 85, 86",leaf,chart,,"Two paper leaves, about 6 5/8 in. by 5. There are 13 or 14 lines in each page.",unspecified,,,checked,Claire,
445,/data/tei/673.xml,http://syriaca.org/manuscript/688,Add MS 14737 foll. 87—91,codex,chart,,"Five paper leaves, all much soiled and torn.",unspecified,,,checked,Claire,
446,/data/tei/673.xml,http://syriaca.org/manuscript/689,Add MS 14737 fol. 92,leaf,chart,,"A paper leaf, 5 7/8 in. by 4 1/2, much torn.",,,,checked,Claire,
447,/data/tei/673.xml,http://syriaca.org/manuscript/690,Add MS 14737 fol. 93-97,other,chart,,"Small fragments of paper manuscripts, varying in age from the xiith to the xvith cent.",,,,checked,Claire,
448,/data/tei/673.xml,http://syriaca.org/manuscript/691,Add MS 14737 fol. 98,leaf,chart,,"A paper leaf, about 6 3/4 in. by 5, slightly mutilated.",,,,checked,Claire,
449,/data/tei/673.xml,http://syriaca.org/manuscript/692,Add MS 14737 fol. 99,codex,perg,,"A paper leaf, about 6 7/8 in. by 4 7/8.",leaf,chart,,checked,Claire,
450,/data/tei/132.xml,http://syriaca.org/manuscript/132,Add MS 14459,,,,,,,,checked,Claire,
451,/data/tei/132.xml,http://syriaca.org/manuscript/133,Add MS 14459 foll. 1-66,codex,perg,Vellum,"Vellum, about 8 in. by 4 7/8, consisting of 66 leaves, the first three of which are slightly stained. The quires were 8 in number, but the first is now lost. They seem to have been originally signed with arithmetical figures (though the ciphers on foll. 1a and 12a are more recent), but the present signatures are letters. There are from 27 to 31 lines in each page. This manuscript is written in a beautiful, Edessene Estrangela, apparently of the vthcent.; with the exception of fol. 12, which was probably added by the same person who retouched foll. 1—3.",,,,checked,Claire,
452,/data/tei/132.xml,http://syriaca.org/manuscript/1171,"Add. MS 14,459 fol. 12, upper text",codex,perg,Vellum,"Vellum, about 8 in. by 4 7/8. This folio is palimpsest (see Add. 14,459 fol. 12, lower text ), perhaps of the xth cent. and was probably added by the same person who retouched foll. 1-3 .",,,,checked,Claire,
453,/data/tei/132.xml,http://syriaca.org/manuscript/1577,"Add. MS 14,459 fol. 12, lower text",codex,perg,Vellum,"Vellum, about 8 in. by 4 7/8. This folio is palimpsest, from a manuscript of the vith cent. (see Add. 14,459 fol. 12, upper text ).",,,,checked,Claire,
454,/data/tei/132.xml,http://syriaca.org/manuscript/134,Add MS 14459 foll. 67-169,codex,perg,Vellum,"Vellum, about 8 in. by 5, consisting of 103 leaves, the last 8 of which are much stained and soiled (Add. 14,459, foll. 67—169). The quires, 11 in number, seem to have been originally signed with arithmetical figures (though the ciphers on fol. 67 aare more recent), but the present signatures are letters (from ܛto ܝܛ). There are from 25 to 27 lines in each page. The writing is a small, elegant Estrangela of the vith cent, (between A.D. 530 and 540). Fol. 74 is a palimpsest leaf, probably added by the same person who retouched foll. 162 and 163.",,,,checked,Claire,
455,/data/tei/132.xml,http://syriaca.org/manuscript/1172,"Add MS 14,459 fol. 74, upper text",codex,perg,Vellum,"Vellum, about 8 in. by 5. This folio is a palimpsest leaf of the ixth or xth cent. (see Add. 14,459 fol. 74, lower text )",,,,checked,Claire,
456,/data/tei/132.xml,http://syriaca.org/manuscript/1578,"Add MS 14,459 fol. 74, lower text",codex,perg,Vellum,"Vellum, about 8 in. by 5. This folio is a palimpsest leaf from a manuscript in double columns of the vith cent. (see Add. 14,459 fol. 74, upper text ).",,,,checked,Claire,
457,/data/tei/1045.xml,http://syriaca.org/manuscript/1045,Add MS 17253,,,,,,,,checked,Claire,
458,/data/tei/1045.xml,http://syriaca.org/manuscript/1046,Add MS 17253 foll. 1-69,codex,chart,,"Paper, about 7 in. by 4 7/8, consisting of 69 leaves, some of which are slightly stained and torn, especially foll. 1—3, 7, 8, 10, 41, and. 42. The quires are signed with letters from ܝܕ to ܟܐ , and by a later hand from ܝ to ܝܙ . Consequently, the first 13 are lost; and there are also lacunae after foll. 1 and 9. The number of lines in each page varies from 15 to 26.",,,,checked,Claire,
459,/data/tei/1045.xml,http://syriaca.org/manuscript/1047,Add MS 17253 foll. 70-103,codex,chart,,"Paper, about 7 in. by 4 7/8, consisting of 34 leaves (Add. 17,253, foLl. 70—103), a few of which are more or less torn, especially foil. 70, 75, and 103. The quires are signed with letters from ܐ to ܕ , and by later hands from ܟܒ to ܟܗ and from ܝܚ to ܟܐ . Leaves are wanting at the beginning and end, as well as after foll. 70, 74, 75, and 102. The number of lines in each page varies from 15 to 23.",,,,checked,Claire,
460,/data/tei/842.xml,http://syriaca.org/manuscript/842,Add MS 17188,codex,perg,,"Vellum, about 10 ¼ in. by 7, consisting of 94 leaves, some of which are much stained and slightly torn, especially foll. 10, 11, 18, 25, and 36. The quires, signed with letters, are ten in number, but ܓ and ܝ are imperfect, leaves being wanting after foll. 19, 25, and 94. There are from 26 to 33 lines in each page.",,,,checked,Claire,
461,/data/tei/566.xml,http://syriaca.org/manuscript/566,Add MS 14700,codex,chart,,"Paper, about 10 7/8 in. by 8 1/4, consisting of 119 leaves, some of which are much stained and torn, especially fol. 119 . The quires, signed with letters, are 13 in number. A leaf is missing after fol. 118 . There are from 16 to 18 lines in each page.",,,,checked,Claire,
462,/data/tei/834.xml,http://syriaca.org/manuscript/834,Add MS 17182,,,,,,,,checked,Claire,
463,/data/tei/834.xml,http://syriaca.org/manuscript/835,Add MS 17182 foll. 1-99,codex,perg,Vellum,"Vellum, about 10 ¼ in. by 8 1/8, consisting of 99 leaves, some of which are much stained and torn, especially foll. 1, 2, 8, 40—42, and 99. The quires, 13 in number, were origi¬nally signed with both letters and arith¬metical figures (e. g. fol. 16 a, ܓand %) but in most cases either the one, or the other, or both have disappeared. A later hand has erroneously numbered them from ܐ to ܝܒ. Leaves are wanting after foll.l, 42, 43, 51, and 73. Each page is divided into two columns, of from 23 to 26 lines.. 7 is a later insertion, of about the ixth cent.",,,,checked,Claire,
