fileName,msOrPartUri,manuscript link,physDesc,Encoded Extent,RegEx Extracted,Extracted Extent,Corrected Extent,status,assignee,Encoded=Extracted?,comments
/data/tei/267.xml,http://syriaca.org/manuscript/267,https://bl.vuexistapps.us/manuscript/267,"Vellum, about 12 ¾ in. by 9 1/8, consisting of 60 leaves, several of which are much stained and soiled, especially foll. 5 and 8. The quires, signed with letters, were originally 14 in number, but the first 8 are either lost or very imperfect, leaves being wanting at the beginning, as well as after foll. 1, 3, 4, 6 and 7. Each page is divided into two columns, of from 33 to 38 lines.",60,60 leaves,60,60,done,Kurt Urban,TRUE,
/data/tei/276.xml,http://syriaca.org/manuscript/276,https://bl.vuexistapps.us/manuscript/276,"Vellum, about 8 ½ in. by 5 ¼ , consisting of 116 leaves, some of which are much stained and torn, especially foll. 1, 2, and 108—116. The quires, now 12 in number, are signed with letters from ܐ to ܠ. One leaf is wanting after fol. 58, and a couple at the end of the book. There are from 25 to 27 lines in each page.",116,116 leaves,116,116,done,Kurt Urban,TRUE,
/data/tei/586.xml,http://syriaca.org/manuscript/586,https://bl.vuexistapps.us/manuscript/586,"Paper, about 6 5/8 in. by 5 1/8, consisting of 138 leaves, many of which are much stained and torn, especially foll. 1, 5, 18, 24, 33, and 34. The quires, signed with letters, are 17 in number; but the first six are very imperfect, leaves being wanting at the beginning, as well as after foll. 4, 5, 12, 17, 23, 25, and 31. There are from 16 to 25 lines in each page.",,138 leaves,138,138,done,Kurt Urban,FALSE,
/data/tei/743.xml,http://syriaca.org/manuscript/743,https://bl.vuexistapps.us/manuscript/743,"Vellum, about 10 5/8 in. by 6 3/4, consisting of 61 leaves, some of which are much stained and torn, especially foll.1—3, 8, 16, and 58—61. Very few of the remaining quires are complete, nor does it appear how they were signed. Leaves are wanting at the beginning and end, as well as after foll. 1, 2, 4, 6, 7, 8, 16, 33, 39, 40, 44, 53, and 55. Each page is divided into two columns, of from 30 to 40 lines.",61,61 leaves,61,61,done,Kurt Urban,TRUE,
/data/tei/384.xml,http://syriaca.org/manuscript/385,https://bl.vuexistapps.us/manuscript/384,"Two vellum leaves, 6 3/4 in. by 4 7/8, slightly stained and torn, signed with the letters ܐ and ܒ. There are 26 or 27 lines in each page. The writing, which is small and neat, is of the ixth or xth cent.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/384.xml,http://syriaca.org/manuscript/386,https://bl.vuexistapps.us/manuscript/384,"Vellum, about 6 7/8 in. by 4 7/8, consisting of 47 leaves (Add. 14,634, foll. 3—49), some of which are slightly stained and soiled, especially foll. 6, 7, 16, 17, and 49. The quires are signed with letters, from ܝܗ (fol. 7) to ܝܛ (fol. 41). Many leaves are wanting both at the beginning and end, and there is a lacuna after fol. 23. There are from 21 to 28 lines in each page.",47,47 leaves,47,47,done,Kurt Urban,TRUE,
/data/tei/384.xml,http://syriaca.org/manuscript/387,https://bl.vuexistapps.us/manuscript/384,"Two vellum leaves, both much stained and torn, written in a good, regular Estrangela of the viiith or ixth cent.",2,#N/A,#N/A,2,done,Kurt Urban,#N/A,
/data/tei/384.xml,http://syriaca.org/manuscript/388,https://bl.vuexistapps.us/manuscript/384,"Six vellum leaves, about 6 7/8 in. by 4 7/8, two or three of which are slightly stained and torn (Add. 14,634, foll. 52—57). They are the remains of two quires, signed ܒ and ܓ. Each page has from 21 to 29 lines. The writing is neat and regular, of the ixth cent.",6,#N/A,#N/A,6,done,Kurt Urban,#N/A,
/data/tei/843.xml,http://syriaca.org/manuscript/844,https://bl.vuexistapps.us/manuscript/843,"Several of the leaves are much stained and torn, especially foll. 1 , 7 , and 16 Leaves are wanting after foll. 6, 7, 8, 9, 14, 15, and 16.",16,#N/A,#N/A,16,done,Kurt Urban,#N/A,
/data/tei/843.xml,http://syriaca.org/manuscript/845,https://bl.vuexistapps.us/manuscript/843,"Five vellum leaves, about 9 in. by 5 1/2, all much stained and torn, with from 32 to 34 lines in each page.",5,#N/A,#N/A,5,done,Kurt Urban,#N/A,
/data/tei/1019.xml,http://syriaca.org/manuscript/1019,https://bl.vuexistapps.us/manuscript/1019,"Paper, about 10 1/4 in. by 6 7/8, consisting of 150 leaves, a few of which are much torn, especially foll. 1, 6, and 13. The quires, signed with letters, were originally 21 in number; but ܐ and ܟܐ are lost, and ܒ and ܟ are very imperfect, leaves being wanting after foll. 1, 5, and 149. There are from 19 to 21 lines in each page.",,150 leaves,150,150,done,Kurt Urban,FALSE,
/data/tei/733.xml,http://syriaca.org/manuscript/734,https://bl.vuexistapps.us/manuscript/733,"Vellum, about 9 1/4 in. by 5, consisting of 73 leaves, of which the first three and the last three are slightly stained and torn. The quires are signed with both letters and arithmetical figures (e. g. fol. 3, ܓ; fol. 13, ܕ; fol. 23, ܗ). Leaves are wanting at the beginning and end as well as after foll. 1 and 71. Each page has from 18 to 21 lines.",73,73 leaves,73,73,done,Kurt Urban,TRUE,
/data/tei/733.xml,http://syriaca.org/manuscript/735,https://bl.vuexistapps.us/manuscript/733,"Vellum, about 8 3/4 in. by 5, consisting of 14 leaves (Add. 17,106, foll. 74—87), several of which are much stained and torn, espe¬cially foll. 74—76, 86, and 87. There are 26 lines in each page.",14,14 leaves,14,14,done,Kurt Urban,TRUE,
/data/tei/1050.xml,http://syriaca.org/manuscript/1051,https://bl.vuexistapps.us/manuscript/1050,"Paper, about 9 3/8 in. by 6 3/4 consisting of 82 leaves, some of which are much stained and torn, especially foll. 1, 30, 35—39,43— 47, and 74—82, whilst others have been repaired at a comparatively early period. The quires, signed with letters, were probably 11 in number; but the first is lost, and of the last two only a few fragments remain. There are, besides, lacunae after foll. 37 and 46. Each page has 15 lines.",,82 leaves,82,82,done,Kurt Urban,FALSE,
/data/tei/1050.xml,http://syriaca.org/manuscript/1052,https://bl.vuexistapps.us/manuscript/1050,"Paper, about 9 3/8 in. by 6 3/4, consisting of 50 leaves (Add. 17,256, foll. 83—132), some of which are stained and torn, especially foll. 83, 93, 94, 103, 104, 131, and 132. The. quires, 11 in number, are, signed with letters, and also with Coptic, ciphers at the top, (fol. 84 a, ; fol. 94 a, ). The first six have been lost, with the exception of a single loaf.",,50 leaves,50,50,done,Kurt Urban,FALSE,
/data/tei/400.xml,http://syriaca.org/manuscript/401,https://bl.vuexistapps.us/manuscript/400,"Vellum, about 6 3/4 in. by 4 3/4, consisting of 18 leaves, several of which are slightly stained and torn, especially foll. 11—13 and 18. The number of lines in each page varies from 26 to 37. This manuscript is palimpsest; cf. the lower text .",,18 leaves,18,18,done,Kurt Urban,FALSE,
/data/tei/400.xml,http://syriaca.org/manuscript/1478,https://bl.vuexistapps.us/manuscript/400,"This manuscript is palimpsest; cf. the upper text . Some of the rubrics are still quite legible; for example, foll. 1 a, 4 b, 6 b, 7 a, 8 b, 11 a, and 13 b. The text can be read with considerable ease in most places, but particularly on foll. 1 a and 18 b, which have been left blank by the Syrian scribe.",,#N/A,#N/A,18,done,Kurt Urban,#N/A,
/data/tei/400.xml,http://syriaca.org/manuscript/402,https://bl.vuexistapps.us/manuscript/400,"Eight vellum leaves, 6 1/2 in. by 4 7/8, with from 18 to 28 lines in each page (Add. 14,638, foll. 19—26).",,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/323.xml,http://syriaca.org/manuscript/323,https://bl.vuexistapps.us/manuscript/323,"Vellum, about 9 7/8 in. by 6 3/4, consisting of 137 leaves, many of which are much stained and torn, especially foll. 5, 7, 8, 17, 35, 44, 45, 54, 55, 58—93 (soaked in oil), 136 and 137. The quires, signed with letters, were originally 19 in number, but of these ܘ and ܙ are lost, and several others are very imper¬fect. Leaves are wanting at the beginning, as well as after foll. 8, 16, 23, 55, 57, 58, 78, 80, 82 and 83. Each page is divided into two columns, of from 29 to 41 lines.",137,137 leaves,137,137,done,Kurt Urban,TRUE,
/data/tei/1134.xml,http://syriaca.org/manuscript/1134,https://bl.vuexistapps.us/manuscript/1134,"Vellum, about 15 1/8 in. by 11 3/8, consisting of 18 leaves, some of which are much stained and mutilated, especially foll. 3, 5, 6, 9, 16, and 17. Leaves are wanting at the beginning and end, as well as after foll. 8, 9, 10, 12, 14, 15, and 16. Each page is divided into two columns, of from 40 to 49 lines.",,18 leaves,18,18,done,Kurt Urban,FALSE,
/data/tei/301.xml,http://syriaca.org/manuscript/301,https://bl.vuexistapps.us/manuscript/301,"Vellum, about 10 1/8 in. by 6 7/8 , consisting of 50 leaves, many of which are much stained and torn, especially foll. 2, 4, 7, 8, 11, 18— 21, 30, 38, 39, 44, 45, and 48—50. The quires are signed with letters, but only one of them (ܝܛ fol. 30) is complete, leaves being wanting at the beginning, as well as after foll. 1, 2, 4, 5, 8, 9, 10, 14, 20, 21, 23, 24, 27, 39, 42, 46, and 47. Each page is divided into two columns, of from 27 to 32 lines.",50,50 leaves,50,50,done,Kurt Urban,TRUE,
/data/tei/26.xml,http://syriaca.org/manuscript/26,https://bl.vuexistapps.us/manuscript/26,"Vellum, about 10 3/4 in. by 7 3/8 leaves, one of which (fol. 29) is much stained and torn. The quires are signed with letters. From fol. 91 b to the end, the pages are divided into two columns. There are from 30 to 35 lines in each full page or column. The writing of the text is a fine regular Estrangělā, but the notes are in a smaller, cursive character. Leaves are wanting after foll. 31, 32, and 33. This volume is dated A. Gr. 1115, A.D. 804",177,8 leaves,8,177,done,Kurt Urban,FALSE,
/data/tei/140.xml,http://syriaca.org/manuscript/140,https://bl.vuexistapps.us/manuscript/140,"Vellum, about 9 5/8 in. by 6 1/4, consisting of 139 leaves, some of which are slightly stained and torn, especially foll. 58, 119, and 120. Foll. 75 —84 have been thoroughly soaked in oil. The quires, signed with letters, were originally 17 in number, of whichܝܕandܝܙare now lost. Leaves are also wanting at the beginning, and after foll. 20 and 21. Each page is divided into two columns, of from 24 to 31 lines. The writing is a good, regularEstrangelaof the viith cent.; many Greek vowels (ܰ, ܰ, ܰ, ܰ, , , ,)have been added, in the first half, by a later hand.",139,139 leaves,139,139,done,Kurt Urban,TRUE,
/data/tei/1043.xml,http://syriaca.org/manuscript/1043,https://bl.vuexistapps.us/manuscript/1043,"Paper, about 5 1/4 in. by 3 3/4, consisting of 196 leaves, a few of which are much stained and torn, especially foll. 8, 9, 11, 12, 20, and 21. The quires, signed with letters, are 19 in number, of which the first two are missing. Leaves are also wanting after foll. 8, 55, 138, 165, and 196. There are from 16 to 22 lines in each page.",,196 leaves,196,196,done,Kurt Urban,FALSE,
/data/tei/761.xml,http://syriaca.org/manuscript/761,https://bl.vuexistapps.us/manuscript/761,"A manuscript, about 7 3/4 in. by 5 3/8, consisting of 85 leaves, of which foll. 21—60 are vellum, the rest paper. Most of the latter are much stained and torn, especially foll. 1—13 , 20 , and 70—85 . The quires, signed with both Greek and Syriac letters, seem to have been about 12 in number. Leaves are wanting at the beginning and end, as well as after foll. 20 , 70 , and 77 . There are from 17 to 23 lines in each page.",,85 leaves,85,85,done,Kurt Urban,FALSE,
/data/tei/35.xml,http://syriaca.org/manuscript/36,https://bl.vuexistapps.us/manuscript/35,"Vellum, about 10 1/8 in. by 6 3/4, consisting of 108 leaves. Thequires, 11 in number, are signed with both arithmetical figures and letters; a later hand has renumbered them with letters only. Each page is divided into two columns, of from 32 to 34 lines. This manuscript is written in a fine, regular Estrangělā, and dated A. Gr. 895, A.D. 584. Foll. 54, 55, 64, 65, 91 and 98, are in a different and somewhat later hand.",108,108 leaves,108,108,done,Kurt Urban,TRUE,
/data/tei/35.xml,http://syriaca.org/manuscript/37,https://bl.vuexistapps.us/manuscript/35,"Vellum, about 10 1/8 in. by 6 3/4, consisting of 77 leaves (see Add. 12,160, foll. 153-185 ). The quires were originally at least 15 in number; but ܐ , ܘ , ܙ , ܚ , ܛ , ܝ , and ܝܗ are entirely lost, and ܒ is imperfect, a leaf being wanting after fol, 109, and another after fol. 115. They are signed with both letters and arithmetical figures, but a later hand has renumbered them with letters only. Each page is divided into two columns, of from 25 to 33 lines.",44,77 leaves,77,33,done,Kurt Urban,FALSE,"Please double check this and the following one. They seem to both comprise 77 leaves, with the Part 2 being 33 leaves (153-185) and Part 3 being 44 (109-152). This feels backwards in order, with the earlier folios being a later part."
/data/tei/35.xml,http://syriaca.org/manuscript/1226,https://bl.vuexistapps.us/manuscript/35,"Vellum, about 10 1/8 in. by 6 3/4, consisting of 77 leaves (see Add. 12,160, foll. 109-152 ). The quires were originally at least 15 in number; but ܐ , ܘ , ܙ , ܚ , ܛ , ܝ , and ܝܗ are entirely lost, and ܒ is imperfect. They are signed with both letters and arithmetical figures, but a later hand has renumbered them with letters only. Each page is divided into two columns, of from 25 to 33 lines.",33,77 leaves,77,44,done,Kurt Urban,FALSE,
/data/tei/747.xml,http://syriaca.org/manuscript/747,https://bl.vuexistapps.us/manuscript/747,"Vellum, about 6 5/8 in. by 5, consisting of 90 leaves, the first eight of which, in particular, are slightly stained and mutilated. At present it consists of 12 quires, signed with Syriac (and, at a later period, with Greek) letters, of which the first three and the last are very imperfect. Leaves are wanting at the beginning and end, as well as after foll. 4, 6, 8, and 89. There are from 24 to 29 lines in each page.",90,90 leaves,90,90,done,Kurt Urban,TRUE,
/data/tei/764.xml,http://syriaca.org/manuscript/1534,https://bl.vuexistapps.us/manuscript/764,"Vellum, about 6 3/8 in. by 4 5/8, consisting of 189 leaves, some of which are much stained and torn, especially foll. 1, 2, 12, 13, 16, 17, 58—61, 188 and 189. The quires, partially signed with letters, are about 18 in number. Leaves are wanting at the beginning and end, as well as after fol. 9 ; The missing leaf is Add. 14,523 , fol. 38 . and the greatest part of fol. 59 has been torn away. There are from 12 to 18 lines in each page. This manuscript is palimpsest throughout, being written on no less than four older manuscripts (see Add. 17,135, foll. 1-8, 11-30, 35-44, and 46-49, lower text , Add. 17,135, foll. 9-10, 31-34, and 45, lower text , Add. 17,135, foll. 50-136, 139-157, 160-187, and 189, lower text , and Add. 17,135, foll. 137-138, 158-159, and 188, lower text ).",,189 leaves,189,189,done,Kurt Urban,FALSE,
/data/tei/764.xml,http://syriaca.org/manuscript/1535,https://bl.vuexistapps.us/manuscript/764,"Vellum leaves, about 6 3/8 in. by 4 5/8, from a manuscript written in three columns (e.g. fol. 8). These leaves are palimpsest (see Add. 17,135, upper text ).",,#N/A,#N/A,42,done,Kurt Urban,#N/A,
/data/tei/764.xml,http://syriaca.org/manuscript/1536,https://bl.vuexistapps.us/manuscript/764,"Vellum leaves, about 6 3/8 in. by 4 5/8, from another manuscript, written in two columns. These leaves are palimpsest (see Add. 17,135, upper text ).",,#N/A,#N/A,7,done,Kurt Urban,#N/A,
/data/tei/764.xml,http://syriaca.org/manuscript/1537,https://bl.vuexistapps.us/manuscript/764,"Vellum leaves, about 6 3/8 in. by 4 5/8. They are palimpsest (see Add. 17,135, upper text ).",,#N/A,#N/A,135,done,Kurt Urban,#N/A,
/data/tei/764.xml,http://syriaca.org/manuscript/1538,https://bl.vuexistapps.us/manuscript/764,"Vellum leaves, about 6 3/8 in. by 4 5/8, from a manuscript of about the viiith cent. They are palimpsest (see Add. 17,135, upper text ).",,#N/A,#N/A,5,done,Kurt Urban,#N/A,
/data/tei/415.xml,http://syriaca.org/manuscript/416,https://bl.vuexistapps.us/manuscript/415,"Vellum, about 10 1/4 in. by 6 3/4, consisting of 179 leaves. The quires, signed with letters, are 18 in number. There are from 26 to 37 lines in each page.",,179 leaves,179,179,done,Kurt Urban,FALSE,
/data/tei/415.xml,http://syriaca.org/manuscript/417,https://bl.vuexistapps.us/manuscript/415,"Vellum, about 10 3/8 in. by 6 7/8, consisting of 26 leaves (Add. 14,649, foll. 180—205), the last of which is slightly soiled. The quires, 3 in number, are signed with letters ( ܡܒ to ܡܕ ). Each page is divided into two columns, of from 36 to 47 lines.",,26 leaves,26,26,done,Kurt Urban,FALSE,
/data/tei/124.xml,http://syriaca.org/manuscript/1568,https://bl.vuexistapps.us/manuscript/124,"Vellum, about 11 7/8 in. by 9 1/2, consisting of 88 leaves, several of which are much stained and torn, especially foll. 1, 42, 52, and 53. The quires, of which the original number is uncertain, seem to have been signed with letters (see fol. 43 a, ܝ ) Leaves are wanting after foll. 38, 40, 51, 52, 53 and 72. Each page is divided into two columns, of from 22 to 26 lines. Fol. 12-15 and fol. 88 are later additions of the xiith and xiiith centuries (see Add. 14,451, foll. 12-15 and Add. 14,451, fol. 88 upper text ); the last leaf is palimpsest (see Add. 14,451, fol. 88 lower text ).",,88 leaves,88,88,done,Kurt Urban,FALSE,
/data/tei/124.xml,http://syriaca.org/manuscript/1569,https://bl.vuexistapps.us/manuscript/124,"Vellum, about 11 7/8 in. by 9 1/2. These leaves are later additions of the xiith and xiiith centuries (see Add. 14,451 and Add. 14,451, foll. 1-11, 16-87 ).",,#N/A,#N/A,4,done,Kurt Urban,#N/A,
/data/tei/124.xml,http://syriaca.org/manuscript/1570,https://bl.vuexistapps.us/manuscript/124,"Vellum, about 11 7/8 in. by 9 1/2. This folio is a later addition of the xiith and xiiith centuries and is palimpsest (see Add. 14,451 , Add. 14,451, foll. 1-11, 16-87 , and Add. 14,451, fol. 88, lower text ).",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/124.xml,http://syriaca.org/manuscript/1571,https://bl.vuexistapps.us/manuscript/124,"Vellum, about 11 7/8 in. by 9 1/2. This leaf is palimpsest (see Add. 14,451, fol. 88, upper text ). It was the first leaf of the second quire ( ܒ ) of a lectionary, of the xth cent. (see Add. 14,452, fol. 58, lower text ).",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/349.xml,http://syriaca.org/manuscript/349,https://bl.vuexistapps.us/manuscript/349,"Vellum, about 11 3/8 in. by 7 3/8, consisting of 96 leaves, a few of which are much stained and soiled, especially foll. 1, 2, 34, and 96. The quires, signed with letters, were originally at least 12 in number, but the last is now lost, and the first and tenth are imperfect, one leaf being missing at the beginning, and another after fol. 81. Each page is divided into two columns, of from 40 to 50 lines.",,96 leaves,96,96,done,Kurt Urban,FALSE,
/data/tei/1115.xml,http://syriaca.org/manuscript/1115,https://bl.vuexistapps.us/manuscript/1115,"Vellum, about 13 3/8 in. by 9 5/8, consisting of 196 leaves, some of which are slightly stained and torn, especially foll. 192—196. The quires, signed with letters, are 19 in number. Each page is divided into two columns of 23 lines.",,196 leaves,196,196,done,Kurt Urban,FALSE,
/data/tei/361.xml,http://syriaca.org/manuscript/361,https://bl.vuexistapps.us/manuscript/361,"Vellum, about 10 7/8 in. by 7 3/8, consisting of 172 leaves. The quires, signed with letters, were 20 in number, but ܓ and ܕ are now lost. Leaves are also wanting after foll. 2, 126, and 132. Each page is divided into two columns, of from 32 to 40 lines.",,172 leaves,172,172,done,Kurt Urban,FALSE,
/data/tei/39.xml,http://syriaca.org/manuscript/1426,https://bl.vuexistapps.us/manuscript/39,"Vellum, about 10 in. by 6 1/2, consisting of 230 leaves, some of which are much stained (e.g. foll. 186 and 187) and not a few more or less torn (e.g. foll. 10, 19, 36, 56, 57, 65—68, 126, 141, 171, 185—188). The quires, signed with letters, are 26 in number, but nearly the whole of and ܛ has been lost, and several of the others are imperfect. Leaves are wanting after foll. 26, 27, 57, 61, 64, 70, 72, 73, 184, and 185. Each page is divided into two columns, containing, in the older part of the manuscript, from 31 to 36 lines.",,230 leaves,230,230,done,Kurt Urban,FALSE,
/data/tei/39.xml,http://syriaca.org/manuscript/1427,https://bl.vuexistapps.us/manuscript/39,"Vellum, about 10 in. by 6 1/2, consisting of 230 leaves, some of which are much stained and not a few more or less torn (e.g. 227 —230). The quires, signed with letters, are 26 in number, but nearly the whole of and ܛ has been lost, and several of the others are imperfect. Each page is divided into two columns, containing from 31 to 44 lines.",,230 leaves,230,230,done,Kurt Urban,FALSE,
/data/tei/570.xml,http://syriaca.org/manuscript/570,https://bl.vuexistapps.us/manuscript/570,"Paper, about 10 3/8 in. by 7, consisting of 71 leaves. The quires, signed with letters, are 7 in number. Each page (with the exception of foll. 48 a and 65—71) is divided into two columns, of from 17 to 21 lines.",,71 leaves,71,71,done,Kurt Urban,FALSE,
/data/tei/362.xml,http://syriaca.org/manuscript/362,https://bl.vuexistapps.us/manuscript/362,"Vellum, about 9 7/8 in. by 6 3/8, consisting of 27 leaves, the last of which is much stained and torn. The quires are now numbered with letters from ܝܛ to ܟܒ ; but what the original signatures were, does not appear. The volume is imperfect both at the beginning and end, and leaves are also wanting after foll. 21 and 25 . Each page is divided into two columns, of from 23 to 27 lines.",,27 leaves,27,27,done,Kurt Urban,FALSE,
/data/tei/790.xml,http://syriaca.org/manuscript/791,https://bl.vuexistapps.us/manuscript/790,"Vellum, about 9 5/8 in. by 6 ½, consisting of 48 leaves, many of which are stained by water, and some of them much torn, espeicially foll. 1—10. The quires, apparently signed with letters, were originally six in number, but the first is now lost. Each page has two columns, of from 31 to 36 lines.",,48 leaves,48,48,done,Kurt Urban,FALSE,
/data/tei/790.xml,http://syriaca.org/manuscript/792,https://bl.vuexistapps.us/manuscript/790,"Eight vellum leaves (Add. 17,158, foll. 49—56), 9 3/4 in. by 6 1/2, each page divided into two columns, of from 25 to 27 lines.",,#N/A,#N/A,8,done,Kurt Urban,#N/A,
/data/tei/790.xml,http://syriaca.org/manuscript/793,https://bl.vuexistapps.us/manuscript/790,"A vellum leaf, 9 5/8 in. 6 1/2. Each page is divided into two columns, of from 30 to 35 lines.",,#N/A,#N/A,1,done,Kurt Urban,#N/A,
/data/tei/153.xml,http://syriaca.org/manuscript/153,https://bl.vuexistapps.us/manuscript/153,"Vellum, about 9 1/4 in. by 5 7/8, consisting of 176 leaves, some of which are slightly stained and torn, especially foll.1—10, 22, 41, 68, 87—90, 97—100, 108, 118, 123, 125,152,161, and 171. The quires, 18 in number, are now signed with letters, but it does not appear what the original signatures were. Each page is divided into two columns, of from 40 to 48 lines. This manuscript is written in an elegant Edessene hand of the vthor vithcent., with the exception of foll. 96, 101 and 154—163, which seem to be of the ixthcent.",176,176 leaves,176,176,done,Kurt Urban,TRUE,
/data/tei/629.xml,http://syriaca.org/manuscript/630,https://bl.vuexistapps.us/manuscript/629,"Paper, about 6 1/2 in. by 4 3/4, consisting of 115 leaves, the first 30 of which are much torn. The quires, signed with letters, were originally 20 in number, but of these the first eight are now entirely lost. Leaves are also wanting after foll. 29 and 44. There are from 18 to 25 lines in each page.",,115 leaves,115,115,done,Kurt Urban,FALSE,
/data/tei/629.xml,http://syriaca.org/manuscript/1497,https://bl.vuexistapps.us/manuscript/629,"Paper, about 6 1/2 in. by 4 7/8, consisting of 8 leaves (Add. 14,729, foll. 116—123), with from 25 to 28 lines in each page.",,8 leaves,8,7,done,Kurt Urban,FALSE,Please check that these two rows are not duplicates. They have the same description and refer to the same range of folios (116-123).
/data/tei/629.xml,http://syriaca.org/manuscript/1498,https://bl.vuexistapps.us/manuscript/629,"Paper, about 6 1/2 in. by 4 7/8, consisting of 8 leaves (Add. 14,729, foll. 116—123), with from 25 to 28 lines in each page.",,8 leaves,8,1,done,Kurt Urban,FALSE,
/data/tei/629.xml,http://syriaca.org/manuscript/632,https://bl.vuexistapps.us/manuscript/629,"Paper, about 6 1/2 in. by 4 3/4, consisting of 69 leaves (Add. 14,729, foll. 124—192), some of which are much torn, especially foll. 124—130 and 179—192. The quires, signed with letters, were originally 13 in number, but ܒ - ܘ are now lost, ܐ , ܙ , and ܝܓ are imperfect. Consequently, there are lacunae after foll. 130 and 187. Each page has from 16 to 24 lines.",,69 leaves,69,69,done,Kurt Urban,FALSE,
/data/tei/629.xml,http://syriaca.org/manuscript/633,https://bl.vuexistapps.us/manuscript/629,"Six paper leaves, about 6 ½ in. by 4 1/2, the first and last of which are slightly torn (Add. 14,729, foll. 193—198). There are from 19 to 23 lines in each page.",,#N/A,#N/A,6,done,Kurt Urban,#N/A,
/data/tei/629.xml,http://syriaca.org/manuscript/634,https://bl.vuexistapps.us/manuscript/629,"Paper, about 6 1/2 in. by 4 7/8, consisting of 36 leaves (Add. 14,729, foll. 199—234), some of which, towards the end, are much torn. The quires, signed with letters, are four in number, the last being imperfect. Leaves are wanting after fol. 229, and at the end. There are from 20 to 25 lines in each page.",,36 leaves,36,36,done,Kurt Urban,FALSE,
/data/tei/812.xml,http://syriaca.org/manuscript/1215,https://bl.vuexistapps.us/manuscript/812,"Vellum, about 7 in. by 5 1/8 consisting of 8 leaves, all of which are much stained and torn. Leaves are wanting after foll. 2 and 8.",8,8 leaves,8,8,done,Kurt Urban,TRUE,
/data/tei/812.xml,http://syriaca.org/manuscript/1216,https://bl.vuexistapps.us/manuscript/812,"Vellum, about 7 in. by 5 1/8 consisting of 108 leaves, some of which are much stained and torn, especially foll. 9—13, 105—107, 111, 112, and 114. The quires, signed with both letters and arithmetical figures, are 13 in number. Leaves are wanting after foll. 26, 29, 35, and 114. Each page is divided into two columns, of from 20 to 25 lines.",108,108 leaves,108,108,done,Kurt Urban,TRUE,
/data/tei/75.xml,http://syriaca.org/manuscript/75,https://bl.vuexistapps.us/manuscript/75,"Vellum, about 12 3/8 in. by 9 5/8, consisting of 51 leaves, some of which are much stained, and two, foll. 45 and 51, much torn. The quires are signed with letters. Leaves are wanting after foll. 19, 42, 48 and 50. Each page is divided into three columns, of from 40 to 77 lines.",51,51 leaves,51,51,done,Kurt Urban,TRUE,
/data/tei/413.xml,http://syriaca.org/manuscript/413,https://bl.vuexistapps.us/manuscript/413,"Vellum, about 11 3/8 in. by 7 1/4, consisting of 171 leaves, some of which are much stained and torn, especially foll. 1 , 2 , 5 , 82 , 83 , 90 , 142 , and 171 . The quires, signed with letters, were originally 20 in number, but the tenth is lost, and several others are imperfect, leaves being wanting after foll. 2 , 3 , 5 , 13 , 82 , 89 , 121 , and 123 . Each page is divided into two columns, of from 36 to 44 lines.",,171 leaves,171,171,done,Kurt Urban,FALSE,
/data/tei/832.xml,http://syriaca.org/manuscript/832,https://bl.vuexistapps.us/manuscript/832,"Vellum, about 9⅜ in. by 6¼, consisting of 34 leaves, several of which are much stained and torn, especially foll. 1, 3, 7, 10, 12, 17, 19, 29, 30, and 34. The quires, signed with letters, were once at least 9 in number; but the first three and the last are entirely lost. Leaves are also missing after foll. 10, 18, 29, 31, and 33. There are from 26 to 47 lines in each page.",,34 leaves,34,34,done,Kurt Urban,FALSE,
/data/tei/291.xml,http://syriaca.org/manuscript/291,https://bl.vuexistapps.us/manuscript/291,"Vellum, about 10 3/4 in. by 8, consisting of 112 leaves, many of which are much stained and torn, especially foll. 1—12, 45, 59, 69, 82, 83, 87, 88, 91, 92, 94—96, 98—101, 104 and 112. The quires were at least 18 in number (fol. 105, ܝܚ). They are signed with both letters and arithmetical figures (e.g. fol. 47, ܛ and %). Leaves are wanting at the begin¬ning, as well as after foll. 1, 11, 14, 70, 73, 87, 89, 90, 91, 92, 94, 96, 97 and 103. Each page is divided into two columns, of from 28 to 36 lines.",112,112 leaves,112,112,done,Kurt Urban,TRUE,
/data/tei/324.xml,http://syriaca.org/manuscript/324,https://bl.vuexistapps.us/manuscript/324,"Vellum, about 10 in. by 6 7/8, consisting of 150 leaves, some of which are much stained and torn, especially foll. 41, 101, 119, 120, 131, 136, 138, 143, and 150. The quires, signed with letters, were at least 20 in number, but of these the first is lost, and most of those after ܝܒ are very imperfect. Leaves are wanting after foll. 119, 120, 130, 137, 140,142, and 144. Each page is divided into two columns, of from 21 to 29 lines.",150,150 leaves,150,150,done,Kurt Urban,TRUE,
/data/tei/555.xml,http://syriaca.org/manuscript/556,https://bl.vuexistapps.us/manuscript/555,"Paper, about 6 3/4 in. by 5, consisting of 141 leaves, a few of which are stained and torn, especially fol. 1, 6, 137, and 141. The quires have no signatures. Leaves are wanting at the beginning and end, as well as after foll. 6, 7, 37, 77, 83, 103, 120, 126, 136, and 137. There are from 9 to 13 lines in each page.",,141 leaves,141,141,done,Kurt Urban,FALSE,
