Book Review URI,Book Review CBSS URI,Title,Creator,Year,Reviewed Item URI,Reviewed Item CBSS URI,Is Reviewed Item Deprecated
http://zotero.org/groups/4861694/items/5NMHZPD2,http://syriaca.org/cbss/5NMHZPD2,"Review of Emma Loosley, The Architecture and Liturgy of the Bema in fourth- to sixth-century Syrian Churches",Cassis,2005-07,http://zotero.org/groups/4861694/items/2CTIICAM,http://syriaca.org/cbss/2CTIICAM,False
http://zotero.org/groups/4861694/items/JFAHB5G5,http://syriaca.org/cbss/JFAHB5G5,"Reviw of Emma Loosley, The Architecture and Liturgy of the Bema in Fourth-to-Sixth Century Syrian Churches",Cassis,2005,http://zotero.org/groups/4861694/items/F57YUB4R,http://syriaca.org/cbss/F57YUB4R,False
http://zotero.org/groups/4861694/items/I2CKWCSG,http://syriaca.org/cbss/I2CKWCSG,"Review of Frédéric Macler, Histoire de saint Azazaïl: texte syriaque inédit avec introduction et traduction française, précédée des Actes grecs de saint Pancrace, publiés pour la première fois",Chabot,1905,http://zotero.org/groups/4861694/items/RZE7XD82,http://syriaca.org/cbss/RZE7XD82,True
http://zotero.org/groups/4861694/items/RM6ZGQRR,http://syriaca.org/cbss/RM6ZGQRR,"Review of Frédéric Macler, Histoire de saint Azazaïl: texte syriaque inédit avec introduction et traduction française, précédée des Actes grecs de saint Pancrace, publiés pour la première fois",Chabot,1905,http://zotero.org/groups/4861694/items/WS442KS4,http://syriaca.org/cbss/WS442KS4,False
http://zotero.org/groups/4861694/items/GTAI5CDQ,http://syriaca.org/cbss/GTAI5CDQ,"Review of Gerald R. Blaszczak, A Formcritical Study of Selected Odes of Solomon: Journal of Biblical Literature",Charlesworth,1988-03,http://zotero.org/groups/4861694/items/4YI96WZ4,http://syriaca.org/cbss/4YI96WZ4,False
http://zotero.org/groups/4861694/items/CRZZY47D,http://syriaca.org/cbss/CRZZY47D,"Review of William H. C. Frend, The Rise of the Monophysite Movement: Chapters in the History of the Church in the Fifth and Sixth Centuries",Chesnut,1974,http://zotero.org/groups/4861694/items/RC9H649I,http://syriaca.org/cbss/RC9H649I,False
http://zotero.org/groups/4861694/items/CF3ELV43,http://syriaca.org/cbss/CF3ELV43,"Review of Christelle Jullien, Les Actes de Mār Māri",Chialà,2005,http://zotero.org/groups/4861694/items/92C2HKKE,http://syriaca.org/cbss/92C2HKKE,False
http://zotero.org/groups/4861694/items/B2XP256B,http://syriaca.org/cbss/B2XP256B,"Review of Vincenzo Ruggieri, The Syriac Manuscripts of Tur ‘Abdin in the Fondo Grünwald",Chiala,2018,http://zotero.org/groups/4861694/items/I3N9S3ES,http://syriaca.org/cbss/I3N9S3ES,False
http://zotero.org/groups/4861694/items/HBIQWDWX,http://syriaca.org/cbss/HBIQWDWX,"Review of Vincenzo Ruggieri, The Syriac Manuscripts of Tur ‘Abdin in the Fondo Grünwald",Chiala,2018,http://zotero.org/groups/4861694/items/B7M5Z9IS,http://syriaca.org/cbss/B7M5Z9IS,True
http://zotero.org/groups/4861694/items/SVUXA6F6,http://syriaca.org/cbss/SVUXA6F6,"Review of Nathan Witkamp, Tradition and Innovation: Baptismal Rite and Mystagogy in Theodore of Mopsuestia and Narsai of Nisibis: Hugoye",Childers,2021,http://zotero.org/groups/4861694/items/BU9VCU7W,http://syriaca.org/cbss/BU9VCU7W,True
http://zotero.org/groups/4861694/items/G9TEMREZ,http://syriaca.org/cbss/G9TEMREZ,"Review of Nathan Witkamp, Tradition and Innovation: Baptismal Rite and Mystagogy in Theodore of Mopsuestia and Narsai of Nisibis",Childers,2021,http://zotero.org/groups/4861694/items/B3E9FYGL,http://syriaca.org/cbss/B3E9FYGL,False
http://zotero.org/groups/4861694/items/S2WJD4V3,http://syriaca.org/cbss/S2WJD4V3,"Review of Douglas J. Fox, The ‘Matthew-Luke Commentary‘ of Philoxenus. Text, Translation and Critical Analysis",Coakley,1980-10-01,http://zotero.org/groups/4861694/items/PB94P26N,http://syriaca.org/cbss/PB94P26N,False
http://zotero.org/groups/4861694/items/JDIHVN3B,http://syriaca.org/cbss/JDIHVN3B,"Review of Johan D. Hofstra, Isho‘dad of Merw. Commentary on the Gospel of John",Coakley,2021,http://zotero.org/groups/4861694/items/2EC97BLS,http://syriaca.org/cbss/2EC97BLS,False
http://zotero.org/groups/4861694/items/7757I2HT,http://syriaca.org/cbss/7757I2HT,"Review of John Joseph, The Modern Assyrians of the Middle East: Encounters with Western Missions, Archaeologists and Colonian Powers",Coakley,2002,http://zotero.org/groups/4861694/items/83CS33QD,http://syriaca.org/cbss/83CS33QD,False
http://zotero.org/groups/4861694/items/ADI9PE3K,http://syriaca.org/cbss/ADI9PE3K,"Review of Wilhelm Winkler, The Church of the East: A Concise History",Coakley,2004-07,http://zotero.org/groups/4861694/items/CT67QHSQ,http://syriaca.org/cbss/CT67QHSQ,False
http://zotero.org/groups/4861694/items/IN3W73ZV,http://syriaca.org/cbss/IN3W73ZV,"Review of Edwin A. Abbott, The Odes of Solomon",Connolly,1913-01-01,http://zotero.org/groups/4861694/items/IHJUD4VX,http://syriaca.org/cbss/IHJUD4VX,False
http://zotero.org/groups/4861694/items/YQF6772Y,http://syriaca.org/cbss/YQF6772Y,"Review of Francis Crawford Burkitt, The Syriac Forms of New Testament Proper Names",Connolly,1913,http://zotero.org/groups/4861694/items/R8BB2S9Y,http://syriaca.org/cbss/R8BB2S9Y,False
http://zotero.org/groups/4861694/items/4RFXWLRV,http://syriaca.org/cbss/4RFXWLRV,"Review of Gerhard Kittel, Die Oden Salomos: überarbeitet oder einheitlich?","Connolly, Kittel",1914,http://zotero.org/groups/4861694/items/MVCGVR2J,http://syriaca.org/cbss/MVCGVR2J,False
http://zotero.org/groups/4861694/items/Y3DCSTL5,http://syriaca.org/cbss/Y3DCSTL5,"Review of John Henry Bernard, The Odes of Solomon. 'Texts and Studies' vol. viii no. 3","Bernard, Connolly",1913,http://zotero.org/groups/4861694/items/5GP5JHT8,http://syriaca.org/cbss/5GP5JHT8,False
http://zotero.org/groups/4861694/items/IAFZHYMZ,http://syriaca.org/cbss/IAFZHYMZ,"Review of Margaret Dunlop Gibson, The Commentaries of Isho'dad of Merv","Connolly, Gibson, Harris",1912,http://zotero.org/groups/4861694/items/QUNNPY2C,http://syriaca.org/cbss/QUNNPY2C,False
http://zotero.org/groups/4861694/items/Q8SR8MN9,http://syriaca.org/cbss/Q8SR8MN9,"Review of Paul Bedjan, The Apology Of Nestorius",Connolly,1911-04-01,http://zotero.org/groups/4861694/items/YD23PBGC,http://syriaca.org/cbss/YD23PBGC,False
http://zotero.org/groups/4861694/items/NRWAKQ2R,http://syriaca.org/cbss/NRWAKQ2R,"Review of Andrew Palmer, Sebastian P. Brock, Robert G. Hoyland, The Seventh Century in the West-Syrian Chronicles","Conrad, Palmer, Brock, Hoyland",1996,http://zotero.org/groups/4861694/items/F3EN8J83,http://syriaca.org/cbss/F3EN8J83,False
http://zotero.org/groups/4861694/items/B8RSGN4H,http://syriaca.org/cbss/B8RSGN4H,Review of Dorothea Weltecke Die “Beschreibung der Zeiten” von Mor Michael dem Grossen (1126–1199): Eine Studie zu ihrem historiographiegeschichtlichen Kontext,Conrad,2005/07,http://zotero.org/groups/4861694/items/DUNJURUL,http://syriaca.org/cbss/DUNJURUL,False
http://zotero.org/groups/4861694/items/UPRNG93W,http://syriaca.org/cbss/UPRNG93W,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",Conrad,1989,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/T4AVAXNF,http://syriaca.org/cbss/T4AVAXNF,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",Conrad,1990,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/WTZQVF2E,http://syriaca.org/cbss/WTZQVF2E,"Review of Alessandro Mengozzi, Religious Poetry in Vernacular Syriac from Northern Iraq (17th–20th Centuries): An Anthology",Contini,2013,http://zotero.org/groups/4861694/items/3XYY8Y39,http://syriaca.org/cbss/3XYY8Y39,False
http://zotero.org/groups/4861694/items/Y6929QMX,http://syriaca.org/cbss/Y6929QMX,"Review of Fabrizio A. Pennacchietti, Il ladrone e il cherubino. Dramma liturgico cristiano orientale in siriaco e neoaramaico",Contini,1996,http://zotero.org/groups/4861694/items/XFDL23G8,http://syriaca.org/cbss/XFDL23G8,False
http://zotero.org/groups/4861694/items/IGIPDNLV,http://syriaca.org/cbss/IGIPDNLV,"Review of Massimo Pazzini, Il libro di Rut la moabita. Analisi del testo siriaco",Contini,,http://zotero.org/groups/4861694/items/TII3THBU,http://syriaca.org/cbss/TII3THBU,False
http://zotero.org/groups/4861694/items/VKUSZ72P,http://syriaca.org/cbss/VKUSZ72P,"Review of Wolfgang Hage, Syriac Christianity in the East","Contini, Hage",1991,http://zotero.org/groups/4861694/items/TCW7IJ3A,http://syriaca.org/cbss/TCW7IJ3A,False
http://zotero.org/groups/4861694/items/RRLIFV8U,http://syriaca.org/cbss/RRLIFV8U,"Review of Paulus Bedjan, Acta martyrum et sanctorum",Conybeare,1897,http://zotero.org/groups/4861694/items/28V6YELI,http://syriaca.org/cbss/28V6YELI,True
http://zotero.org/groups/4861694/items/AHMIJDQQ,http://syriaca.org/cbss/AHMIJDQQ,"Review of John Lamoreaux, Ḥunayn ibn Isḥāq on His Galen Translations","Cooper, Lamoreaux",2020,http://zotero.org/groups/4861694/items/XUF8T9VB,http://syriaca.org/cbss/XUF8T9VB,False
http://zotero.org/groups/4861694/items/9XQZAPV8,http://syriaca.org/cbss/9XQZAPV8,"Review of Han J.W. Drijvers, Bardaiṣan of Edessa",Danielou,1967,http://zotero.org/groups/4861694/items/QWAFN2IA,http://syriaca.org/cbss/QWAFN2IA,False
http://zotero.org/groups/4861694/items/7NIGWT6X,http://syriaca.org/cbss/7NIGWT6X,"Review of Jean Richard, L'Église dans la France du Midi au lendemain du Grand Schisme",Dauvillier,1979,http://zotero.org/groups/4861694/items/KIZ5J9GK,http://syriaca.org/cbss/KIZ5J9GK,False
http://zotero.org/groups/4861694/items/J3HVNDJV,http://syriaca.org/cbss/J3HVNDJV,Review of Han J. W. Drijvers Bardaiṣan of Edessa,Davids,1970,http://zotero.org/groups/4861694/items/GUPHDVHE,http://syriaca.org/cbss/GUPHDVHE,False
http://zotero.org/groups/4861694/items/ABKNW3N8,http://syriaca.org/cbss/ABKNW3N8,"Review of Taeke Jansma Natuur, Lot en vrijheid. Bardesanes, de filosoof der Arameeërs en Zijn Images",Davids,1971,http://zotero.org/groups/4861694/items/NX3NBTRS,http://syriaca.org/cbss/NX3NBTRS,False
http://zotero.org/groups/4861694/items/6M6ZT7TC,http://syriaca.org/cbss/6M6ZT7TC,"Review of Werner Strothmann, Johannes von Apamea. Sechs Gespräche mit Thomasios, Der Briefwechsel zwischen Thomasios und Johannes und Drei an Thomasios gerichtete Abhandlungen",Davis,1975,http://zotero.org/groups/4861694/items/8SPIRPMF,http://syriaca.org/cbss/8SPIRPMF,False
http://zotero.org/groups/4861694/items/Q3VEJG92,http://syriaca.org/cbss/Q3VEJG92,"Review of Levon Ter-Petrossian, Ananun Edesac‘i. Žamanakagrut‘yun",Dedeyan,1983,http://zotero.org/groups/4861694/items/TT3U4W7V,http://syriaca.org/cbss/TT3U4W7V,False
http://zotero.org/groups/4861694/items/CHJ39BFI,http://syriaca.org/cbss/CHJ39BFI,"Review of Konstantin G. Tsereteli, Grammatica di assiro moderno","Degen, Tsereteli",1973,http://zotero.org/groups/4861694/items/58BAUJES,http://syriaca.org/cbss/58BAUJES,False
http://zotero.org/groups/4861694/items/KHAN7LD2,http://syriaca.org/cbss/KHAN7LD2,"Review of Martha Bassil, L’Office des Quarante Saints Martyrs qui ont été couronnés dans la ville de Sébaste: selon le rite Maronite (Ramšō et Ṣafrō) d’après le manuscrit “Vatican Syriaque 235” (A. D. 1425/1426). Édition critique, traduction et étude liturgico-théologique",De Ghantuz Cubbe,2018,http://zotero.org/groups/4861694/items/YIUMWZF8,http://syriaca.org/cbss/YIUMWZF8,False
http://zotero.org/groups/4861694/items/JC6X7DBU,http://syriaca.org/cbss/JC6X7DBU,"Review of Han J. W. Drijvers, Bardaiṣan of Edessa",De Halleux,1868,http://zotero.org/groups/4861694/items/GUPHDVHE,http://syriaca.org/cbss/GUPHDVHE,False
http://zotero.org/groups/4861694/items/PTAT7XG5,http://syriaca.org/cbss/PTAT7XG5,"Review of Wolfgan Hage, Die syrisch-jakobitische Kirche in frühislamischer Zeit nach orientalischen Quellen",de Halleux,1967,http://zotero.org/groups/4861694/items/P2JIWQQC,http://syriaca.org/cbss/P2JIWQQC,False
http://zotero.org/groups/4861694/items/8MM9DEZ7,http://syriaca.org/cbss/8MM9DEZ7,"Review of William Henry Paine Hatch, An Album of Dated Syriac Manuscripts","Hatch, Della Vida",1948,http://zotero.org/groups/4861694/items/27IGFNL8,http://syriaca.org/cbss/27IGFNL8,False
http://zotero.org/groups/4861694/items/BKB9VZMD,http://syriaca.org/cbss/BKB9VZMD,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",den Heijer,1988,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/2558Q4C6,http://syriaca.org/cbss/2558Q4C6,"Review of Antoine Guillaumont, Évagre le Pontique. Le Gnostique, ou, A celui qui est devenu digne de la science",Desplaces,1989,http://zotero.org/groups/4861694/items/H4RRTZF9,http://syriaca.org/cbss/H4RRTZF9,False
http://zotero.org/groups/4861694/items/JLBJ37Y9,http://syriaca.org/cbss/JLBJ37Y9,"Review of Alain Desreumaux, Françoise Briquel-Chatonnet, Répertoire des bibliothèques et des catalogues de manuscrits syriaques",Detienne,1992,http://zotero.org/groups/4861694/items/DKYFJSCU,http://syriaca.org/cbss/DKYFJSCU,False
http://zotero.org/groups/4861694/items/NGVQBI82,http://syriaca.org/cbss/NGVQBI82,"Review of Aziz S. Atiya, A History of Eastern Christianity",Devos,1970,http://zotero.org/groups/4861694/items/B7GWJ3TG,http://syriaca.org/cbss/B7GWJ3TG,False
http://zotero.org/groups/4861694/items/UU6XXVMP,http://syriaca.org/cbss/UU6XXVMP,"Review of Jean-Maurice Fiey, Jalons pour une histoire de l’Église en Iraq",Devos,,http://zotero.org/groups/4861694/items/TYMHQY7K,http://syriaca.org/cbss/TYMHQY7K,False
http://zotero.org/groups/4861694/items/XR8BX7Q5,http://syriaca.org/cbss/XR8BX7Q5,"Review of Julius Assfalg, Syrische Handschriften: syrische, karšunische, christlich-palästinensische, neusyrische und mandäische Handschriften",Devos,1964,http://zotero.org/groups/4861694/items/5FVKYZCD,http://syriaca.org/cbss/5FVKYZCD,False
http://zotero.org/groups/4861694/items/ZHQNKP7W,http://syriaca.org/cbss/ZHQNKP7W,"The Martyred Church: A History of the Church of the East. By David Wilmshurst. pp. xxi, 522. London, East & West Publishing, 2011.",Dickens,2013/10,http://zotero.org/groups/4861694/items/6CLX9JGK,http://syriaca.org/cbss/6CLX9JGK,False
http://zotero.org/groups/4861694/items/5NPGJEFM,http://syriaca.org/cbss/5NPGJEFM,"Review of Nicholas Sims-Williams, Biblical and Other Christian Sogdian Texts from the Turfan Collection",Dickens,2016,http://zotero.org/groups/4861694/items/RY5C7YUQ,http://syriaca.org/cbss/RY5C7YUQ,False
http://zotero.org/groups/4861694/items/9IGI7XA5,http://syriaca.org/cbss/9IGI7XA5,Review of Tjalling Halbertsma Early Christian Remains of Inner Mongolia.,Dickens,2010/04,http://zotero.org/groups/4861694/items/844G7D4S,http://syriaca.org/cbss/844G7D4S,False
http://zotero.org/groups/4861694/items/C3CPWDCR,http://syriaca.org/cbss/C3CPWDCR,"Review of Franz Winter, Bardesanes von Edessa über Indien. Ein früher syrischer Theologe schreibt über ein fremdes Land",Dihle,2000,http://zotero.org/groups/4861694/items/BVF3XAUR,http://syriaca.org/cbss/BVF3XAUR,False
http://zotero.org/groups/4861694/items/47NSZGNA,http://syriaca.org/cbss/47NSZGNA,"Review of Adam Becker, Fear of God and the Beginning of Wisdom. The School of Nisibis and the Development of Scholastic Culture in Late Antique Mesopotamia","DiTommaso, Becker",,http://zotero.org/groups/4861694/items/QELB3F5Q,http://syriaca.org/cbss/QELB3F5Q,False
http://zotero.org/groups/4861694/items/E779AV44,http://syriaca.org/cbss/E779AV44,"Review of Jack Tannous, The Making of the Medieval Middle East: Religion, Society, and Simple Believers, Some Context for Islam's Rise: Journal of Religion",Donner,2021-04,http://zotero.org/groups/4861694/items/7H6QTJ57,http://syriaca.org/cbss/7H6QTJ57,False
http://zotero.org/groups/4861694/items/B74VESNF,http://syriaca.org/cbss/B74VESNF,"Review of Stewart McCullough, A Short History of Syriac Christianity to the Rise of Islam","McCullough, Donner",1988,http://zotero.org/groups/4861694/items/854W246J,http://syriaca.org/cbss/854W246J,False
http://zotero.org/groups/4861694/items/MZJYTNKH,http://syriaca.org/cbss/MZJYTNKH,"Susan Ashbrook Harvey, Scenting Salvation. Ancient Christianity and the Olfactory Imagination. Berkeley & Los Angeles: University of California, 2006",Doran,2007,http://zotero.org/groups/4861694/items/IR9L5MVG,http://syriaca.org/cbss/IR9L5MVG,False
http://zotero.org/groups/4861694/items/UFU9C8WF,http://syriaca.org/cbss/UFU9C8WF,"Review of Ignatius Aphram Barsoum, The History of Syriac Literature and Sciences",Doumato,2002,http://zotero.org/groups/4861694/items/NUVMUQJI,http://syriaca.org/cbss/NUVMUQJI,False
http://zotero.org/groups/4861694/items/UBELH9AK,http://syriaca.org/cbss/UBELH9AK,"Review of Ignacio Ortiz de Urbina, Patrologia Syriaca",Draguet,1959,http://zotero.org/groups/4861694/items/E4A36P36,http://syriaca.org/cbss/E4A36P36,False
http://zotero.org/groups/4861694/items/FR9UBW59,http://syriaca.org/cbss/FR9UBW59,"Review of Andreas Feldtkeller Identitätssuche des syrischen Urchristentums: Mission, Inkulturation und Pluralität im ältesten Heidenchristentum",Drijvers,1996-01-01,http://zotero.org/groups/4861694/items/BAGJQ944,http://syriaca.org/cbss/BAGJQ944,False
http://zotero.org/groups/4861694/items/6VPZLPWT,http://syriaca.org/cbss/6VPZLPWT,Review of Javier Teixidor Bardesane d’Édesse. La première philosophie syriaque,Drijvers,1996,http://zotero.org/groups/4861694/items/NGFE8WMG,http://syriaca.org/cbss/NGFE8WMG,False
http://zotero.org/groups/4861694/items/F685KXPY,http://syriaca.org/cbss/F685KXPY,"Review of Javier Teixidor, Bardesane d’Édesse. La première philosophie syriaque",Drijvers,1996,http://zotero.org/groups/4861694/items/D643YQ9S,http://syriaca.org/cbss/D643YQ9S,True
http://zotero.org/groups/4861694/items/PTD8DXT7,http://syriaca.org/cbss/PTD8DXT7,"Review of James H. Charlesworth, The Odes of Solomon: The Syriac Texts",Driver,1974,http://zotero.org/groups/4861694/items/BZGQUFIR,http://syriaca.org/cbss/BZGQUFIR,False
http://zotero.org/groups/4861694/items/SJ4LHNT8,http://syriaca.org/cbss/SJ4LHNT8,"Review of J. B. Segal:The Diacritical Point and the Accents in Syriac. (London Oriental Series, No. 2.) xii, 179 pp. with 5 facsimiles. London:Cumberlege, O.U.P., 1953, 45s.",Driver,1955/02,http://zotero.org/groups/4861694/items/GY8A7KIL,http://syriaca.org/cbss/GY8A7KIL,False
http://zotero.org/groups/4861694/items/GS4N42I7,http://syriaca.org/cbss/GS4N42I7,"Review of Antoine Guillaumont, Évagre le Pontique. Le Gnostique, ou, A celui qui est devenu digne de la science",Druet,1999,http://zotero.org/groups/4861694/items/H4RRTZF9,http://syriaca.org/cbss/H4RRTZF9,False
http://zotero.org/groups/4861694/items/32I2P84I,http://syriaca.org/cbss/32I2P84I,"Review of Jack Tannous, The Making of the Medieval Middle East: Religion, Society, and Simple Believers",Dube,"February 12, 2021",http://syriaca.o,http://syriaca.o,
http://zotero.org/groups/4861694/items/DBCIZ7YZ,http://syriaca.org/cbss/DBCIZ7YZ,"Review of Jack Tannous, The Making of the Medieval Middle East: Religion, Society, and Simple Believers, Some Context for Islam's Rise: Journal of Religion",Dube,2021,http://zotero.org/groups/4861694/items/7H6QTJ57,http://syriaca.org/cbss/7H6QTJ57,False
http://zotero.org/groups/4861694/items/RD9Q75W6,http://syriaca.org/cbss/RD9Q75W6,"Review of Werner Strothmann, Johannes von Apamea. Sechs Gespräche mit Thomasios, Der Briefwechsel zwischen Thomasios und Johannes und Drei an Thomasios gerichtete Abhandlungen",Durand,1974,http://zotero.org/groups/4861694/items/8SPIRPMF,http://syriaca.org/cbss/8SPIRPMF,False
http://zotero.org/groups/4861694/items/8LRMVPUD,http://syriaca.org/cbss/8LRMVPUD,"Review of Adrian Drint, Baruch/Syriac Apocalypse of Baruch",Duval,1903,http://zotero.org/groups/4861694/items/4Z8JEE98,http://syriaca.org/cbss/4Z8JEE98,False
http://zotero.org/groups/4861694/items/9AWZDWC9,http://syriaca.org/cbss/9AWZDWC9,"Review of Arthur Adolphe, Vaschalde Three Letters of Philoxenus Bishop of Mabbôgh, Being the Letter to the Monks, the First Letter to the Monks of Beth-Gaugal, and the Letter to Emperor Zeno",Duval,1903,http://zotero.org/groups/4861694/items/FFVKRDIG ,http://syriaca.org/cbss/FFVKRDIG ,
http://zotero.org/groups/4861694/items/C65WUTJK,http://syriaca.org/cbss/C65WUTJK,"Review of Carl Brockelmann, Lexicon Syriacum",Duval,1894,http://zotero.org/groups/4861694/items/7X7L57RW,http://syriaca.org/cbss/7X7L57RW,False
http://zotero.org/groups/4861694/items/J7K2FZQI,http://syriaca.org/cbss/J7K2FZQI,"Review of Ernest A. Wallis Budge, The Book of Governors: The Historia Monastica of Thomas, Bishop of Margâ A.D. 840, Edited from Syriac Manuscripts in the British Museum and Other Libraries",Duval,1894,http://zotero.org/groups/4861694/items/QY25AQYD,http://syriaca.org/cbss/QY25AQYD,False
http://zotero.org/groups/4861694/items/9R4XHU7H,http://syriaca.org/cbss/9R4XHU7H,"Review of Ernest Walter Brooks, The Sixth Book of the Select Letters of Severus, Patriarch of Antioch, in the Syriac Version of Athanasius of Nisibis",Duval,1903,http://zotero.org/groups/4861694/items/X695E8SG,http://syriaca.org/cbss/X695E8SG,False
http://zotero.org/groups/4861694/items/295DJKSB,http://syriaca.org/cbss/295DJKSB,"Review of Frederick John Hamilton, The Syriac Chronicle Known as that of Zachariah of Mitylene",Duval,1900,http://zotero.org/groups/4861694/items/YZASZQ74,http://syriaca.org/cbss/YZASZQ74,False
http://zotero.org/groups/4861694/items/26GD2XRC,http://syriaca.org/cbss/26GD2XRC,"Review of Jean Baptiste Chabot, La légende de Mar Bassus, martyr persan, suivie de l’histoire de la fondation de son couvent à Apamée, d’après un manuscrit de la Bibliothèque Nationale",Duval,1893,http://zotero.org/groups/4861694/items/5JS778MD,http://syriaca.org/cbss/5JS778MD,False
http://zotero.org/groups/4861694/items/MC9S67NC,http://syriaca.org/cbss/MC9S67NC,"Review of Jean Baptiste Chabot, Chronique de Michel le Syrien, patriarche jacobite d’Antioche (1166–1199)",Duval,1903,http://zotero.org/groups/4861694/items/KIK699I5,http://syriaca.org/cbss/KIK699I5,False
http://zotero.org/groups/4861694/items/QMR5ZJTT,http://syriaca.org/cbss/QMR5ZJTT,"Review of Jean Baptiste Chabot, Synodicon orientale ou recueil de synodes nestoriens",Duval,1903,http://zotero.org/groups/4861694/items/CERNBWKN,http://syriaca.org/cbss/CERNBWKN,False
http://zotero.org/groups/4861694/items/QXPCLC9G,http://syriaca.org/cbss/QXPCLC9G,"Review of Johannes de Zwaan, The Treatise of Dionysius bar Salibhi against the Jews. Part 1: The Syriac Text Edited from a Mesopotamian Ms. (Cod. Syr. Harris. 83)",Duval,1906,http://zotero.org/groups/4861694/items/M43JX35N,http://syriaca.org/cbss/M43JX35N,False
http://zotero.org/groups/4861694/items/3R5UDFW3,http://syriaca.org/cbss/3R5UDFW3,"Review of Karl Ahrens, Gustav Krüger, Die sogennante Kirchengeschichte des Zacharias Rhetor",Duval,1990,http://zotero.org/groups/4861694/items/2YT8VVKQ,http://syriaca.org/cbss/2YT8VVKQ,False
http://zotero.org/groups/4861694/items/YJYJRZE3,http://syriaca.org/cbss/YJYJRZE3,"Review of Louis-Joseph Tixeront, Les origins de l’église d’Édesse et la légende d’Abgar. Étude critique suivie de deux textes orientaux inédits",Duval,1888,http://zotero.org/groups/4861694/items/48RBEXXP,http://syriaca.org/cbss/48RBEXXP,False
http://zotero.org/groups/4861694/items/IYBDWKG2,http://syriaca.org/cbss/IYBDWKG2,"Review of Paulus Bedjan, Homiliæ S. Isaaci, Syri Antiocheni",Duval,1903,http://zotero.org/groups/4861694/items/ID6AK8GM,http://syriaca.org/cbss/ID6AK8GM,False
http://zotero.org/groups/4861694/items/ZJMTG7MT,http://syriaca.org/cbss/ZJMTG7MT,"Review of Gilles Quispel, Tatian and the Gospel of Thomas: Studies in the History of the Western Diatessaron",Edwards,1977/09/01,http://zotero.org/groups/4861694/items/8N8WTDEK,http://syriaca.org/cbss/8N8WTDEK,False
http://zotero.org/groups/4861694/items/MANEPRGX,http://syriaca.org/cbss/MANEPRGX,"Review of Han J.W. Drijvers, Bardaiṣan of Edessa",Ehlers,1970,http://zotero.org/groups/4861694/items/GUPHDVHE,http://syriaca.org/cbss/GUPHDVHE,False
http://zotero.org/groups/4861694/items/BZBZGYEG,http://syriaca.org/cbss/BZBZGYEG,"Review of Werner Strothmann, Jakob von Sarug. Drei Gedichte über den Apostel Thomas in Indien",Esbroeck,1977,http://zotero.org/groups/4861694/items/53AI2PL3,http://syriaca.org/cbss/53AI2PL3,False
http://zotero.org/groups/4861694/items/VZAFNLLW,http://syriaca.org/cbss/VZAFNLLW,"Review of Stefan Timm, Eusebius von Caesarea. Das Onomastikon der biblischen Ortsnamen: Edition der syrischen Fassung mit griechischem Text, englischer und deutscher Übersetzung","Ezra, Notley, Zeʾev Safrai, Timm",2006,http://zotero.org/groups/4861694/items/2CDJFEUU,http://syriaca.org/cbss/2CDJFEUU,False
http://zotero.org/groups/4861694/items/D3PVIPDX,http://syriaca.org/cbss/D3PVIPDX,Review of Николай Николаевич Селезнëв; Несторий и Церковь Востока,Farrugia,2005,http://zotero.org/groups/4861694/items/EMG8VZR3,http://syriaca.org/cbss/EMG8VZR3,False
http://zotero.org/groups/4861694/items/DDUIZM4X,http://syriaca.org/cbss/DDUIZM4X,"Review of Gilles Quispel, Tatian and the Gospel of Thomas: Studies in the History of the Western Diatessaron","Fee, Quispel",1977,http://zotero.org/groups/4861694/items/8N8WTDEK,http://syriaca.org/cbss/8N8WTDEK,False
http://zotero.org/groups/4861694/items/M58IQYHI,http://syriaca.org/cbss/M58IQYHI,"Review of J. Spencer Trimingham, Christianity among the Arabs in Pre-Islamic Times",Fiey,1979,http://zotero.org/groups/4861694/items/X4UBVSIX,http://syriaca.org/cbss/X4UBVSIX,False
http://zotero.org/groups/4861694/items/6KDEHHHK,http://syriaca.org/cbss/6KDEHHHK,"Review of Witold Witakowski, The Syriac Chronicle of Pseudo-Dionysius of Tel-Mahrē: A Study in the History of Historiography",Fiey,1988,http://zotero.org/groups/4861694/items/RUT3P26M,http://syriaca.org/cbss/RUT3P26M,False
http://zotero.org/groups/4861694/items/Q8CTIWTT,http://syriaca.org/cbss/Q8CTIWTT,"Review of Emma Loosley Leeming, Notes on the Sanctuary of St. Symeon Stylites at Qal'at Sim'ān: Hugoye",Finney,2020,http://zotero.org/groups/4861694/items/5MM4GXWF,http://syriaca.org/cbss/5MM4GXWF,False
