creators,date,title,sandbox_URI,searchURL_CreatorDate,searchURL_Title,CBSS_URI,notes,status,assignee
"Bürgisser, ",1983,"Untersuchungen zur Wortbildung im Althochdeutschen und Altniederdeutschen. Form und Funktion von denominalen Ableitungen in der Benediktinerregel, im Tatian und im Heiland",http://zotero.org/groups/5027921/items/WX8AZEM8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/B%C3%BCrgisser%201983/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Untersuchungen%20zur%20Wortbildung%20im%20Althochdeutschen%20und%20Altniederdeutschen.%20Form%20und%20Funktion%20von%20denominalen%20Ableitungen%20in%20der%20Benediktinerregel%2C%20im%20Tatian%20und%20im%20Heiland/titleCreatorYear,,,to do,
"Burkitt, ",1913,"Euphemia and the Goth, with the Acts of Martyrdom of the Confessors of Edessa",http://zotero.org/groups/5027921/items/7J45YDZT,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Burkitt%201913/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Euphemia%20and%20the%20Goth%2C%20with%20the%20Acts%20of%20Martyrdom%20of%20the%20Confessors%20of%20Edessa/titleCreatorYear,,,to do,
"Butts, ",2016,Language Change in the Wake of Empire: Syriac in Its Greco-Roman Context,http://zotero.org/groups/5027921/items/3NFM5LRI,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Butts%202016/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Language%20Change%20in%20the%20Wake%20of%20Empire%3A%20Syriac%20in%20Its%20Greco-Roman%20Context/titleCreatorYear,,,to do,
"Butts, Milani (ed.), Forte (ed.), Moriggi (ed.), Finazzi (ed.)",2020,"From Syriac to Arabic to Ethiopic:<hi rend=""italics"">Loci</hi>of Change in Transmission",http://zotero.org/groups/5027921/items/KD4GEKGA,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Butts%20Milani%20Forte%20Moriggi%20Finazzi%202020/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/From%20Syriac%20to%20Arabic%20to%20Ethiopic%3A%3Chi%20rend%3D%22italics%22%3ELoci%3C%2Fhi%3Eof%20Change%20in%20Transmission/titleCreatorYear,,,to do,
"Campbell, ",2009,A Heaven of Wine: Muslim-Christian Encounters at Monasteries in the Early Islamic Middle East,http://zotero.org/groups/5027921/items/3CTXNAEH,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Campbell%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/A%20Heaven%20of%20Wine%3A%20Muslim-Christian%20Encounters%20at%20Monasteries%20in%20the%20Early%20Islamic%20Middle%20East/titleCreatorYear,,,to do,
"Candemir, Wagner, Schwertheim (ed.), Wagner (ed.), Sahin (ed.)",1978,Christliche Mosaiken in der nördlichen Euphratesia,http://zotero.org/groups/5027921/items/ULKRIWKK,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Candemir%20Wagner%20Schwertheim%20Wagner%20Sahin%201978/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Christliche%20Mosaiken%20in%20der%20n%C3%B6rdlichen%20Euphratesia/titleCreatorYear,,,to do,
"Caner, ",2002,"Wandering, Begging Monks: Spiritual Authority and the Promotion of Monasticism in Late Antiquity",http://zotero.org/groups/5027921/items/MF5PGXIH,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Caner%202002/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Wandering%2C%20Begging%20Monks%3A%20Spiritual%20Authority%20and%20the%20Promotion%20of%20Monasticism%20in%20Late%20Antiquity/titleCreatorYear,,,to do,
"Caquot, Tchalenko (ed.)",1958,"Les couvents du Massif Calcaire dans quatre lettres monophysites du VI<hi rend=""sup"">e</hi>s.",http://zotero.org/groups/5027921/items/8QGF6BXZ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Caquot%20Tchalenko%201958/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Les%20couvents%20du%20Massif%20Calcaire%20dans%20quatre%20lettres%20monophysites%20du%20VI%3Chi%20rend%3D%22sup%22%3Ee%3C%2Fhi%3Es./titleCreatorYear,,,to do,
"Cassingena-Trévedy, Chehwan (ed.), Kassis (ed.)",2002,Éphrem le Syrien et le judaïsme. Renversement d’une problématique,http://zotero.org/groups/5027921/items/KUU2ZJRM,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cassingena-Tr%C3%A9vedy%20Chehwan%20Kassis%202002/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%C3%89phrem%20le%20Syrien%20et%20le%20juda%C3%AFsme.%20Renversement%20d%E2%80%99une%20probl%C3%A9matique/titleCreatorYear,,,to do,
"Castellana, Bottini (ed.), Chrupca ła (ed.), Di Segni (ed.)",2003,Vasche battesimali nella Siria del Nord,http://zotero.org/groups/5027921/items/8IZ6JRP5,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Castellana%20Bottini%20Chrupca%20%C5%82a%20Di%20Segni%202003/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Vasche%20battesimali%20nella%20Siria%20del%20Nord/titleCreatorYear,,,to do,
"Cerbelaud, ",1984,"Cyrillonas. L’Agneau Véritable: hymnes, cantiques et homélies",http://zotero.org/groups/5027921/items/PU25WZN8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cerbelaud%201984/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cyrillonas.%20L%E2%80%99Agneau%20V%C3%A9ritable%3A%20hymnes%2C%20cantiques%20et%20hom%C3%A9lies/titleCreatorYear,,,to do,
"Cerbelaud, ",1997,Éphrem le Syrien. Hymnes sur le jeûne,http://zotero.org/groups/5027921/items/VK6CBFCW,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cerbelaud%201997/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%C3%89phrem%20le%20Syrien.%20Hymnes%20sur%20le%20je%C3%BBne/titleCreatorYear,,,to do,
"Cerbelaud, ",2004,Éphrem le Syrien. Le combat chrétien: Hymnes de Ecclesia,http://zotero.org/groups/5027921/items/LV5TK4Q3,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cerbelaud%202004/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%C3%89phrem%20le%20Syrien.%20Le%20combat%20chr%C3%A9tien%3A%20Hymnes%20de%20Ecclesia/titleCreatorYear,,,to do,
"Cerbelaud, ",2006,Éphrem le Syrien. Le Christ en ses symboles: Hymnes de Virginitate,http://zotero.org/groups/5027921/items/I734UIB2,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cerbelaud%202006/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/%C3%89phrem%20le%20Syrien.%20Le%20Christ%20en%20ses%20symboles%3A%20Hymnes%20de%20Virginitate/titleCreatorYear,,,to do,
"Chabot, ",1897,"Histoire de Jésus-Sabran, écrite par Jésus-Yab d’Adiabène, publiée d’après le ms. syr. CLXI de la Bibliothèque Vaticane",http://zotero.org/groups/5027921/items/SQIJDK3U,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Chabot%201897/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Histoire%20de%20J%C3%A9sus-Sabran%2C%20%C3%A9crite%20par%20J%C3%A9sus-Yab%20d%E2%80%99Adiab%C3%A8ne%2C%20publi%C3%A9e%20d%E2%80%99apr%C3%A8s%20le%20ms.%20syr.%20CLXI%20de%20la%20Biblioth%C3%A8que%20Vaticane/titleCreatorYear,,,to do,
"Chakhtoura, ",2020,"Fasting according to Two Syriac Church Fathers, John of Apamea and Isaac of Antioch",http://zotero.org/groups/5027921/items/HE2UDGPV,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Chakhtoura%202020/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Fasting%20according%20to%20Two%20Syriac%20Church%20Fathers%2C%20John%20of%20Apamea%20and%20Isaac%20of%20Antioch/titleCreatorYear,,,to do,
"Desreumaux, Charles-Gaffiot, ",2015,Grandes heures des manuscrits irakiens,http://zotero.org/groups/5027921/items/2Z6P48KD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Desreumaux%20Charles-Gaffiot%202015/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Grandes%20heures%20des%20manuscrits%20irakiens/titleCreatorYear,,,to do,
"Childers, ",2013,Chrysostom in Syriac Dress,http://zotero.org/groups/5027921/items/ZW3YYZ36,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Childers%202013/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Chrysostom%20in%20Syriac%20Dress/titleCreatorYear,,,to do,
"Claude-Villey, ",2012,"Les textes astronomiques syriaques (6<hi rend=""sup"">e</hi>‒7<hi rend=""sup"">e</hi>siècles): établissement d’un corpus et de critères de datatation, édition, traduction et lexique",http://zotero.org/groups/5027921/items/K9YS2WCV,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Claude-Villey%202012/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Les%20textes%20astronomiques%20syriaques%20%286%3Chi%20rend%3D%22sup%22%3Ee%3C%2Fhi%3E%E2%80%927%3Chi%20rend%3D%22sup%22%3Ee%3C%2Fhi%3Esi%C3%A8cles%29%3A%20%C3%A9tablissement%20d%E2%80%99un%20corpus%20et%20de%20crit%C3%A8res%20de%20datatation%2C%20%C3%A9dition%2C%20traduction%20et%20lexique/titleCreatorYear,,,to do,
"Clemons, ",1967,Some Oriental Manuscripts in the Friedsam Library of St. Bonaventure University,http://zotero.org/groups/5027921/items/VXKSPMVX,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Clemons%201967/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Some%20Oriental%20Manuscripts%20in%20the%20Friedsam%20Library%20of%20St.%20Bonaventure%20University/titleCreatorYear,,,to do,
"Clemons, ",1993,Syriac Studies in the United States: 1783–1900,http://zotero.org/groups/5027921/items/WJSBV3NT,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Clemons%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Studies%20in%20the%20United%20States%3A%201783%E2%80%931900/titleCreatorYear,,,to do,
"Coakley, ",1993,Yaroo M. Neesan: “A Missionary to His Own People”,http://zotero.org/groups/5027921/items/AHC2CVIP,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Coakley%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Yaroo%20M.%20Neesan%3A%20%E2%80%9CA%20Missionary%20to%20His%20Own%20People%E2%80%9D/titleCreatorYear,,,to do,
"Coakley, ",2009,"Assyrian Printers in the U.S.A., 1915–1943: A Preliminary Bibliography",http://zotero.org/groups/5027921/items/8PQV382D,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Coakley%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Assyrian%20Printers%20in%20the%20U.S.A.%2C%201915%E2%80%931943%3A%20A%20Preliminary%20Bibliography/titleCreatorYear,,,to do,
"Coghill, ",2009,Four Versions of a Neo-Aramaic Children’s Story,http://zotero.org/groups/5027921/items/QE3E5CQL,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Coghill%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Four%20Versions%20of%20a%20Neo-Aramaic%20Children%E2%80%99s%20Story/titleCreatorYear,,,to do,
"Conrad, ",1990,Theophanes and the Arabic Historical Tradition: Some Indications of Intercultural Transmission,http://zotero.org/groups/5027921/items/DG77W73J,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Conrad%201990/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Theophanes%20and%20the%20Arabic%20Historical%20Tradition%3A%20Some%20Indications%20of%20Intercultural%20Transmission/titleCreatorYear,,,to do,
"Cook, ",1993,Syriac Studies in South Africa,http://zotero.org/groups/5027921/items/DGZBNTNJ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cook%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Studies%20in%20South%20Africa/titleCreatorYear,,,to do,
"Cowe, ",1993,Philoxenus of Mabbug and the Synod of Manazkert,http://zotero.org/groups/5027921/items/BQVJ8N6G,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cowe%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Philoxenus%20of%20Mabbug%20and%20the%20Synod%20of%20Manazkert/titleCreatorYear,,,to do,
"Cowper, ",1861,"Syriac Miscellanies; or Extracts Relating to the First and Second General Councils, and Various Other Quotations, Theological, Historical, and Classical",http://zotero.org/groups/5027921/items/EBZ65GDG,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cowper%201861/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Miscellanies%3B%20or%20Extracts%20Relating%20to%20the%20First%20and%20Second%20General%20Councils%2C%20and%20Various%20Other%20Quotations%2C%20Theological%2C%20Historical%2C%20and%20Classical/titleCreatorYear,,,to do,
"Cowper, ",1864,Selections from the Syriac. No. II: The Encomium of the Martyrs by Eusebius of Caesarea: English Translation,http://zotero.org/groups/5027921/items/YK8PUVBZ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Cowper%201864/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Selections%20from%20the%20Syriac.%20No.%20II%3A%20The%20Encomium%20of%20the%20Martyrs%20by%20Eusebius%20of%20Caesarea%3A%20English%20Translation/titleCreatorYear,,,to do,
"Curtin, ",1971,The Baptismal Liturgy of Theodore of Mopsuestia,http://zotero.org/groups/5027921/items/VZMSIAUD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Curtin%201971/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Baptismal%20Liturgy%20of%20Theodore%20of%20Mopsuestia/titleCreatorYear,,,to do,
"Daiber, ",1991,"Nestorians of 9th Century Iraq as a Source of Greek, Syriac and Arabic: A Survey of Some Unexploited Sources",http://zotero.org/groups/5027921/items/8I3IS8R8,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Daiber%201991/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Nestorians%20of%209th%20Century%20Iraq%20as%20a%20Source%20of%20Greek%2C%20Syriac%20and%20Arabic%3A%20A%20Survey%20of%20Some%20Unexploited%20Sources/titleCreatorYear,,,to do,
"Darling, Molenberg (ed.), Reinink (ed.), Drijvers (ed.), Lavenant (ed.)",1987,The ‘Church from the Nations’ in the Exegesis of Ephrem,http://zotero.org/groups/5027921/items/4RS8PYUD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Darling%20Molenberg%20Reinink%20Drijvers%20Lavenant%201987/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20%E2%80%98Church%20from%20the%20Nations%E2%80%99%20in%20the%20Exegesis%20of%20Ephrem/titleCreatorYear,,,to do,
"de Dieu, ",1627,"Apocalypsis Sancti Johannis, ex Manuscripto exemplari e Bibliotheca Clariss. Viri Josephi Scaligeri deprompto, edita charactere Syro, et Ebraeo, cum versione Latina, et notis, opera et studio",http://zotero.org/groups/5027921/items/8XVCXPM2,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/de%20Dieu%201627/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Apocalypsis%20Sancti%20Johannis%2C%20ex%20Manuscripto%20exemplari%20e%20Bibliotheca%20Clariss.%20Viri%20Josephi%20Scaligeri%20deprompto%2C%20edita%20charactere%20Syro%2C%20et%20Ebraeo%2C%20cum%20versione%20Latina%2C%20et%20notis%2C%20opera%20et%20studio/titleCreatorYear,,,to do,
"de Halleux, ",1993,L’annonce à Marie dans le Commentaire syriaque du Diatessaron,http://zotero.org/groups/5027921/items/WJBT29ZH,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/de%20Halleux%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/L%E2%80%99annonce%20%C3%A0%20Marie%20dans%20le%20Commentaire%20syriaque%20du%20Diatessaron/titleCreatorYear,,,to do,
"Debié, ",2000,Record Keeping and Chronicle Writing in Antioch and Edessa,http://zotero.org/groups/5027921/items/79F7KXTX,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Debi%C3%A9%202000/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Record%20Keeping%20and%20Chronicle%20Writing%20in%20Antioch%20and%20Edessa/titleCreatorYear,,,to do,
"Decharneux, ",2019,"Maintenir le ciel en l’air “sans colonnes visibles” et quelques autres motifs de la<hi rend=""italics"">creatio continua</hi>selon le Coran en dialogue avec les homélies de Jacques de Saroug",http://zotero.org/groups/5027921/items/CMHHYSBD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Decharneux%202019/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Maintenir%20le%20ciel%20en%20l%E2%80%99air%20%E2%80%9Csans%20colonnes%20visibles%E2%80%9D%20et%20quelques%20autres%20motifs%20de%20la%3Chi%20rend%3D%22italics%22%3Ecreatio%20continua%3C%2Fhi%3Eselon%20le%20Coran%20en%20dialogue%20avec%20les%20hom%C3%A9lies%20de%20Jacques%20de%20Saroug/titleCreatorYear,,,to do,
"Degen, Nutton (ed.)",1981,Galen im Syrischen. Eine Übersicht über die syrische Überlieferung der Werke Galens,http://zotero.org/groups/5027921/items/HF3ANUGN,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Degen%20Nutton%201981/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Galen%20im%20Syrischen.%20Eine%20%C3%9Cbersicht%20%C3%BCber%20die%20syrische%20%C3%9Cberlieferung%20der%20Werke%20Galens/titleCreatorYear,,,to do,
"DelCogliano, ",2006,Syriac Monasticism in Tur Abdin: A Present-day Account,http://zotero.org/groups/5027921/items/JVN93RQH,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/DelCogliano%202006/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20Monasticism%20in%20Tur%20Abdin%3A%20A%20Present-day%20Account/titleCreatorYear,,,to do,
"Delehaye, ",1903,SS. Ionae et Barachisii martyrum in Perside Acta graeca,http://zotero.org/groups/5027921/items/XIJZ6EHK,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Delehaye%201903/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/SS.%20Ionae%20et%20Barachisii%20martyrum%20in%20Perside%20Acta%20graeca/titleCreatorYear,,,to do,
"Delehaye, ",1907,Les Versions grecques des actes des martyrs persans sous Sapor II,http://zotero.org/groups/5027921/items/BW538X2U,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Delehaye%201907/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Les%20Versions%20grecques%20des%20actes%20des%20martyrs%20persans%20sous%20Sapor%20II/titleCreatorYear,,,to do,
"den Heijer, ",1991,"Syriacisms in the Arabic Version of Aristotle’s<hi rend=""italics"">Historia Animalium</hi>",http://zotero.org/groups/5027921/items/DF3FKSNT,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/den%20Heijer%201991/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriacisms%20in%20the%20Arabic%20Version%20of%20Aristotle%E2%80%99s%3Chi%20rend%3D%22italics%22%3EHistoria%20Animalium%3C%2Fhi%3E/titleCreatorYear,,,to do,
"Denz, ",1962,Strukturanalyse der pronominalen Objektsuffixe im Altsyrischen und klassischen Arabisch,http://zotero.org/groups/5027921/items/MABHTUUM,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Denz%201962/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Strukturanalyse%20der%20pronominalen%20Objektsuffixe%20im%20Altsyrischen%20und%20klassischen%20Arabisch/titleCreatorYear,,,to do,
"Devos, ",1972,La vie syriaque de saint Eusèbe de Samosate,http://zotero.org/groups/5027921/items/EAXPDYAJ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Devos%201972/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/La%20vie%20syriaque%20de%20saint%20Eus%C3%A8be%20de%20Samosate/titleCreatorYear,,,to do,
"Dodd, ",1997,Christian Arab Painters under the Mamluks,http://zotero.org/groups/5027921/items/KKQ5GDQE,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Dodd%201997/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Christian%20Arab%20Painters%20under%20the%20Mamluks/titleCreatorYear,,,to do,
"Dolabani, Ibrahim, ",1994,Catalogue of the Syriac Manuscripts in Za‘faran Monastery (Dairo Dmor Hananyo),http://zotero.org/groups/5027921/items/JK2X2MPD,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Dolabani%20Ibrahim%201994/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Catalogue%20of%20the%20Syriac%20Manuscripts%20in%20Za%E2%80%98faran%20Monastery%20%28Dairo%20Dmor%20Hananyo%29/titleCreatorYear,,,to do,
"Dols, ",1989,Syriac into Arabic: The Transmission of Greek Medicine,http://zotero.org/groups/5027921/items/NYD8WY3F,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Dols%201989/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Syriac%20into%20Arabic%3A%20The%20Transmission%20of%20Greek%20Medicine/titleCreatorYear,,,to do,
"Drijvers, Schwertheim (ed.), Wagner (ed.), Sahin (ed.)",1978,Die Götter Edessas,http://zotero.org/groups/5027921/items/EY2Q4D9R,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Drijvers%20Schwertheim%20Wagner%20Sahin%201978/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Die%20G%C3%B6tter%20Edessas/titleCreatorYear,,,to do,
"Drijvers, ",1993,New Syriac Inscriptions,http://zotero.org/groups/5027921/items/2SJH5BIY,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Drijvers%201993/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/New%20Syriac%20Inscriptions/titleCreatorYear,,,to do,
"Drijvers, ",1994,The Testament of Our Lord: Jacob of Edessa’s Response to Islam,http://zotero.org/groups/5027921/items/KRRR654I,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Drijvers%201994/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/The%20Testament%20of%20Our%20Lord%3A%20Jacob%20of%20Edessa%E2%80%99s%20Response%20to%20Islam/titleCreatorYear,,,to do,
"Drioton, ",1915,"Un apocryphe anti-arien: la version copte de la Correspondence d’Abgar, roi d’Édesse, avec Notre-Seigneur",http://zotero.org/groups/5027921/items/KNYMKYEJ,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Drioton%201915/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Un%20apocryphe%20anti-arien%3A%20la%20version%20copte%20de%20la%20Correspondence%20d%E2%80%99Abgar%2C%20roi%20d%E2%80%99%C3%89desse%2C%20avec%20Notre-Seigneur/titleCreatorYear,,,to do,
"Duncan, ",2017,Novel Hermeneutics in the Greek Pseudo-Clementine Romance,http://zotero.org/groups/5027921/items/EXBSLDMP,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Duncan%202017/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Novel%20Hermeneutics%20in%20the%20Greek%20Pseudo-Clementine%20Romance/titleCreatorYear,,,to do,
"Durmaz, ",2021,Patronage and Prestige in the Countryside: The Case of the Church of Mār Domeṭ in Medieval Northern Mesopotamia,http://zotero.org/groups/5027921/items/DZU3U2LU,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Durmaz%202021/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Patronage%20and%20Prestige%20in%20the%20Countryside%3A%20The%20Case%20of%20the%20Church%20of%20M%C4%81r%20Dome%E1%B9%AD%20in%20Medieval%20Northern%20Mesopotamia/titleCreatorYear,,,to do,
"Duval, ",1891,"Histoire politique, religieuse et littéraire d’Édesse jusqu’à la première croisade",http://zotero.org/groups/5027921/items/2JBK9LHR,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Duval%201891/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Histoire%20politique%2C%20religieuse%20et%20litt%C3%A9raire%20d%E2%80%99%C3%89desse%20jusqu%E2%80%99%C3%A0%20la%20premi%C3%A8re%20croisade/titleCreatorYear,,,to do,
"Ebied, ",2009,A Collection of Letters in Syriac and Arabic Addressed to Eduard Sachau (1845–1930),http://zotero.org/groups/5027921/items/UUGQBKBI,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/Ebied%202009/titleCreatorYear,https://www.zotero.org/groups/4861694/a_comprehensive_bibliography_of_syriac/search/A%20Collection%20of%20Letters%20in%20Syriac%20and%20Arabic%20Addressed%20to%20Eduard%20Sachau%20%281845%E2%80%931930%29/titleCreatorYear,,,to do,
