syriacaBiblUri,syriacaZoteroUri,syriacaCmosFormattedCitation,cbscZoteroUri,syriaca_year,cbsc_year,syriaca_authors-editors,cbsc_authors-editors,syriaca_title,cbsc_title,match-type,correctedCBSCMatch,notes,checkedBy,status,hasPossibleMatch,potentialMatchNumber
http://syriaca.org/bibl/2495,https://zotero.org/groups/392292/items/P2EITQFN,,,1904,,", Burkitt (ed.)",,Text,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2415,https://zotero.org/groups/392292/items/UA57FXGU,,,1972,,", Lebram (ed.)",,Tobit,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/841,,,http://zotero.org/groups/4861694/items/7P6I3KUB,1989,1989,"Watt,","Watt,","Syriac Panegyric in Theory and Practice. Antony of Tagrit and Eli of
        Qartamin","Syriac Panegyric in Theory and Practice: Antony of Tagrit and Eli of
        Qartamin","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1009,,,http://zotero.org/groups/4861694/items/Q8MUKI67,1966,1966,"Devos,","Devos,",Sozomène et les Actes syriaques de S. Syméon bar Ṣabbā'e,Sozomène et les Actes syriaques de S. Syméon bar Ṣabbā‘e,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/825,,,,1972,,"Lécuyer, ",,"L’homélie cathédrale LXVII de Sévère
                     d’Antioche",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2236,https://zotero.org/groups/392292/items/IHF9C62G,,,2007,,"Horn, ",,"Children as Pilgrims and the Cult of the Holy Children in the Early
                Syriac Tradition",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2396,https://zotero.org/groups/392292/items/7PGD7FKX,,,1978,,", Dirksen (ed.)",,Judges,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/381,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Methodius, Apocalypse of Pseudo-",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1345,https://zotero.org/groups/392292/items/EJEFRUXE,,,,,"Scher, ",,Chronicle Of Seert,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/333,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"de Lagarde, Paul Anton",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/525,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Sobo, Malki al-Qas Afram",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/191,,,,2011,,"Dodd, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Eddé,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/451,,,,2011,,"Loopstra, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Qarqaphto, Monastery of",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/380,,,,2011,,"Possekel, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Menander, Syriac sentences of",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1367,https://zotero.org/groups/392292/items/IR6VMNI3,,,1904,,"Ignatius Ephraem Rahmani, ",,"Studia Syriaca: seu collectio documentorum hactenus ineditorum ex
                codicibus Syriacis",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2319,,,,2011,,"Toda, ",,Vie de S. Macaire L'egyptien: Edition et traduction des textes copte et syriaque,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2208,https://zotero.org/groups/392292/items/4BSHZQJE,,http://zotero.org/groups/4861694/items/IMKGYFK9,1971,1971,"Brock,","Brock,",The Syriac version of the pseudo-Nonnos mythological scholia,The Syriac Version of the Pseudo-Nonnos Mythological Scholia,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2187,,,http://zotero.org/groups/4861694/items/87WF98LT,2005,2005,"Kelhoffer,","Kelhoffer,","The Diet of John the Baptist: “Locusts and Wild Honey” in Synoptic and
        Patristic Interpretation","The Diet of John the Baptist: “Locusts and Wild Honey” in Synoptic and Patristic
        Interpretation","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1302,https://zotero.org/groups/392292/items/2ERKSU5K,,,1954,,"Institut dominicain d'études orientales du Caire, ",,Mélanges - Institut dominicain d'études orientales du Caire.,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1850,https://zotero.org/groups/392292/items/NUM9DVHJ,,,1895,,"Engel, ",,"Die Geschichte Josephs, nach einer syrischen Handschrift der Königl. Bibliothek in
Berlin, herausgegeben, übersetzt und kritisch bearbeitet",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1860,https://zotero.org/groups/392292/items/V9JD94F9,,,1882,,", Kleyn (ed.)",,Het leven van Johannes van Tella,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1428,https://zotero.org/groups/392292/items/JRUGG99W,,http://zotero.org/groups/4861694/items/JXEK549F,2003,2003,"Jullien, Jullien,","Jullien, Jullien,",Aux origines de l'église de Perse: les Actes de Mār Māri,Aux origines de l’église de Perse: les Actes de Mar Mari,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1004,,,,1970,,"Pigulevskaja, Stier (ed.), Stiehl (ed.)",,"Syrischer Text und griechische Übersetzung der
                     Märtyrerakten der heiligen Tarbo (Syriaca-Byzantina III)",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1839,https://zotero.org/groups/392292/items/GNRQKANX,,http://zotero.org/groups/4861694/items/8BYE72RX,1807,1807,"Knös,","Knös,","Chrestomathia syriaca: maximam partem e codicibus manu scriptis
        collecta","Chrestomathia syriaca, maximam partem e codicibus manu scriptis
        collecta","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1602,https://zotero.org/groups/392292/items/BFDD44KS,,,1893,,"Budge, Budge (ed.)",,"The Book of Governors: The Historia Monastica of Thomas, Bishop of Margâ A. D. 840 | The Syriac Text, Introduction etc.",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1971,https://zotero.org/groups/392292/items/CZ67EC4B,,,1840,,"Mai, ",,Spicilegium Romanum,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/67,,,,2011,,"Tannous, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Athanasios I Gamolo,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/450,,,,2011,,"Harrak, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Qaraqosh,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/188,,,,2011,,"Briquel-Chatonnet, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Duval, Paul-Rubens",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/828,,,http://zotero.org/groups/4861694/items/S2K2LBW8,1929,1929,"Nau,","Nau,",Sur Aaron de Saroug et ses deux monastères,Sur Aaron de Saroug et ses deux monastères,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/2409,https://zotero.org/groups/392292/items/FI3VRZGD,,,1973,,", Dedering (ed.)",,Apocalypse of Baruch,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1021,,,,1954,,"Smith, ",,Events in Arabia in the 6th Century A.D.,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2486,https://zotero.org/groups/392292/items/XBMWR9T3,,,1948,,", Georr (ed.)",,Les Catégories d’Aristote dans leurs versions syro-arabes,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/374,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Maximus,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2165,,,,2001,,"Takeda, ",,Monastic Theology of the Syriac Version of the Life of Antony,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/640,,,,1934,,"Chabot, ",,Littérature syriaque,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2293,https://zotero.org/groups/392292/items/VEK82TV5,,http://zotero.org/groups/4861694/items/BZP7KYYA,1838,1838,"Rosen, Forshall,","Rosen, Forshall,","Catalogus codicum manuscriptorum orientalium qui in Museo Britannico
        asservantur","Catalogus codicum manuscriptorum orientalium qui in Museo Britannico asservantur.
        Pars prima: codices syriacos et carshunicos amplectens","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2003,https://zotero.org/groups/392292/items/DC9MUB7B,,,1899,,", Krüger (ed.), Ahrens (ed.)",,Die sogenannte Kirchengeschichte des Zacharias Rhetor,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2398,https://zotero.org/groups/392292/items/EP3CTZSQ,,,1982,,", Vogel (ed.), Walter (ed.), Ebied (ed.)",,Psalms =  Liber psalmorum,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/649,,,,,,"Detienne, Zanetti, ",,Bibliotheca Hagiographica Syriaca,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2231,https://zotero.org/groups/392292/items/G6WZEDSM,,,,,"Nau, ",,"Histoires d'Ahoudemmeh et de Marouta, métropolitains jacobites de
                Tagrit et de l'Orient (VIe et VIIe siècles): Suivies du traité d'Ahoudemmeh sur
                l'homme",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/603,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yoḥannan Azraq,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1207,,,http://zotero.org/groups/4861694/items/L5UXYVTL,1993,1993,"Harvey,","Harvey,",The Edessan Martyrs and Ascetic Tradition,The Edessan Martyrs and Ascetic Tradition,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1905,https://zotero.org/groups/392292/items/A8CEWVI3,,http://zotero.org/groups/4861694/items/9KHVX5A7,1921,1921,"Tisserant, Quentin,","Tisserant, Quentin,",Une version syriaque de la passion de S. Dioscore,Une version syriaque de la Passion de S. Dioscore,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2234,https://zotero.org/groups/392292/items/HSBUZP72,,,1976,,"Dagron, ",,"Minorités ethniques et religieuses dans l'Orient byzantin à la fin du
                Xe siècle et au XIe siècle l'immigration syrienne",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/404,,,,2011,,"Bevan, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Nestorius,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1034,,,http://zotero.org/groups/4861694/items/HK93QAFN,1892,1892,"Guidi,","Guidi,","Bemerkungen zum ersten Bande der syrischen Acta Martyrum et
        Sanctorum",Bemerkingen zum ersten Bande der syrischen Acta Martyrum et Sanctorum,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1755,https://zotero.org/groups/392292/items/WWIUZWJZ,,http://zotero.org/groups/4861694/items/TUYBTL72,1871,1871,"Wright,","Wright,",Apocryphal Acts of the Apostles,"Apocryphal Acts of the Apostles, Edited from Syriac Manuscripts in the British
        Museum and Other Libraries","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/69,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Athanasios Aṣlan,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1898,https://zotero.org/groups/392292/items/3XWBK3V5,,http://zotero.org/groups/4861694/items/W2UBNWPH,1888,1888,"Nestle,","Nestle,","Syrische grammatik mit Litteratur, Chrestomathie und Glossar","Syrische Grammatik, mit Litteratur, Chrestomathie und Glossar","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/79,,,,2011,,"Harrak, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Balad,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/571,,,,2011,,"Witakowski, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Toma of Marga,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1118,,,http://zotero.org/groups/4861694/items/UAAY26P4,1914,1914,"Nau,","Nau,",L’Homélie de Moyse bar Cépha sur les confesseurs du vendredi,L’homélie de Moyse bar Cépha sur les confesseurs du vendredi,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/216,,,http://zotero.org/groups/4861694/items/QNBGDGFT,2011,2011,"Morrison, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock
        (ed.)","Morrison, Butts (ed.), Kiraz (ed.), van Rompay (ed.), Brock
        (ed.)","Exegesis, New Testament","Exegesis, New Testament","2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/1903,https://zotero.org/groups/392292/items/7PED77DM,,http://zotero.org/groups/4861694/items/MLHK5FG8,1889,1889,"Nestle,","Nestle,","De Sancta Cruce: Ein Beitrag zur christlichen
        Legendengeschichte",De Sancta Cruce. Ein Beitrag zur christlichen Legendengeschichte,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/585,,,,2011,,"Childers, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Xi’an,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/776,,,http://zotero.org/groups/4861694/items/45KYLSW7,1990,1990,"Botha,","Botha,","Theological progress and artistic regress in the hymns on Abraham Kidunaya
        attributed to St Ephrem","Theological Progress and Artistic Regress in the Hymns on Abraham Kidunaya
        Attributed to St. Ephrem","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1783,https://zotero.org/groups/392292/items/B49RT5HI,,,1962,,", Beck (ed.)",,Des Heiligen Ephraem des Syrers Hymnen De virginitate [Text],,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1727,https://zotero.org/groups/392292/items/3X2GU7IS,,,1911,,", Brooks (ed.)",,James of Edessa the hymns of Severus of Antioch and others,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/638,,,http://zotero.org/groups/4861694/items/4SHD54H4,1922,1922,"Baumstark,","Baumstark,","Geschichte der syrischen Literatur mit Ausschluß der
        christlich-palästinensischen Texte","Geschichte der syrischen Literatur, mit Ausschluss der
        christlich-palästinensischen Texte","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1794,https://zotero.org/groups/392292/items/HVDSJFAR,,,1895,,"Bedjan, ",,Histoire de Mar Jab-alaha: patriarche et de Raban Sauma,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/935,,,,1922,,"Reitzenstein, ",,"Ein Gegenstück zu dem Seelenhymnus der
                     Thomasakten",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/440,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Poetry,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2228,https://zotero.org/groups/392292/items/EWNFGRWR,,,1994,,"Fiey, ",,"Une page oubliée de l’histoire des Églises syriaques à la fin du
                XVe–début du XVIe siècle",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/212,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Eusebius of Emesa,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2300,https://zotero.org/groups/392292/items/7S5CAE8E,,,1895,,"Chabot, ",,Pierre l'Ibérien | Pierre l'Ibérien: évêque monophysite de Mayouma à la fin du Ve siècle d'après une récente publication,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/547,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Testament of Adam,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1827,https://zotero.org/groups/392292/items/6HD9RXWS,,http://zotero.org/groups/4861694/items/K3Z6ZJFF,1884,1884,"Guidi,","Guidi,",Testi orientali inediti sopra i Sette dormienti di Efeso,Testi orientali inediti sopra i Sette Dormienti di Efeso,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/29,,,,2011,,"Harrak, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Adiabene,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1362,https://zotero.org/groups/392292/items/HXA6AGQZ,,,1886,,"Bollandists, ",,Subsidia hagiographica.,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2240,https://zotero.org/groups/392292/items/M7UXSMC2,,http://zotero.org/groups/4861694/items/YEI49ZQY,2002,2002,"Chialà,","Chialà,","Dall'ascesi eremitica alla misericordia infinita ricerche su Isacco di Ninive e
        la sua fortuna","Dall’ascesi eremitica alla misericordia infinita. Ricerche su Isacco di Ninive e
        la sua fortuna","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2269,https://zotero.org/groups/392292/items/NHUD5AP6,,,1981,,"van Esbroeck, Hackel (ed.), Spring Symposium of Byzantine Studies (ed.)",,Le saint comme symbole,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/883,,,,4,,"Leloir, Théodoridès (ed.), Ries (ed.), Naster (ed.)",,"La «Vie d’Antoine» et le chanoine René
                     Draguet",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2459,https://zotero.org/groups/392292/items/6XDQ4CGZ,,,1897,,", Schüler (ed.)",,Die Uebersetzung der Categorieen des Aristoteles von Jacob von Edessa (nach einer Handschrift der Bibliothèque nationale zu Paris und einer der Königl. Bibliothek zu Berlin),,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1023,,,,1973,,"Shahid, ",,On the Martyrs of Najrân,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1744,https://zotero.org/groups/392292/items/QRPNXBRW,,,1862,,"Land, ",,"Joannis Episcopi Ephesi Monophysitae Scripta Historica quotquot adhuc inedita
superant",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/648,,,,2011,,", Horn (ed.), Greatrex (ed.), Phenix (ed.), Brock (ed.), Witakowski (ed.)",,The Chronicle of Pseudo-Zachariah Rhetor: Church and War in Late Antiquity,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/552,,,,2011,,"Van Rompay, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Theodore of Mopsuestia,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/297,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Ishoʿyahb II of Gdala,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1852,https://zotero.org/groups/392292/items/PVNU2S7N,,,1904,,", Hilgenfeld (ed.)",,Ausgewählte Gesänge des Giwargis Warda von Arbel,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2509,https://zotero.org/groups/392292/items/EWAKHZ7V,,,1821,,", Kühn (ed.)",,Claudii Galeni Opera Omnia,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1841,https://zotero.org/groups/392292/items/JH7VBVHP,,http://zotero.org/groups/4861694/items/I287X7FY,1900,1900,"Harris,","Harris,","The Gospel of the twelve apostles together with the apocalypses of each one of
        them","The Gospel of the Twelve Apostles together with the Apocalypses of Each One of
        Them","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/797,,,,1978,,"Kyčanov/Кычанов, ",,"Sirijskoe nestorianstvo v Kitae i
                     Central’noj Azii | Сирийское несторианство в Китае и Центральной
                     Азии",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/666,,,,1902,,", Brooks (ed.), Brooks (ed.)",,Text | The Sixth Book of the Select Letters of | in the Syriac Version of,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1713,https://zotero.org/groups/392292/items/EJZ25VTZ,,,1881,,"Simeon, Guidi (ed.)",,La lettera di Simeone vescovo di Bêth-Ar'sâm sopra i martiri omeriti,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/456,,,,2011,,"Kiraz, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Qoro, Elias Malke",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2,,,,1987,,"Barsoum/برصوم, ",,al-Luʼluʼ al-manthūr fī tārīkh al-ʻulūm wa-al-ādāb al-Suryāniyyah | كتاب اللؤلؤ المنثور في تاريخ العلوم والأداب السريانية,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/137,,,,2011,,"Coakley, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Chicago,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/633,,,,1903,,", Guidi (ed.)",,Chronica Minora,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1908,https://zotero.org/groups/392292/items/FNE38ZRP,,http://zotero.org/groups/4861694/items/2T6FWIUY,1904,1904,"Preuschen,","Preuschen,",Zwei gnostische Hymnen,Zwei gnostische Hymnen,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1703,,,,2008,,", Horn (ed.), Phenix (ed.)",,"The Lives of Peter the Iberian, Theodosius of Jerusalem, and the Monk Romanus",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2425,https://zotero.org/groups/392292/items/FXSWF9KE,,,forthcoming,,", ",,Susanna,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/234,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Gewargis of Arbela,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2364,https://zotero.org/groups/392292/items/IBZCI62D,,,2013,,", King (ed.), Kiraz (ed.)",,The Syriac Peshiṭta Bible with English Translation: Romans–Corinthians,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1152,,,http://zotero.org/groups/4861694/items/787R63J2,1975,1975,"Vööbus,","Vööbus,","Discovery of the Biography of Severus of Antioch by Qyriaqos of
        Tagrit","Discovery of the Biography of Severus of Antioch by Qyriaqos of
        Tagrit","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/133,,,,2011,,"Briquel-Chatonnet, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Chabot, Jean-Baptiste",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2084,https://zotero.org/groups/392292/items/G9UUZHNB,,,1962,,", Beck (ed.)",,Des Heiligen Ephraem des Syrers Hymnen De virginitate [Translation],,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2169,,,http://zotero.org/groups/4861694/items/56YT53FF,2011,2011,"Kessel, Pinggéra,","Kessel, Pinggéra,",A bibliography of Syriac ascetic and mystical literature,A Bibliography of Syriac Ascetic and Mystical Literature,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/859,,,http://zotero.org/groups/4861694/items/J5RF9XDF,1939,1939,"Peeters,","Peeters,",S. Dometios le martyr et S. Dometios le médecin,S. Dometios le martyr et S. Dometios le médecin,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/24XBRXP5,https://zotero.org/groups/392292/items/24XBRXP5,,,forthcoming,,", Abu-Husayn (ed.), Al Thani (ed.), Kozah (ed.), Al-Murikhi (ed.)",,Beth Qaṭraye. A Lexical and Toponymical Survey,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/621,,,,2011,,"Amar, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yuḥanon Maron,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/268,,,,2011,,"Takahashi, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Ḥimṣ,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/114,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,"Bible, Old Testament manuscripts",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2061,https://zotero.org/groups/392292/items/BBHX6SFR,,http://zotero.org/groups/4861694/items/7QUCLVEV,1990,1990,"Пайкова,","Пайкова,",Легенды и сказания в памятниках сирийской агиографии,Легенды и сказания в памятниках сирийской агиографии,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/732,,,,1977,,"Van Esbroeck, ",,CR de l’éd. de Strothmann,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/232,,,http://zotero.org/groups/4861694/items/LAU7MC93,2011,2011,"Childers, Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock
        (ed.)","Childers, Brock, Butts (ed.), Kiraz (ed.), van Rompay (ed.), Brock
        (ed.)","Georgian Christianity, Syriac contacts with","Georgian Christianity, Syriac Contacts with","4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/624,,,,2011,,"Teule, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yuḥanon of the Sedre,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/135,,,,2011,,"Brock, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Chaldean Syrian Church,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/978,,,http://zotero.org/groups/4861694/items/GXIKKJIN,1981,1981,"Tissot,","Tissot, Junod (ed.), Bovon (ed.), Morard (ed.), Poupon (ed.), Kaestli
        (ed.), Prieur (ed.), van Esbroeck (ed.), Goulet (ed.), Tissot (ed.)","Les Actes de Thomas, exemple de recueil composite",Les Actes de Thomas: exemple de recueil composite,"4. exact year, fuzzy creators and title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2153,,,,2009,,"Merkt, Grieser, Bruns, ",,"Das Martyrium des hl. Mar Quardagh (BHO 555/56). Ein
                christlich-iranischer Ritter- und Bekehrungsroman",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1851,https://zotero.org/groups/392292/items/NZ6Z292Z,,,1933,,"Lebon, ",,"Discours d'Atticus de Constantinople ""Sur la sainte mère de Dieu""",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1788,https://zotero.org/groups/392292/items/EWQVAM9R,,,1976,,"Budge, ",,"The history of the Blessed Virgin Mary and the history of the likeness of Christ
which the Jews of Tiberias made to mock at: the Syriac texts",,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2447,https://zotero.org/groups/392292/items/N4REU7TE,,http://zotero.org/groups/4861694/items/ILAJEPHK,1901,1901,"Wright,","Cook, Wright,","A Catalogue of the Syriac Manuscripts Preserved in the Library of the
        University of Cambridge","A Catalogue of the Syriac Manuscripts Preserved in the Library of the University
        of Cambridge","2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/616,,,,2011,,"Teule, Butts (ed.), Kiraz (ed.), Van Rompay (ed.), Brock (ed.)",,Yuḥanon bar Maʿdani,,5. no match,,,,not checked,FALSE,1
