syriacaBiblUri,syriacaZoteroUri,cbscZoteroUri,syriaca_year,cbsc_year,syriaca_authors-editors,cbsc_authors-editors,syriaca_title,cbsc_title,match-type,correctedCBSCMatch,notes,checkedBy,status,hasPossibleMatch,potentialMatchNumber
http://syriaca.org/bibl/304,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/853,,http://zotero.org/groups/4861694/items/PC5JVA9J,1900,1900,"Kugener,","Kugener,","Observations sur la Vie de l’ascète Isaïe et sur les Vies de Pierre l’Ibérien
        et de Théodore d’Antinoé par Zacharie le Scholastique","Observations sur la vie de l’ascète Isaie et sur les vies de Pierre l’Ibérien et
        de Théodore d’Antinoé par Zacharie le Scolastique","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/444,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1037,,http://zotero.org/groups/4861694/items/JLE8NNQ5,1985,1985,"Sims-Williams,","Sims-Williams,",The Christian Sogdian Manuscript C2,The Christian Sogdian Manuscript C2,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/836,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/240,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/893,,http://zotero.org/groups/4861694/items/D6IYBY4T,1993,1993,"Flusin, Jolivet-Lévy (ed.), Sodini (ed.), Kaplan
        (ed.)","Flusin, Jolivet-Lévy (ed.), Sodini (ed.), Kaplan
        (ed.)",Syméon et les philologues ou la mort du stylite,Syméon et les philologues ou la mort du stylite,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/653,,http://zotero.org/groups/4861694/items/VS2WA49S,1953,1953,"Tchalenko,","Tchalenko,","Villages antiques de la Syrie du nord: Le massif du bélus à l'époque
        romaine","Villages antiques de la Syrie du Nord. Le Massif du Bélus à l’époque
        romaine","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1308,https://zotero.org/groups/392292/items/2XCXDP8S,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1379,https://zotero.org/groups/392292/items/N8MEJ7HB,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2067,https://zotero.org/groups/392292/items/875SSHAA,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1968,https://zotero.org/groups/392292/items/BFGKZI6E,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1864,https://zotero.org/groups/392292/items/ZFB388JQ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/5,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/748,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/996,,http://zotero.org/groups/4861694/items/TJVIJQRX,1960,1960,"Klijn,","Klijn,",The So-Called Hymn of the Pearl (Acts of Thomas ch. 108-113),The So-Called Hymn of the Pearl (Acts of Thomas ch. 108-113),"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1136,,http://zotero.org/groups/4861694/items/27JEYTJ5,1972,1972,"Colless,","Colless,",The Biographies of John Saba,The Biographies of John Saba,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/866,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/350,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/309,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2376,https://zotero.org/groups/392292/items/K69AJUBF,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1413,https://zotero.org/groups/392292/items/VVP3GKDM,http://zotero.org/groups/4861694/items/EGSYB5AD,1862,1862,"Land,","Land,",Anecdota Syriaca.,Anecdota Syriaca I: Symbolae Syriacae,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2408,https://zotero.org/groups/392292/items/BQIVR7XS,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/302,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1776,https://zotero.org/groups/392292/items/7HB3CA6M,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2154,,http://zotero.org/groups/4861694/items/BQ9ARWXJ,2014,2014,"Holm, Kalimi (ed.), Richardson (ed.)","Holm, Kalimi (ed.), Richardson (ed.)",Memories of Sennacherib in Aramaic Tradition,Memories of Sennacherib in Aramaic Tradition,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/1709,https://zotero.org/groups/392292/items/HF66AITG,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1067,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/913,,http://zotero.org/groups/4861694/items/VKSFGEXY,1990,1990,"Schall, Falaturi (ed.), Diem (ed.)","Schall, Falaturi (ed.), Diem (ed.)","Die syroaramäische Vita sancti Ephraem Syri: geschichtlicher und sprachlicher
        Ertrag","Die syroaramäische Vita Sancti Ephraem Syri: Geschichtlicher und sprachlicher
        Ertrag","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2121,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2038,https://zotero.org/groups/392292/items/XKEE7WCJ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/897,,http://zotero.org/groups/4861694/items/IFIQ23DD,1960,1960,"Baarda,","Baarda,",The Gospel Text in the Biography of Rabbula,The Gospel Text in the Biography of Rabbula,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/589,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/551,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2335,https://zotero.org/groups/392292/items/AKEF2ITX,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2386,https://zotero.org/groups/392292/items/7C5FQTGJ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/785,,http://zotero.org/groups/4861694/items/LFAR9XU2,1946,1946,"Peeters,","Peeters,","Observations sur la Vie syriaque de Mar Aba, catholicos de l’Églie perse
        (540-552)","Observations sur la Vie syriaque de Mār Abā, catholicos de l’Église perse
        (540–552)","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2488,https://zotero.org/groups/392292/items/84ZW7D3N,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1109,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2421,https://zotero.org/groups/392292/items/IE2VVJ55,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2277,https://zotero.org/groups/392292/items/U4V3DG8M,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/651,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/64,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/960,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2478,https://zotero.org/groups/392292/items/RH4MZHMM,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/320,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/279,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2350,https://zotero.org/groups/392292/items/47IN6R9W,http://zotero.org/groups/4861694/items/W7VA749R,1880,1880,"Ryssel,","Ryssel,","Über den textkritischen Werth der syrischen Übersetzungen griechischer
        Klassiker.","Über den textkritischen Werth der syrischen Übersetzungen griechischer
        Klassiker","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1304,https://zotero.org/groups/392292/items/2IK3K8N2,http://zotero.org/groups/4861694/items/MGTQAKF5,1980,1980,"Brock,","Brock,",Notes on Some Monasteries on Mount Izla,Notes on Some Monasteries on Mount Izla,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/803,,http://zotero.org/groups/4861694/items/XRRFKJ4C,1911,1911,"Macmunn,","Macmunn,",The Menelaus Episode in the Syriac Acts of John,The Menelaus Episode in the Syriac Acts of John,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/165,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2164,,http://zotero.org/groups/4861694/items/9CM2DIVX,1995,1995,"Brock, Schlarb (ed.), Tamcke (ed.), Schwaigert
        (ed.)","Brock, Schlarb (ed.), Tamcke (ed.), Schwaigert
        (ed.)","Bar Shabba/Mar Shabbay, First Bishop of Merv","Bar Shabba/Mar Shabbay, First Bishop of Merv",1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/2309,https://zotero.org/groups/392292/items/KNIX2RXV,http://zotero.org/groups/4861694/items/QYID9ZIE,1966,1966,"Fiey,","Fiey,","Notes d’hagiographie syriaque: I. Deux Yazdbôzîd et quatre Abbraham. II.
        Peut-on sauver Polychrone, évêque de Babylone?","Notes d’hagiographie syriaque: I. Deux Yazdbôzîd et quatre Abraham. II. Peut-on
        sauver Polychrone, évêque de Babylone?","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1806,https://zotero.org/groups/392292/items/RF9AXKI2,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/613,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2419,https://zotero.org/groups/392292/items/V78DUW6I,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/682,,http://zotero.org/groups/4861694/items/GV5C8L6Y,1944,1944,"Graf,","Graf,",Geschichte der christlichen arabischen Literatur,Geschichte der christlichen arabischen Literatur,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/173,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/804,,http://zotero.org/groups/4861694/items/H595DGW6,1963,1963,"Klijn,","Klijn,",An Ancient Syriac Baptismal Liturgy in the Syriac Acta of John,An Ancient Syriac Baptismal Liturgy in the Syriac Acts of John,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/123,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/478,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/292,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1875,https://zotero.org/groups/392292/items/DDWM494K,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1020,,http://zotero.org/groups/4861694/items/9GFC5QRP,1956,1956,"Ryckmans,","Ryckmans,",La Persécution des chrétiens himyarites au sixième siècle,La persécution des chrétiens Himyarites au sixième siècle,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2151,,http://zotero.org/groups/4861694/items/GZYPXSSK,1995,1995,"Sanders,","Sanders,",Introduction to the Life of Mar Bishoi,Introduction to the Life of Mar Bishoi (siglum MB),"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/900,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/702,,http://zotero.org/groups/4861694/items/4TLMIRLQ,1966,1966,"Fiey,","Fiey,","Îchô‘dnah, métropolite de Basra, et son oeuvre","Îchô‘dnah, métropolite de Basra, et son œuvre","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/288,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/396,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/579,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/36,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1041,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1375,https://zotero.org/groups/392292/items/M5MSV7QR,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/65,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/187,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/168,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2110,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1365,https://zotero.org/groups/392292/items/IBJQCU73,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/754,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2438,https://zotero.org/groups/392292/items/55T5HA58,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2437,https://zotero.org/groups/392292/items/UH9IQSBC,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/105,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2056,https://zotero.org/groups/392292/items/FZ6EAPTD,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/871,,http://zotero.org/groups/4861694/items/BH9GCUZQ,1900,1900,"Nau,","Nau,","Les Martyres de s. Léonce de Tripoli et de s. Pierre d’Alexandrie d’après les
        sources syriaques","Les martyres de S. Léonce de Tripoli et de S. Pierre d’Alexandrie d’après les
        sources syriaques","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2105,https://zotero.org/groups/392292/items/V52IP6SR,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/930,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/631,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1369,https://zotero.org/groups/392292/items/JE3NBEM6,http://zotero.org/groups/4861694/items/94AWL8DV,1967,1967,"Sauget,","Sauget,",Le calendrier maronite du manuscrit Vatican syriaque 313,Le calendrier maronite du manuscrit Vatican syriaque 313,1. exact match,,,,not checked,TRUE,1
http://syriaca.org/bibl/2329,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/G8EF93RK,https://zotero.org/groups/392292/items/G8EF93RK,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1135,,http://zotero.org/groups/4861694/items/FTY4H97J,1960,1960,"Fiey,","Fiey,",Jean de Dailam et l’imbroglio de ses fondations,Jean de Dailam et l’imbroglio de ses fondations,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/420,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2260,https://zotero.org/groups/392292/items/WPZK9G3N,http://zotero.org/groups/4861694/items/EHCJH6LP,1983,1983,"Fiey,","Fiey,",Rabban Buya de Shaqlawa et de Jericho,"Rabban Bûya de Shaqlâwâ, et de Jéricho","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/965,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1330,https://zotero.org/groups/392292/items/AE6B2J3H,http://zotero.org/groups/4861694/items/3SE3HFYJ,1960,1960,"Vööbus,","Vööbus,","Syriac and Arabic documents regarding legislation relative to Syrian
        asceticism.","Syriac and Arabic Documents Regarding Legislation Relative to Syrian
        Asceticism","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1039,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1062,,http://zotero.org/groups/4861694/items/6FTNQDEU,1982,1982,"Reinink,","Reinink,","Ismaël, der Wildesel in der Wüste. Zur Typologie der Apokalypse des
        Pseudo-Methodios","Ismael, der Wildesel in der Wüste. Zur Typologie der Apokalypse des
        Pseudo-Methodios","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2340,https://zotero.org/groups/392292/items/TJAPQX6U,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/464,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1998,https://zotero.org/groups/392292/items/8IHXBXI6,http://zotero.org/groups/4861694/items/ERVGRQLN,1865,1865,"Perkins,","Perkins,","The Revelation of the Blessed Apostle Paul Translated from an Ancient Syriac
        Manuscript","The Revelation of the Blessed Apostle Paul Translated from an Ancient Syriac
        Manuscript","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/368,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1420,https://zotero.org/groups/392292/items/XF6NKWCJ,http://zotero.org/groups/4861694/items/9HGARXCQ,1870,1870,"Wright,","Wright,","Catalogue of Syriac manuscripts in the British museum acquired since the year
        1838.","Catalogue of Syriac Manuscripts in the British Museum, Acquired since the Year
        1838","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/55,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/848,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1838,https://zotero.org/groups/392292/items/EVZIK3QF,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/995,,http://zotero.org/groups/4861694/items/235LBPDF,1908,1908,"Halévy,","Halévy,",Cantique syriaque sur saint Thomas,Cantique syriaque sur Saint Thomas. Texte et traduction,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1833,https://zotero.org/groups/392292/items/A9QWW8KG,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/54,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/587,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/741,,http://zotero.org/groups/4861694/items/9RD5K2ZE,1940,1940,"Peeters,","Peeters,","Glanures martyrologiques. II. La Basilique des Confesseurs à
        Édesse","Glanures martyrologiques, II. La basilique des Confesseurs a Édesse","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/325,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/710,,http://zotero.org/groups/4861694/items/FHB5Z32D,1925,1925,"Ricciotti,","Ricciotti,","Sant’ Efrem Siro. Biografia, Scritti, Teologia",San Efrem Siro: biografia–scritti–teologia,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/202,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/752,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2344,https://zotero.org/groups/392292/items/SSMKI4V8,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2122,,http://zotero.org/groups/4861694/items/XZG49JSD,2009,2009,"Harrak, Hunter (ed.)","Harrak, Hunter (ed.)",Commemorating Church History in the Ottoman Era,"Commemorating Church History in the Ottoman Era: Monumental Architecture and
        Art","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/395,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/332,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2407,https://zotero.org/groups/392292/items/A48MDHJQ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1301,https://zotero.org/groups/392292/items/2EDITKPM,http://zotero.org/groups/4861694/items/XD3U8TMA,1958,1958,"Vööbus,","Vööbus,","History of asceticism in the Syrian Orient: a contribution to the history of
        culture in the Near East","History of Asceticism in the Syrian Orient: A Contribution to the History of
        Culture in the Near East","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1357,https://zotero.org/groups/392292/items/H2ACJMCH,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1840,https://zotero.org/groups/392292/items/H5KR8W2R,http://zotero.org/groups/4861694/items/3AYZ67V6,1870,1870,"Land,","Land,","Zachariae episcopi Mitylenes aliorumque scripta historica graece plerumque
        deperdita","Anecdota Syriaca III: Zachariae episcopi Mitylenes aliorumque scripta historica
        graece plerumque deperdita","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1124,,http://zotero.org/groups/4861694/items/YFBNX2ZL,1955,1955,"Van Roey,","van Roey,",La sainteté de Marie d’après Jacques de Saroug,La sainteté de Marie d’après Jacques de Saroug,"2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/2354,https://zotero.org/groups/392292/items/ZJGT7WAN,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2047,https://zotero.org/groups/392292/items/NF6ITTGM,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/48,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/480,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/266,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2087,https://zotero.org/groups/392292/items/XVF5PAMB,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1397,https://zotero.org/groups/392292/items/RCEPPTQP,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2413,https://zotero.org/groups/392292/items/F84PHXJ9,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2326,,http://zotero.org/groups/4861694/items/ZKP3X3PQ,1997,1997,"Drijvers, Drijvers,","Drijvers, Drijvers,","The Finding of the True Cross: The Judas Kyriakos Legend in Syriac:
        Introduction, Text, and Translation","The Finding of the True Cross – The Judas Kyriakos Legend in Syriac: Introduction,
        Text and Translation","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2342,https://zotero.org/groups/392292/items/KMEGWCUN,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1090,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/605,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1388,https://zotero.org/groups/392292/items/PAGGCU7J,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2317,https://zotero.org/groups/392292/items/WEQFIF37,http://zotero.org/groups/4861694/items/7HQKWDJH,1985,1985,"Roey,","van Roey,","Eliae epistula apologetica ad Leonem, syncellum Harranensem","Eliae epistula apologetica ad Leonem, syncellum Harranensem","2. exact title and year, fuzzy creators",,,,not checked,TRUE,1
http://syriaca.org/bibl/2195,https://zotero.org/groups/392292/items/F7I8NN63,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2086,https://zotero.org/groups/392292/items/9BRTN4GC,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2004,https://zotero.org/groups/392292/items/DQ62NCPV,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1022,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2410,https://zotero.org/groups/392292/items/MQ3J3QM5,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1738,https://zotero.org/groups/392292/items/JFI3JJMK,http://zotero.org/groups/4861694/items/RAMCNBD3,1934,1934,"Budge,","Budge,",Stories of the Holy Fathers,"Stories of the Holy Fathers, Being Histories of the Anchorites, Recluses, Monks,
        Coenobites and Ascetic Fathers of the Deserts of Egypt, between A.D. 250 and A.D. 400
        circiter","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/2257,https://zotero.org/groups/392292/items/TRA7ISNN,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1917,https://zotero.org/groups/392292/items/S54P8E99,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2097,https://zotero.org/groups/392292/items/NN7QG69Z,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2104,https://zotero.org/groups/392292/items/IZCWKDKQ,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/746,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1351,https://zotero.org/groups/392292/items/G2SKEACM,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/239,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/762,,http://zotero.org/groups/4861694/items/EUI62VAA,1986,1986,"Fiaccadori,","Fiaccadori,",Cristo all’Eufrate,"Cristo all’Eufrate (P. Heid. G. 1101, 8 ss.)","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/VQWBNMMN,https://zotero.org/groups/392292/items/VQWBNMMN,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/18,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2471,https://zotero.org/groups/392292/items/KNXVETJC,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/70,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/2054,https://zotero.org/groups/392292/items/ZSCTAP54,http://zotero.org/groups/4861694/items/K3B57SYJ,1968,1968,"Draguet,","Draguet,","Les cinq recensions de l'Ascéticon syriaque d'abba Isaïe, I. Introduction au
        problème isaïen. Version des logoi I-XIII avec des parallèles grecs et
        latins","Les cinq recensions de l’Ascéticon syriaque d’abba Isaïe. I. Introduction au
        problème isaïen; Version des logoi I–XIII avec des parallèles grecs et latins","3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/578,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1718,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/756,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/824,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/199,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/1151,,http://zotero.org/groups/4861694/items/2IVEMN9X,1975,1975,"Vööbus,","Vööbus,","Die Entdeckung von zwei neuen Biographien des Severus von
        Antiochien",Die Entdeckung von zwei neuen Biographien des Severus von Antiochien,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/1912,https://zotero.org/groups/392292/items/JIWFPAFP,http://zotero.org/groups/4861694/items/JDU7BGRS,1886,1886,"Oppenheim,","Oppenheim,","Fabula Josephi et asenethae apocrypha e libro syriaco latine
        versa",Fabula Josephi et Asenethae apocrypha e libro Syriaco Latine versa,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/800,,http://zotero.org/groups/4861694/items/43RRNWJU,1872,1872,"Geiger,","Geiger,",Sprachliche Bemerkungen zu Wright’s Apocryphal Acts,Sprachliche Bemerkungen zu Wright’s Apocryphal Acts,"3. exact creators and year, fuzzy title",,,,not checked,TRUE,1
http://syriaca.org/bibl/109,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/174,,,,,,,,,5. no match,,,,not checked,FALSE,1
http://syriaca.org/bibl/751,,,,,,,,,5. no match,,,,not checked,FALSE,1
